"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Points:0","Points:1","Points:2"
1.2522,284.62,0.044586,0,2.9342e+05,1.0443e+05,290.52,0.66518,0.090092,0.31314,0.0092067,0
1.2527,284.5,0.05025,0,2.935e+05,1.0448e+05,290.55,0.66464,0.09149,0.33643,0.0092089,0
1.2531,284.36,0.056738,0,2.936e+05,1.0454e+05,290.6,0.66401,0.093111,0.3604,0.0092114,0
1.2537,284.2,0.064178,0,2.9371e+05,1.046e+05,290.65,0.66328,0.094979,0.38494,0.0092139,0
1.2543,284.02,0.072707,0,2.9384e+05,1.0467e+05,290.71,0.66245,0.097125,0.40991,0.0092168,0
1.2551,283.8,0.082474,0,2.9399e+05,1.0476e+05,290.78,0.66149,0.099573,0.43513,0.0092199,0
1.2559,283.56,0.093636,0,2.9415e+05,1.0486e+05,290.85,0.66041,0.10235,0.46044,0.0092234,0
1.2568,283.29,0.10635,0,2.9434e+05,1.0496e+05,290.94,0.65919,0.10547,0.48564,0.0092272,0
1.2579,282.99,0.12077,0,2.9455e+05,1.0509e+05,291.04,0.65783,0.10897,0.51055,0.0092314,0
1.259,282.65,0.13704,0,2.9478e+05,1.0522e+05,291.14,0.65632,0.11283,0.53497,0.0092359,0
1.2603,282.27,0.15527,0,2.9503e+05,1.0537e+05,291.26,0.65467,0.11706,0.5587,0.0092409,0
1.2616,281.87,0.17551,0,2.953e+05,1.0553e+05,291.38,0.65288,0.12165,0.58157,0.0092461,0
1.2631,281.43,0.19779,0,2.956e+05,1.057e+05,291.52,0.65096,0.12655,0.6034,0.0092516,0
1.2646,280.96,0.222,0,2.959e+05,1.0588e+05,291.66,0.64893,0.13173,0.62402,0.0092574,0
1.2662,280.47,0.24799,0,2.9622e+05,1.0606e+05,291.81,0.64683,0.1371,0.64331,0.0092635,0
1.2678,279.97,0.27539,0,2.9655e+05,1.0625e+05,291.96,0.64467,0.1426,0.66114,0.0092696,0
1.2695,279.46,0.30382,0,2.9687e+05,1.0645e+05,292.11,0.64251,0.14811,0.67741,0.0092758,0
1.2711,278.96,0.33258,0,2.972e+05,1.0663e+05,292.25,0.64039,0.15351,0.69205,0.0092818,0
1.2726,278.47,0.361,0,2.975e+05,1.0681e+05,292.39,0.63835,0.15867,0.70499,0.0092876,0
1.274,278.02,0.38749,0,2.9779e+05,1.0698e+05,292.53,0.63645,0.16351,0.71621,0.009293,0
1.2753,277.6,0.41336,0,2.9805e+05,1.0714e+05,292.64,0.63472,0.16793,0.72568,0.0092979,0
1.2766,277.18,0.44062,0,2.983e+05,1.0728e+05,292.76,0.63301,0.17223,0.73492,0.009303,0
1.278,276.74,0.46865,0,2.9858e+05,1.0744e+05,292.89,0.63119,0.17684,0.74404,0.0093083,0
1.2794,276.27,0.49898,0,2.9886e+05,1.0761e+05,293.02,0.62928,0.18168,0.75305,0.0093138,0
1.2809,275.78,0.53188,0,2.9916e+05,1.0779e+05,293.15,0.62729,0.18671,0.76194,0.0093197,0
1.2824,275.27,0.56722,0,2.9947e+05,1.0797e+05,293.29,0.62521,0.19196,0.77072,0.0093258,0
1.284,274.72,0.60529,0,2.9979e+05,1.0816e+05,293.44,0.62304,0.19744,0.77938,0.0093323,0
1.2857,274.15,0.6464,0,3.0013e+05,1.0836e+05,293.6,0.62076,0.20316,0.78792,0.0093391,0
1.2875,273.55,0.69085,0,3.0048e+05,1.0857e+05,293.76,0.61839,0.20914,0.79634,0.0093463,0
1.2893,272.92,0.73898,0,3.0084e+05,1.0878e+05,293.92,0.6159,0.21538,0.80464,0.0093538,0
1.2912,272.25,0.79118,0,3.0123e+05,1.0901e+05,294.1,0.61331,0.22189,0.81282,0.0093618,0
1.2932,271.55,0.84789,0,3.0163e+05,1.0925e+05,294.28,0.61059,0.22869,0.82088,0.0093702,0
1.2953,270.81,0.90961,0,3.0204e+05,1.0949e+05,294.47,0.60775,0.2358,0.82882,0.0093791,0
1.2975,270.03,0.97691,0,3.0248e+05,1.0975e+05,294.67,0.60477,0.24321,0.83663,0.0093885,0
1.2998,269.2,1.0504,0,3.0293e+05,1.1002e+05,294.88,0.60166,0.25096,0.84431,0.0093984,0
1.3021,268.33,1.131,0,3.034e+05,1.103e+05,295.09,0.5984,0.25906,0.85185,0.0094089,0
1.3046,267.41,1.2193,0,3.0389e+05,1.1059e+05,295.31,0.59499,0.26751,0.85927,0.00942,0
1.3072,266.44,1.3165,0,3.0441e+05,1.109e+05,295.55,0.59142,0.27635,0.86654,0.0094318,0
1.3099,265.41,1.4236,0,3.0495e+05,1.1122e+05,295.79,0.58768,0.28557,0.87368,0.0094444,0
1.3127,264.32,1.5421,0,3.0551e+05,1.1156e+05,296.05,0.58376,0.29522,0.88067,0.0094577,0
1.3157,263.16,1.6735,0,3.0609e+05,1.1191e+05,296.31,0.57965,0.3053,0.88752,0.0094719,0
1.3187,261.94,1.8197,0,3.067e+05,1.1227e+05,296.59,0.57534,0.31583,0.89422,0.0094871,0
1.3219,260.64,1.9828,0,3.0734e+05,1.1266e+05,296.88,0.57082,0.32685,0.90076,0.0095033,0
1.3253,259.26,2.1657,0,3.08e+05,1.1306e+05,297.18,0.56607,0.33838,0.90716,0.0095205,0
1.3288,257.79,2.3714,0,3.087e+05,1.1348e+05,297.49,0.56109,0.35043,0.91339,0.0095391,0
1.3325,256.22,2.6038,0,3.0942e+05,1.1391e+05,297.82,0.55585,0.36306,0.91947,0.009559,0
1.3363,254.55,2.8679,0,3.1018e+05,1.1437e+05,298.16,0.55033,0.37628,0.92538,0.0095804,0
1.3403,252.77,3.1694,0,3.1098e+05,1.1486e+05,298.52,0.54452,0.39014,0.93113,0.0096035,0
1.3445,250.86,3.516,0,3.1181e+05,1.1536e+05,298.9,0.5384,0.40467,0.93671,0.0096285,0
1.3489,248.82,3.9171,0,3.1268e+05,1.1589e+05,299.29,0.53193,0.41993,0.94213,0.0096557,0
1.3536,246.62,4.3849,0,3.1359e+05,1.1645e+05,299.7,0.52509,0.43595,0.94737,0.0096853,0
1.3584,244.26,4.9356,0,3.1455e+05,1.1703e+05,300.13,0.51785,0.45281,0.95244,0.0097178,0
1.3635,241.7,5.5899,0,3.1556e+05,1.1765e+05,300.58,0.51016,0.47053,0.95733,0.0097536,0
1.3689,238.94,6.378,0,3.1662e+05,1.183e+05,301.05,0.502,0.48925,0.96205,0.0097933,0
1.3745,235.93,7.3357,0,3.1772e+05,1.1898e+05,301.55,0.4933,0.50888,0.96659,0.0098377,0
1.3805,232.69,8.525,0,3.189e+05,1.197e+05,302.07,0.48409,0.52969,0.97095,0.0098878,0
1.3867,229.1,10.004,0,3.201e+05,1.2046e+05,302.61,0.47422,0.55129,0.97512,0.0099451,0
1.3932,225.31,11.911,0,3.214e+05,1.2125e+05,303.17,0.46394,0.57421,0.97911,0.010012,0
1.3997,221.07,14.335,0,3.2265e+05,1.2205e+05,303.76,0.453,0.59712,0.98291,0.01009,0
1.4066,216.82,17.529,0,3.2402e+05,1.2288e+05,304.32,0.4422,0.62114,0.98652,0.010185,0
1.4125,212.06,21.312,0,3.2514e+05,1.2363e+05,304.89,0.43105,0.64253,0.98991,0.010303,0
1.4188,208.07,27.149,0,3.2641e+05,1.2436e+05,305.34,0.4222,0.66355,0.99306,0.010454,0
1.4221,204.74,32.938,0,3.2705e+05,1.2477e+05,305.64,0.41607,0.67553,0.99593,0.01065,0
1.4238,202.13,38.979,0,3.2736e+05,1.2499e+05,305.82,0.41243,0.68182,0.99821,0.010852,0
1.4211,202.64,46.867,0,3.2684e+05,1.2465e+05,305.56,0.41766,0.672,1.0004,0.011561,0
1.4132,205.7,54.094,0,3.2528e+05,1.2371e+05,304.95,0.42993,0.64492,1.0034,0.012575,0
1.4051,209.63,60.911,0,3.2372e+05,1.2271e+05,304.21,0.44432,0.61609,1.0069,0.013821,0
1.3946,214.59,66.74,0,3.2166e+05,1.2142e+05,303.3,0.46155,0.5791,1.0109,0.015275,0
1.3834,219.94,71.5,0,3.1946e+05,1.2005e+05,302.32,0.47962,0.53964,1.0153,0.016917,0
1.3717,225.39,75.361,0,3.1717e+05,1.1863e+05,301.29,0.49792,0.49881,1.0202,0.018733,0
1.3597,230.83,78.457,0,3.1481e+05,1.1718e+05,300.22,0.51619,0.45705,1.0255,0.020714,0
1.3475,236.16,80.907,0,3.1241e+05,1.1572e+05,299.15,0.53428,0.4149,1.0313,0.022851,0
1.3353,241.35,82.819,0,3.0999e+05,1.1424e+05,298.05,0.55216,0.3725,1.0375,0.025136,0
1.3229,246.4,84.27,0,3.0754e+05,1.1276e+05,296.94,0.56984,0.32988,1.0441,0.027563,0
1.3104,251.3,85.318,0,3.0505e+05,1.1127e+05,295.81,0.58738,0.28701,1.0513,0.030124,0
1.2978,256.04,86.006,0,3.0254e+05,1.0977e+05,294.67,0.60481,0.24385,1.0589,0.032811,0
1.285,260.64,86.363,0,2.9999e+05,1.0826e+05,293.5,0.62217,0.20035,1.067,0.035616,0
1.272,265.09,86.415,0,2.974e+05,1.0674e+05,292.31,0.63952,0.15647,1.0756,0.038529,0
1.2589,269.39,86.176,0,2.9477e+05,1.052e+05,291.1,0.65687,0.11217,1.0846,0.04154,0
1.2456,273.55,85.662,0,2.9209e+05,1.0364e+05,289.87,0.67427,0.067419,1.0941,0.044639,0
1.2321,277.56,84.882,0,2.8937e+05,1.0207e+05,288.6,0.69174,0.022192,1.1042,0.047813,0
1.2183,281.42,83.845,0,2.8659e+05,1.0048e+05,287.31,0.7093,-0.023528,1.1147,0.051051,0
1.2044,285.12,82.558,0,2.8377e+05,98877,286,0.72697,-0.069748,1.1256,0.054339,0
1.1902,288.66,81.028,0,2.8089e+05,97253,284.65,0.74478,-0.11647,1.1371,0.057663,0
1.1758,292.03,79.262,0,2.7797e+05,95613,283.27,0.76273,-0.16368,1.149,0.061009,0
1.1613,295.23,77.265,0,2.7499e+05,93956,281.85,0.78083,-0.21138,1.1614,0.064361,0
1.1464,298.24,75.045,0,2.7196e+05,92282,280.41,0.7991,-0.25953,1.1743,0.067704,0
1.1314,301.07,72.609,0,2.6887e+05,90594,278.94,0.81754,-0.30811,1.1876,0.071021,0
1.1162,303.69,69.964,0,2.6574e+05,88893,277.43,0.83616,-0.35709,1.2014,0.074295,0
1.1008,306.1,67.12,0,2.6255e+05,87178,275.89,0.85496,-0.40642,1.2156,0.07751,0
1.0852,308.3,64.086,0,2.5932e+05,85453,274.32,0.87393,-0.45607,1.2302,0.080649,0
1.0694,310.27,60.872,0,2.5604e+05,83720,272.72,0.89309,-0.50597,1.2452,0.083694,0
1.0535,312.01,57.49,0,2.5272e+05,81979,271.09,0.91242,-0.55607,1.2606,0.086628,0
1.0374,313.51,53.953,0,2.4936e+05,80233,269.43,0.93192,-0.60631,1.2763,0.089436,0
1.0212,314.77,50.274,0,2.4596e+05,78485,267.74,0.95159,-0.65661,1.2924,0.092101,0
1.0049,315.78,46.467,0,2.4253e+05,76737,266.02,0.97141,-0.70692,1.3088,0.094608,0
0.98853,316.53,42.548,0,2.3907e+05,74992,264.28,0.99137,-0.75714,1.3254,0.096943,0
0.97209,317.03,38.533,0,2.3559e+05,73253,262.51,1.0115,-0.80721,1.3423,0.099092,0
0.95562,317.27,34.437,0,2.3209e+05,71522,260.72,1.0317,-0.85704,1.3595,0.10104,0
0.93915,317.25,30.28,0,2.2858e+05,69801,258.92,1.052,-0.90654,1.3768,0.10278,0
0.92269,316.98,26.077,0,2.2505e+05,68095,257.09,1.0724,-0.95565,1.3942,0.10431,0
0.90628,316.46,21.846,0,2.2153e+05,66406,255.25,1.0928,-1.0043,1.4118,0.10561,0
0.88995,315.7,17.606,0,2.1801e+05,64737,253.4,1.1133,-1.0523,1.4294,0.10667,0
0.87373,314.7,13.373,0,2.145e+05,63091,251.55,1.1338,-1.0997,1.4471,0.1075,0
0.85767,313.47,9.1645,0,2.1102e+05,61474,249.69,1.1543,-1.1462,1.4648,0.10809,0
0.84176,312.02,4.9975,0,2.0755e+05,59884,247.83,1.1747,-1.192,1.4825,0.10845,0
0.82598,310.36,0.87641,0,2.041e+05,58317,245.96,1.1952,-1.2371,1.5,0.10856,0
0.81028,308.5,-3.2041,0,2.0066e+05,56772,244.08,1.2157,-1.2815,1.5176,0.10844,0
0.7947,306.43,-7.2405,0,1.9723e+05,55249,242.19,1.2363,-1.3254,1.5353,0.10809,0
0.7792,304.16,-11.224,0,1.9381e+05,53748,240.29,1.257,-1.3686,1.553,0.1075,0
0.76383,301.71,-15.146,0,1.9041e+05,52269,238.38,1.2778,-1.4111,1.5706,0.10667,0
0.74858,299.07,-18.99,0,1.8702e+05,50814,236.47,1.2986,-1.453,1.5883,0.1056,0
0.73352,296.28,-22.746,0,1.8366e+05,49388,234.55,1.3195,-1.494,1.6059,0.1043,0
0.71862,293.31,-26.397,0,1.8032e+05,47991,232.64,1.3403,-1.5342,1.6233,0.10278,0
0.70404,290.26,-29.946,0,1.7705e+05,46632,230.73,1.3611,-1.5734,1.6406,0.10103,0
0.68956,287.01,-33.363,0,1.7378e+05,45298,228.84,1.3817,-1.6118,1.6577,0.099082,0
0.67551,283.77,-36.678,0,1.7061e+05,44005,226.93,1.4026,-1.649,1.6746,0.096933,0
0.66159,280.29,-39.798,0,1.6744e+05,42750,225.1,1.4227,-1.6851,1.6913,0.094597,0
0.64906,277.08,-42.902,0,1.646e+05,41615,223.36,1.4418,-1.7177,1.7077,0.09209,0
0.63486,273.25,-45.681,0,1.6134e+05,40359,221.46,1.4628,-1.7539,1.7237,0.089424,0
0.61812,269.2,-48.745,0,1.5757e+05,38812,218.74,1.4928,-1.7984,1.7395,0.086615,0
0.60722,266.31,-50.463,0,1.5508e+05,37836,217.06,1.5113,-1.8265,1.7549,0.08368,0
0.64184,268.21,-53.56,0,1.6231e+05,41613,225.86,1.4144,-1.7178,1.7699,0.080635,0
0.88552,274.78,-58.548,0,2.1369e+05,67649,266.13,0.97014,-0.96849,1.7845,0.077496,0
1.1607,262.79,-62.487,0,2.7239e+05,96383,289.27,0.68254,-0.14151,1.7987,0.074281,0
1.15,262.09,-64.272,0,2.7003e+05,95346,288.82,0.68876,-0.17136,1.8124,0.071007,0
1.1433,261.25,-66.317,0,2.6853e+05,94704,288.56,0.69228,-0.18982,1.8257,0.06769,0
1.1494,258.73,-67.754,0,2.6974e+05,95450,289.28,0.68241,-0.16837,1.8386,0.064347,0
1.1591,255.57,-69.196,0,2.7168e+05,96575,290.26,0.66883,-0.136,1.851,0.060995,0
1.1676,252.34,-70.519,0,2.7338e+05,97594,291.17,0.65597,-0.10666,1.863,0.05765,0
1.1763,248.9,-71.604,0,2.751e+05,98633,292.1,0.64262,-0.076751,1.8744,0.054326,0
1.1858,245.19,-72.464,0,2.7697e+05,99764,293.09,0.62825,-0.044209,1.8854,0.051038,0
1.1955,241.29,-73.091,0,2.789e+05,1.0093e+05,294.09,0.61341,-0.010716,1.8959,0.0478,0
1.2053,237.22,-73.476,0,2.8083e+05,1.021e+05,295.1,0.59832,0.022921,1.9059,0.044626,0
1.215,232.99,-73.613,0,2.8275e+05,1.0327e+05,296.1,0.58299,0.05674,1.9154,0.041528,0
1.2247,228.62,-73.493,0,2.8466e+05,1.0445e+05,297.09,0.56746,0.090593,1.9245,0.038517,0
1.2344,224.11,-73.102,0,2.8656e+05,1.0562e+05,298.07,0.55178,0.1243,1.933,0.035604,0
1.2439,219.48,-72.426,0,2.8843e+05,1.0678e+05,299.04,0.53595,0.1578,1.9411,0.0328,0
1.2534,214.71,-71.445,0,2.9027e+05,1.0794e+05,300,0.51996,0.19101,1.9487,0.030113,0
1.2627,209.83,-70.137,0,2.9208e+05,1.0908e+05,300.95,0.50383,0.22392,1.9559,0.027553,0
1.2718,204.82,-68.464,0,2.9386e+05,1.1021e+05,301.87,0.48752,0.2564,1.9626,0.025126,0
1.2808,199.73,-66.395,0,2.956e+05,1.1132e+05,302.79,0.47108,0.28851,1.9688,0.022841,0
1.2895,194.51,-63.868,0,2.9729e+05,1.1241e+05,303.68,0.45445,0.31986,1.9745,0.020705,0
1.2981,189.33,-60.837,0,2.9894e+05,1.1348e+05,304.54,0.4379,0.35067,1.9798,0.018725,0
1.3061,184.08,-57.216,0,3.0046e+05,1.1449e+05,305.38,0.4213,0.37973,1.9847,0.016909,0
1.3139,179.19,-53.001,0,3.0196e+05,1.1547e+05,306.16,0.40547,0.40782,1.9891,0.015268,0
1.3202,174.38,-48.187,0,3.0314e+05,1.163e+05,306.88,0.39023,0.4316,1.9931,0.013814,0
1.3264,171.13,-42.288,0,3.0435e+05,1.1705e+05,307.43,0.37811,0.45343,1.9966,0.012569,0
1.3295,168.44,-37.164,0,3.049e+05,1.1748e+05,307.85,0.36887,0.46579,1.9996,0.011556,0
1.3316,166.81,-32.305,0,3.0528e+05,1.1778e+05,308.12,0.36261,0.4742,2.0018,0.010848,0
1.3315,168.63,-27.085,0,3.0529e+05,1.1773e+05,308.04,0.36456,0.47299,2.0041,0.010646,0
1.3283,171.89,-22.919,0,3.0467e+05,1.1734e+05,307.74,0.37124,0.46161,2.007,0.010451,0
1.3257,175.45,-19.079,0,3.042e+05,1.1698e+05,307.4,0.37877,0.4513,2.0101,0.010301,0
1.3215,179.41,-16.017,0,3.0341e+05,1.1645e+05,306.98,0.38805,0.43616,2.0135,0.010183,0
1.3174,183.27,-13.542,0,3.0263e+05,1.1593e+05,306.54,0.39744,0.42092,2.0172,0.010088,0
1.3131,187,-11.54,0,3.0181e+05,1.1538e+05,306.09,0.40682,0.40511,2.021,0.010009,0
1.3088,190.52,-9.9208,0,3.0098e+05,1.1483e+05,305.65,0.41592,0.3894,2.025,0.0099428,0
1.3045,193.81,-8.5999,0,3.0017e+05,1.143e+05,305.22,0.42462,0.37405,2.0292,0.0098855,0
1.3004,196.88,-7.5113,0,2.9938e+05,1.1378e+05,304.8,0.43288,0.35919,2.0336,0.0098353,0
1.2964,199.72,-6.6057,0,2.9861e+05,1.1328e+05,304.4,0.4407,0.34487,2.0382,0.0097909,0
1.2926,202.37,-5.8454,0,2.9787e+05,1.128e+05,304.02,0.44809,0.33112,2.0429,0.0097512,0
1.2889,204.84,-5.2018,0,2.9715e+05,1.1235e+05,303.65,0.45508,0.31793,2.0479,0.0097154,0
1.2854,207.13,-4.6529,0,2.9647e+05,1.1191e+05,303.29,0.46169,0.3053,2.053,0.0096829,0
1.282,209.28,-4.1815,0,2.9581e+05,1.1149e+05,302.96,0.46795,0.29319,2.0583,0.0096533,0
1.2787,211.29,-3.7744,0,2.9517e+05,1.1108e+05,302.63,0.47388,0.28159,2.0638,0.0096261,0
1.2756,213.17,-3.4206,0,2.9456e+05,1.107e+05,302.32,0.4795,0.27047,2.0694,0.0096011,0
1.2725,214.93,-3.1115,0,2.9397e+05,1.1033e+05,302.02,0.48485,0.25981,2.0752,0.009578,0
1.2696,216.59,-2.84,0,2.9341e+05,1.0997e+05,301.74,0.48993,0.24958,2.0812,0.0095566,0
1.2669,218.16,-2.6006,0,2.9286e+05,1.0963e+05,301.46,0.49477,0.23975,2.0873,0.0095367,0
1.2642,219.63,-2.3883,0,2.9234e+05,1.093e+05,301.2,0.49939,0.23032,2.0936,0.0095182,0
1.2616,221.03,-2.1993,0,2.9183e+05,1.0899e+05,300.95,0.50379,0.22125,2.1001,0.0095009,0
1.2591,222.34,-2.0303,0,2.9134e+05,1.0868e+05,300.7,0.508,0.21253,2.1067,0.0094848,0
1.2567,223.59,-1.8787,0,2.9087e+05,1.0839e+05,300.47,0.51202,0.20414,2.1135,0.0094697,0
1.2544,224.77,-1.742,0,2.9042e+05,1.0811e+05,300.24,0.51587,0.19607,2.1204,0.0094555,0
1.2522,225.89,-1.6185,0,2.8998e+05,1.0784e+05,300.03,0.51955,0.1883,2.1275,0.0094422,0
1.25,226.96,-1.5065,0,2.8956e+05,1.0758e+05,299.82,0.52307,0.18082,2.1347,0.0094297,0
1.2479,227.97,-1.4045,0,2.8915e+05,1.0733e+05,299.62,0.52645,0.17362,2.142,0.0094179,0
1.246,228.93,-1.3115,0,2.8876e+05,1.0709e+05,299.42,0.52969,0.16669,2.1495,0.0094068,0
1.244,229.85,-1.2263,0,2.8838e+05,1.0686e+05,299.24,0.53279,0.16001,2.1571,0.0093964,0
1.2422,230.72,-1.1482,0,2.8802e+05,1.0664e+05,299.06,0.53576,0.15358,2.1649,0.0093865,0
1.2404,231.54,-1.0764,0,2.8766e+05,1.0642e+05,298.88,0.53862,0.14738,2.1728,0.0093772,0
1.2387,232.33,-1.0101,0,2.8732e+05,1.0621e+05,298.72,0.54136,0.14142,2.1808,0.0093683,0
1.237,233.08,-0.94896,0,2.8699e+05,1.0601e+05,298.55,0.54399,0.13567,2.1889,0.00936,0
1.2354,233.8,-0.89232,0,2.8668e+05,1.0582e+05,298.4,0.54651,0.13013,2.1972,0.009352,0
1.2338,234.49,-0.8398,0,2.8637e+05,1.0564e+05,298.25,0.54893,0.12479,2.2055,0.0093445,0
1.2324,235.14,-0.79098,0,2.8608e+05,1.0546e+05,298.11,0.55126,0.11965,2.214,0.0093374,0
1.2309,235.76,-0.74558,0,2.8579e+05,1.0529e+05,297.97,0.55349,0.1147,2.2227,0.0093307,0
1.2295,236.35,-0.70318,0,2.8552e+05,1.0512e+05,297.83,0.55564,0.10992,2.2314,0.0093242,0
1.2282,236.92,-0.66372,0,2.8525e+05,1.0496e+05,297.71,0.5577,0.10532,2.2402,0.0093181,0
1.2269,237.46,-0.6268,0,2.8499e+05,1.0481e+05,297.58,0.55968,0.10089,2.2492,0.0093123,0
1.2257,237.98,-0.59144,0,2.8475e+05,1.0466e+05,297.46,0.56158,0.096625,2.2583,0.0093068,0
1.2244,238.48,-0.56004,0,2.8451e+05,1.0451e+05,297.35,0.56341,0.092474,2.2675,0.0093015,0
1.2232,238.96,-0.52966,0,2.8427e+05,1.0437e+05,297.23,0.56522,0.088392,2.2769,0.0092964,0
1.222,239.49,-0.4954,0,2.8401e+05,1.0422e+05,297.11,0.56719,0.083991,2.2881,0.0092908,0
1.2205,240.07,-0.45907,0,2.8373e+05,1.0405e+05,296.97,0.56936,0.079052,2.3011,0.0092847,0
1.219,240.67,-0.42248,0,2.8342e+05,1.0387e+05,296.82,0.57165,0.073842,2.3158,0.0092784,0
1.2174,241.29,-0.38621,0,2.8311e+05,1.0368e+05,296.68,0.57398,0.068501,2.3322,0.0092719,0
1.2158,241.9,-0.35094,0,2.828e+05,1.0349e+05,296.53,0.57633,0.06312,2.3502,0.0092655,0
1.2143,242.49,-0.3173,0,2.8248e+05,1.0331e+05,296.38,0.57864,0.057801,2.3697,0.0092592,0
1.2128,243.06,-0.28573,0,2.8218e+05,1.0313e+05,296.23,0.58087,0.052634,2.3905,0.0092531,0
1.2113,243.6,-0.25649,0,2.8189e+05,1.0296e+05,296.1,0.583,0.047691,2.4126,0.0092474,0
1.2099,244.11,-0.22973,0,2.8161e+05,1.0279e+05,295.97,0.585,0.043026,2.4357,0.0092419,0
1.2086,244.57,-0.2055,0,2.8135e+05,1.0264e+05,295.85,0.58685,0.038675,2.4597,0.0092369,0
1.2074,244.99,-0.18378,0,2.8112e+05,1.025e+05,295.74,0.58855,0.034662,2.4844,0.0092321,0
1.2064,245.37,-0.16446,0,2.809e+05,1.0238e+05,295.63,0.5901,0.030994,2.5096,0.0092278,0
1.2054,245.71,-0.1474,0,2.807e+05,1.0226e+05,295.54,0.59149,0.02767,2.5351,0.0092238,0
1.2045,246.02,-0.13242,0,2.8052e+05,1.0216e+05,295.46,0.59274,0.024678,2.5607,0.0092202,0
1.2037,246.28,-0.11936,0,2.8036e+05,1.0206e+05,295.39,0.59385,0.021999,2.5863,0.0092168,0
1.203,246.52,-0.10801,0,2.8021e+05,1.0198e+05,295.32,0.59484,0.019611,2.6116,0.0092138,0
1.2023,246.72,-0.098208,0,2.8008e+05,1.0191e+05,295.27,0.59571,0.017489,2.6364,0.009211,0
1.2018,246.9,-0.089761,0,2.7997e+05,1.0184e+05,295.22,0.59648,0.015608,2.6607,0.0092084,0
1.2013,247.06,-0.082505,0,2.7987e+05,1.0178e+05,295.17,0.59715,0.013942,2.6843,0.0092063,0
1.2008,247.2,-0.076302,0,2.7978e+05,1.0173e+05,295.13,0.59775,0.012465,2.707,0.0092044,0
1.2004,247.32,-0.071009,0,2.797e+05,1.0169e+05,295.1,0.59827,0.011157,2.7289,0.0092027,0
1.2001,247.43,-0.066503,0,2.7963e+05,1.0165e+05,295.07,0.59873,0.0099946,2.7498,0.0092011,0
1.1997,247.52,-0.062676,0,2.7956e+05,1.0161e+05,295.04,0.59914,0.0089601,2.7698,0.0091997,0
1.1995,247.6,-0.059431,0,2.795e+05,1.0158e+05,295.02,0.59951,0.0080366,2.7887,0.0091984,0
1.1992,247.68,-0.056687,0,2.7945e+05,1.0155e+05,295,0.59983,0.0072093,2.8066,0.0091973,0
1.199,247.74,-0.054369,0,2.7941e+05,1.0152e+05,294.98,0.60013,0.0064652,2.8235,0.0091962,0
1.1988,247.8,-0.052413,0,2.7936e+05,1.015e+05,294.96,0.60039,0.0057932,2.8394,0.0091953,0
1.1986,247.85,-0.050766,0,2.7933e+05,1.0148e+05,294.94,0.60063,0.0051833,2.8545,0.0091944,0
1.1984,247.9,-0.04938,0,2.7929e+05,1.0146e+05,294.93,0.60084,0.0046268,2.8687,0.0091936,0
1.1983,247.94,-0.048213,0,2.7926e+05,1.0144e+05,294.92,0.60104,0.0041161,2.8821,0.0091929,0
1.1981,247.99,-0.047233,0,2.7923e+05,1.0143e+05,294.9,0.60122,0.0036448,2.8947,0.0091923,0
1.198,248.02,-0.046407,0,2.792e+05,1.0141e+05,294.89,0.60139,0.0032061,2.9068,0.0091917,0
1.1979,248.06,-0.045705,0,2.7918e+05,1.014e+05,294.88,0.60155,0.0027963,2.9183,0.0091911,0
1.1977,248.09,-0.045154,0,2.7915e+05,1.0138e+05,294.87,0.6017,0.0024072,2.9293,0.0091906,0
1.1976,248.12,-0.04463,0,2.7913e+05,1.0137e+05,294.86,0.60184,0.0020412,2.9399,0.0091901,0
1.1975,248.15,-0.043761,0,2.7911e+05,1.0136e+05,294.85,0.60198,0.0016811,2.9502,0.0091897,0
1.1974,248.18,-0.043445,0,2.7909e+05,1.0135e+05,294.85,0.60211,0.0013485,2.9603,0.0091893,0
1.1973,248.2,-0.049566,0,2.7906e+05,1.0133e+05,294.84,0.60221,0.00099432,2.9702,0.0091889,0
1.1972,248.25,-0.027086,0,2.7905e+05,1.0132e+05,294.83,0.60239,0.00071224,2.9801,0.0091887,0
1.1971,248.32,-0.044276,0,2.7903e+05,1.0131e+05,294.81,0.60264,0.00023568,2.99,0.0091885,0
1.1969,248.29,-0.079668,0,2.7898e+05,1.0129e+05,294.81,0.60265,-0.00019928,3,0.0091885,0
1.25,285.27,-1.0904e-05,0,2.9296e+05,1.0416e+05,290.3,0.66816,0.082444,0,0.012379,0
1.25,285.27,0.0014002,0,2.9296e+05,1.0416e+05,290.3,0.66815,0.082448,0.01,0.012379,0
1.25,285.26,0.0027866,0,2.9296e+05,1.0417e+05,290.3,0.66815,0.082465,0.019902,0.012379,0
1.25,285.26,0.0041641,0,2.9297e+05,1.0417e+05,290.31,0.66813,0.082499,0.029781,0.01238,0
1.25,285.26,0.0055659,0,2.9297e+05,1.0417e+05,290.31,0.66812,0.082545,0.039713,0.01238,0
1.25,285.25,0.0070002,0,2.9297e+05,1.0417e+05,290.31,0.66809,0.082606,0.049778,0.012381,0
1.25,285.25,0.0084775,0,2.9298e+05,1.0417e+05,290.31,0.66806,0.082682,0.060057,0.012382,0
1.2501,285.24,0.010016,0,2.9298e+05,1.0418e+05,290.31,0.66803,0.082775,0.07063,0.012383,0
