"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Points:0","Points:1","Points:2"
1.2189,288.92,-24.702,0,2.8647e+05,1.0079e+05,288.06,0.69918,-0.014604,2.0558,0.32616,0
1.2198,288.75,-24.239,0,2.8665e+05,1.0089e+05,288.14,0.69809,-0.011754,2.0609,0.32582,0
1.2206,288.58,-23.763,0,2.8682e+05,1.0099e+05,288.22,0.69701,-0.0089525,2.0661,0.32548,0
1.2214,288.42,-23.275,0,2.8698e+05,1.0108e+05,288.3,0.69596,-0.0062108,2.0715,0.32514,0
1.2223,288.26,-22.776,0,2.8715e+05,1.0118e+05,288.37,0.69494,-0.0035405,2.0771,0.32479,0
1.223,288.1,-22.266,0,2.873e+05,1.0127e+05,288.44,0.69394,-0.00095192,2.0829,0.32443,0
1.2238,287.95,-21.747,0,2.8746e+05,1.0135e+05,288.51,0.69299,0.0015448,2.0888,0.32407,0
1.2245,287.81,-21.22,0,2.876e+05,1.0144e+05,288.58,0.69207,0.0039407,2.0948,0.32371,0
1.2252,287.68,-20.687,0,2.8774e+05,1.0152e+05,288.64,0.69119,0.0062276,2.1011,0.32334,0
1.2258,287.55,-20.147,0,2.8787e+05,1.0159e+05,288.71,0.69035,0.0083983,2.1075,0.32297,0
1.2265,287.44,-19.604,0,2.88e+05,1.0166e+05,288.76,0.68957,0.010447,2.114,0.3226,0
1.227,287.33,-19.057,0,2.8811e+05,1.0173e+05,288.82,0.68883,0.012368,2.1207,0.32223,0
1.2276,287.22,-18.509,0,2.8822e+05,1.0179e+05,288.87,0.68814,0.014159,2.1276,0.32186,0
1.2281,287.13,-17.961,0,2.8832e+05,1.0185e+05,288.91,0.68751,0.015815,2.1346,0.32149,0
1.2285,287.05,-17.414,0,2.8841e+05,1.019e+05,288.95,0.68692,0.017337,2.1417,0.32112,0
1.2289,286.98,-16.869,0,2.885e+05,1.0195e+05,288.99,0.68639,0.018723,2.149,0.32075,0
1.2293,286.91,-16.327,0,2.8857e+05,1.0199e+05,289.03,0.68591,0.019974,2.1564,0.32038,0
1.2297,286.86,-15.79,0,2.8864e+05,1.0203e+05,289.06,0.68548,0.021092,2.1639,0.32002,0
1.23,286.81,-15.259,0,2.887e+05,1.0207e+05,289.09,0.6851,0.022079,2.1716,0.31966,0
1.2302,286.77,-14.734,0,2.8875e+05,1.021e+05,289.11,0.68477,0.022939,2.1794,0.31931,0
1.2304,286.74,-14.217,0,2.888e+05,1.0212e+05,289.13,0.68449,0.023675,2.1873,0.31896,0
1.2306,286.72,-13.709,0,2.8884e+05,1.0214e+05,289.15,0.68425,0.024292,2.1954,0.31861,0
1.2308,286.7,-13.209,0,2.8887e+05,1.0216e+05,289.16,0.68406,0.024795,2.2035,0.31827,0
1.2309,286.69,-12.72,0,2.8889e+05,1.0218e+05,289.17,0.68391,0.02519,2.2118,0.31793,0
1.231,286.69,-12.241,0,2.8891e+05,1.0219e+05,289.18,0.6838,0.025482,2.2203,0.3176,0
1.231,286.7,-11.772,0,2.8892e+05,1.0219e+05,289.19,0.68373,0.025678,2.2288,0.31728,0
1.2311,286.71,-11.315,0,2.8893e+05,1.022e+05,289.19,0.68369,0.025783,2.2374,0.31696,0
1.2311,286.73,-10.869,0,2.8893e+05,1.022e+05,289.19,0.68368,0.025804,2.2462,0.31665,0
1.2311,286.75,-10.437,0,2.8893e+05,1.0219e+05,289.19,0.68371,0.025746,2.2551,0.31634,0
1.231,286.77,-10.012,0,2.8892e+05,1.0219e+05,289.18,0.68376,0.025616,2.2641,0.31604,0
1.231,286.8,-9.6091,0,2.8891e+05,1.0218e+05,289.18,0.68384,0.025418,2.2732,0.31575,0
1.2309,286.84,-9.2008,0,2.8889e+05,1.0217e+05,289.17,0.68394,0.025151,2.2826,0.31546,0
1.2308,286.88,-8.7425,0,2.8887e+05,1.0216e+05,289.16,0.68408,0.024789,2.2937,0.31513,0
1.2306,286.94,-8.2418,0,2.8884e+05,1.0214e+05,289.15,0.68428,0.024282,2.3065,0.31476,0
1.2304,287.01,-7.7107,0,2.888e+05,1.0212e+05,289.13,0.68454,0.023626,2.3211,0.31437,0
1.2302,287.08,-7.1615,0,2.8875e+05,1.0209e+05,289.1,0.68485,0.02282,2.3373,0.31395,0
1.2299,287.17,-6.6061,0,2.8869e+05,1.0206e+05,289.08,0.68522,0.02187,2.3551,0.31353,0
1.2296,287.27,-6.0561,0,2.8863e+05,1.0202e+05,289.05,0.68564,0.020794,2.3744,0.3131,0
1.2292,287.37,-5.5214,0,2.8856e+05,1.0198e+05,289.01,0.68609,0.019615,2.395,0.31267,0
1.2289,287.48,-5.0101,0,2.8848e+05,1.0194e+05,288.98,0.68657,0.018363,2.4168,0.31225,0
1.2285,287.59,-4.5288,0,2.884e+05,1.0189e+05,288.94,0.68707,0.017069,2.4397,0.31185,0
1.2281,287.69,-4.0817,0,2.8832e+05,1.0185e+05,288.91,0.68758,0.015765,2.4635,0.31147,0
1.2277,287.8,-3.6715,0,2.8825e+05,1.018e+05,288.87,0.68807,0.014477,2.488,0.3111,0
1.2273,287.9,-3.2994,0,2.8817e+05,1.0176e+05,288.84,0.68855,0.013229,2.513,0.31077,0
1.227,287.99,-2.965,0,2.881e+05,1.0172e+05,288.8,0.68901,0.01204,2.5382,0.31045,0
1.2266,288.08,-2.6672,0,2.8803e+05,1.0168e+05,288.77,0.68943,0.010921,2.5636,0.31016,0
1.2263,288.16,-2.404,0,2.8797e+05,1.0164e+05,288.74,0.68983,0.0098813,2.589,0.30989,0
1.226,288.23,-2.173,0,2.8791e+05,1.0161e+05,288.72,0.6902,0.008924,2.614,0.30965,0
1.2257,288.3,-1.9714,0,2.8785e+05,1.0158e+05,288.69,0.69053,0.0080493,2.6387,0.30943,0
1.2255,288.36,-1.7965,0,2.8781e+05,1.0155e+05,288.67,0.69083,0.0072547,2.6628,0.30922,0
1.2253,288.41,-1.6453,0,2.8776e+05,1.0153e+05,288.65,0.69111,0.0065359,2.6862,0.30904,0
1.2251,288.46,-1.5153,0,2.8772e+05,1.015e+05,288.63,0.69135,0.0058875,2.7087,0.30887,0
1.2249,288.5,-1.4039,0,2.8769e+05,1.0148e+05,288.62,0.69157,0.0053034,2.7304,0.30872,0
1.2248,288.54,-1.3086,0,2.8765e+05,1.0147e+05,288.6,0.69177,0.0047775,2.7512,0.30858,0
1.2246,288.58,-1.2275,0,2.8763e+05,1.0145e+05,288.59,0.69195,0.0043038,2.771,0.30846,0
1.2245,288.61,-1.1586,0,2.876e+05,1.0143e+05,288.58,0.69211,0.0038764,2.7897,0.30834,0
1.2244,288.64,-1.1001,0,2.8758e+05,1.0142e+05,288.57,0.69226,0.00349,2.8075,0.30824,0
1.2243,288.66,-1.0506,0,2.8755e+05,1.0141e+05,288.56,0.69239,0.0031397,2.8243,0.30815,0
1.2242,288.68,-1.0088,0,2.8753e+05,1.014e+05,288.55,0.69251,0.0028212,2.8401,0.30806,0
1.2241,288.71,-0.97352,0,2.8752e+05,1.0139e+05,288.54,0.69262,0.0025303,2.8551,0.30798,0
1.224,288.72,-0.94378,0,2.875e+05,1.0138e+05,288.53,0.69272,0.0022634,2.8692,0.3079,0
1.2239,288.74,-0.91876,0,2.8748e+05,1.0137e+05,288.53,0.69281,0.0020175,2.8825,0.30783,0
1.2239,288.76,-0.89773,0,2.8747e+05,1.0136e+05,288.52,0.6929,0.0017894,2.8951,0.30777,0
1.2238,288.77,-0.88009,0,2.8746e+05,1.0135e+05,288.51,0.69298,0.0015766,2.907,0.30771,0
1.2237,288.79,-0.86535,0,2.8745e+05,1.0135e+05,288.51,0.69305,0.0013765,2.9185,0.30766,0
1.2237,288.8,-0.85308,0,2.8743e+05,1.0134e+05,288.5,0.69312,0.0011871,2.9294,0.30761,0
1.2236,288.81,-0.84296,0,2.8742e+05,1.0133e+05,288.5,0.69319,0.0010062,2.94,0.30756,0
1.2236,288.83,-0.83471,0,2.8741e+05,1.0133e+05,288.49,0.69326,0.00083202,2.9503,0.30752,0
1.2235,288.84,-0.82815,0,2.874e+05,1.0132e+05,288.49,0.69332,0.00066248,2.9603,0.30748,0
1.2235,288.85,-0.82312,0,2.8739e+05,1.0132e+05,288.48,0.69339,0.00049628,2.9702,0.30745,0
1.2234,288.86,-0.81957,0,2.8738e+05,1.0131e+05,288.48,0.69345,0.00033125,2.9801,0.30742,0
1.2234,288.88,-0.81729,0,2.8737e+05,1.0131e+05,288.47,0.69351,0.00016695,2.99,0.3074,0
1.2233,288.89,-0.81698,0,2.8736e+05,1.013e+05,288.47,0.69358,1.8405e-06,3,0.3074,0
1.249,285.55,4.3854e-05,0,2.9276e+05,1.0405e+05,290.21,0.66946,0.079086,0,0.31549,0
1.249,285.55,0.029436,0,2.9276e+05,1.0405e+05,290.21,0.66946,0.079088,0.01,0.31549,0
1.249,285.55,0.058615,0,2.9276e+05,1.0405e+05,290.21,0.66946,0.079096,0.019898,0.31551,0
1.249,285.55,0.087835,0,2.9276e+05,1.0405e+05,290.21,0.66945,0.079113,0.02977,0.31553,0
1.249,285.54,0.11738,0,2.9276e+05,1.0405e+05,290.21,0.66944,0.079136,0.039692,0.31557,0
1.249,285.54,0.14753,0,2.9277e+05,1.0405e+05,290.21,0.66943,0.079166,0.049745,0.31561,0
1.249,285.54,0.17862,0,2.9277e+05,1.0405e+05,290.21,0.66941,0.079203,0.060009,0.31565,0
1.249,285.53,0.21098,0,2.9277e+05,1.0405e+05,290.22,0.6694,0.079249,0.070566,0.3157,0
1.249,285.53,0.24497,0,2.9278e+05,1.0406e+05,290.22,0.66937,0.079305,0.0815,0.31575,0
1.249,285.52,0.28099,0,2.9278e+05,1.0406e+05,290.22,0.66935,0.079372,0.092893,0.3158,0
1.2491,285.52,0.31947,0,2.9278e+05,1.0406e+05,290.22,0.66932,0.079453,0.10483,0.31586,0
1.2491,285.51,0.3609,0,2.9279e+05,1.0406e+05,290.22,0.66928,0.079548,0.11738,0.31593,0
1.2491,285.5,0.40582,0,2.928e+05,1.0407e+05,290.23,0.66924,0.079662,0.13064,0.316,0
1.2492,285.49,0.45485,0,2.928e+05,1.0407e+05,290.23,0.66918,0.079796,0.14466,0.31607,0
1.2492,285.48,0.50869,0,2.9281e+05,1.0408e+05,290.23,0.66912,0.079956,0.15952,0.31615,0
1.2493,285.46,0.56813,0,2.9283e+05,1.0408e+05,290.24,0.66905,0.080143,0.17528,0.31624,0
1.2493,285.44,0.63409,0,2.9284e+05,1.0409e+05,290.25,0.66896,0.080365,0.19197,0.31634,0
1.2494,285.42,0.70764,0,2.9285e+05,1.041e+05,290.25,0.66886,0.080625,0.20963,0.31644,0
1.2495,285.39,0.78999,0,2.9287e+05,1.0411e+05,290.26,0.66874,0.080929,0.22828,0.31656,0
1.2496,285.36,0.88256,0,2.9289e+05,1.0412e+05,290.27,0.66861,0.081285,0.24792,0.31668,0
1.2497,285.33,0.98693,0,2.9292e+05,1.0414e+05,290.28,0.66845,0.081698,0.26854,0.31682,0
1.2499,285.29,1.105,0,2.9295e+05,1.0416e+05,290.3,0.66826,0.082176,0.29009,0.31697,0
1.25,285.24,1.2387,0,2.9298e+05,1.0417e+05,290.31,0.66805,0.082726,0.31251,0.31714,0
1.2502,285.19,1.3904,0,2.9302e+05,1.042e+05,290.33,0.6678,0.083356,0.33573,0.31733,0
1.2504,285.12,1.5625,0,2.9306e+05,1.0422e+05,290.35,0.66752,0.084072,0.35963,0.31753,0
1.2507,285.06,1.7577,0,2.9311e+05,1.0425e+05,290.37,0.66721,0.084879,0.3841,0.31775,0
1.251,284.98,1.9787,0,2.9316e+05,1.0428e+05,290.4,0.66686,0.085781,0.40899,0.31799,0
1.2513,284.89,2.2281,0,2.9322e+05,1.0432e+05,290.42,0.66647,0.086779,0.43413,0.31826,0
1.2516,284.8,2.5086,0,2.9329e+05,1.0435e+05,290.45,0.66605,0.087871,0.45935,0.31855,0
1.2519,284.69,2.8221,0,2.9336e+05,1.0439e+05,290.49,0.66559,0.089049,0.48446,0.31886,0
1.2523,284.58,3.1703,0,2.9343e+05,1.0444e+05,290.52,0.6651,0.090302,0.50927,0.3192,0
1.2527,284.47,3.5536,0,2.9351e+05,1.0448e+05,290.56,0.66459,0.091613,0.53358,0.31956,0
1.2531,284.35,3.9717,0,2.9359e+05,1.0453e+05,290.59,0.66407,0.092957,0.55721,0.31994,0
1.2535,284.22,4.4223,0,2.9367e+05,1.0458e+05,290.63,0.66354,0.094309,0.57997,0.32034,0
1.2539,284.1,4.9018,0,2.9375e+05,1.0462e+05,290.67,0.66303,0.095635,0.60169,0.32075,0
1.2543,283.98,5.4047,0,2.9383e+05,1.0467e+05,290.7,0.66253,0.096904,0.62221,0.32117,0
1.2546,283.87,5.9233,0,2.939e+05,1.0471e+05,290.74,0.66207,0.098083,0.6414,0.3216,0
1.2549,283.77,6.4487,0,2.9396e+05,1.0474e+05,290.76,0.66166,0.099146,0.65912,0.32202,0
1.2552,283.68,6.9702,0,2.9402e+05,1.0478e+05,290.79,0.6613,0.10007,0.6753,0.32243,0
1.2554,283.6,7.4752,0,2.9406e+05,1.048e+05,290.81,0.661,0.10085,0.68984,0.32281,0
1.2556,283.53,7.9567,0,2.941e+05,1.0483e+05,290.83,0.66076,0.10147,0.7027,0.32318,0
1.2558,283.47,8.39,0,2.9413e+05,1.0484e+05,290.84,0.66057,0.10195,0.71384,0.3235,0
1.2559,283.43,8.7833,0,2.9415e+05,1.0485e+05,290.85,0.66043,0.10231,0.72325,0.32379,0
1.256,283.39,9.1808,0,2.9417e+05,1.0486e+05,290.86,0.66032,0.10259,0.73243,0.32408,0
1.256,283.36,9.5898,0,2.9418e+05,1.0487e+05,290.87,0.66023,0.10282,0.7415,0.32438,0
1.2561,283.33,10.011,0,2.9419e+05,1.0488e+05,290.87,0.66017,0.10298,0.75044,0.32468,0
1.2561,283.31,10.444,0,2.942e+05,1.0488e+05,290.87,0.66013,0.10307,0.75927,0.32499,0
1.2561,283.29,10.889,0,2.942e+05,1.0488e+05,290.87,0.66013,0.10307,0.76798,0.32531,0
1.2561,283.28,11.346,0,2.9419e+05,1.0488e+05,290.87,0.66017,0.10298,0.77657,0.32563,0
1.256,283.28,11.813,0,2.9418e+05,1.0487e+05,290.87,0.66024,0.10279,0.78504,0.32596,0
1.2559,283.28,12.291,0,2.9416e+05,1.0486e+05,290.86,0.66035,0.10251,0.7934,0.32629,0
1.2558,283.3,12.779,0,2.9414e+05,1.0485e+05,290.85,0.6605,0.10211,0.80164,0.32663,0
1.2557,283.32,13.277,0,2.9411e+05,1.0483e+05,290.83,0.6607,0.1016,0.80975,0.32697,0
1.2555,283.35,13.783,0,2.9407e+05,1.0481e+05,290.82,0.66095,0.10097,0.81774,0.32732,0
1.2553,283.39,14.297,0,2.9403e+05,1.0478e+05,290.79,0.66124,0.10022,0.82561,0.32767,0
1.255,283.44,14.817,0,2.9397e+05,1.0475e+05,290.77,0.66159,0.099333,0.83335,0.32802,0
1.2547,283.5,15.343,0,2.9391e+05,1.0472e+05,290.74,0.66198,0.098316,0.84096,0.32838,0
1.2543,283.57,15.874,0,2.9384e+05,1.0468e+05,290.71,0.66243,0.097161,0.84844,0.32874,0
1.254,283.65,16.408,0,2.9377e+05,1.0463e+05,290.67,0.66294,0.095868,0.85579,0.3291,0
1.2535,283.74,16.944,0,2.9368e+05,1.0458e+05,290.64,0.66349,0.094435,0.863,0.32947,0
1.2531,283.84,17.481,0,2.9359e+05,1.0453e+05,290.59,0.66411,0.092862,0.87006,0.32984,0
1.2526,283.96,18.018,0,2.9348e+05,1.0447e+05,290.54,0.66477,0.09115,0.87699,0.3302,0
1.252,284.08,18.552,0,2.9337e+05,1.044e+05,290.49,0.66549,0.0893,0.88377,0.33057,0
1.2514,284.21,19.083,0,2.9325e+05,1.0433e+05,290.44,0.66626,0.087318,0.8904,0.33094,0
1.2508,284.36,19.609,0,2.9313e+05,1.0426e+05,290.38,0.66708,0.085206,0.89689,0.3313,0
1.2501,284.51,20.129,0,2.9299e+05,1.0418e+05,290.32,0.66795,0.08297,0.90322,0.33167,0
1.2494,284.67,20.642,0,2.9285e+05,1.041e+05,290.25,0.66887,0.080618,0.90939,0.33203,0
1.2487,284.84,21.145,0,2.9271e+05,1.0402e+05,290.19,0.66982,0.078157,0.91541,0.33239,0
1.2479,285.02,21.639,0,2.9255e+05,1.0393e+05,290.11,0.67081,0.075596,0.92126,0.33274,0
1.2471,285.2,22.122,0,2.9239e+05,1.0383e+05,290.04,0.67184,0.072945,0.92695,0.33309,0
1.2463,285.4,22.593,0,2.9223e+05,1.0374e+05,289.96,0.6729,0.070214,0.93248,0.33344,0
1.2455,285.59,23.051,0,2.9206e+05,1.0364e+05,289.89,0.67399,0.067413,0.93784,0.33378,0
1.2446,285.79,23.495,0,2.9189e+05,1.0354e+05,289.81,0.6751,0.064556,0.94304,0.33411,0
1.2438,285.99,23.925,0,2.9172e+05,1.0344e+05,289.73,0.67622,0.061654,0.94806,0.33444,0
1.2429,286.2,24.339,0,2.9154e+05,1.0334e+05,289.65,0.67736,0.05872,0.95291,0.33475,0
1.242,286.4,24.738,0,2.9136e+05,1.0324e+05,289.56,0.6785,0.055765,0.95759,0.33507,0
1.2411,286.61,25.121,0,2.9118e+05,1.0313e+05,289.48,0.67965,0.052802,0.9621,0.33537,0
1.2402,286.82,25.487,0,2.9101e+05,1.0303e+05,289.4,0.68079,0.049844,0.96643,0.33566,0
1.2394,287.02,25.837,0,2.9083e+05,1.0293e+05,289.32,0.68193,0.046903,0.97059,0.33595,0
1.2385,287.23,26.171,0,2.9065e+05,1.0283e+05,289.23,0.68305,0.04399,0.97458,0.33622,0
1.2376,287.43,26.487,0,2.9048e+05,1.0273e+05,289.15,0.68416,0.041118,0.97839,0.33649,0
1.2368,287.62,26.788,0,2.9031e+05,1.0263e+05,289.08,0.68525,0.038295,0.98203,0.33674,0
1.236,287.82,27.072,0,2.9014e+05,1.0253e+05,289,0.68632,0.035533,0.9855,0.33699,0
1.2352,288,27.34,0,2.8998e+05,1.0244e+05,288.92,0.68736,0.032839,0.9888,0.33722,0
1.2344,288.18,27.593,0,2.8982e+05,1.0235e+05,288.85,0.68837,0.030223,0.99193,0.33744,0
1.2336,288.36,27.827,0,2.8967e+05,1.0226e+05,288.78,0.68935,0.027667,0.99489,0.33766,0
1.2328,288.54,28.064,0,2.8951e+05,1.0217e+05,288.71,0.69035,0.025066,0.99785,0.33787,0
1.2319,288.74,28.33,0,2.8934e+05,1.0207e+05,288.62,0.69149,0.022125,1.0012,0.33811,0
1.2309,288.98,28.626,0,2.8913e+05,1.0195e+05,288.53,0.69282,0.018652,1.005,0.33839,0
1.2297,289.25,28.95,0,2.8888e+05,1.0181e+05,288.41,0.69435,0.01468,1.0093,0.3387,0
1.2284,289.56,29.303,0,2.8861e+05,1.0165e+05,288.29,0.69608,0.010183,1.014,0.33905,0
1.2268,289.91,29.681,0,2.8831e+05,1.0148e+05,288.14,0.69804,0.0051076,1.0191,0.33943,0
1.2251,290.29,30.083,0,2.8796e+05,1.0128e+05,287.98,0.70023,-0.00059296,1.0247,0.33985,0
1.2232,290.72,30.504,0,2.8757e+05,1.0106e+05,287.8,0.70267,-0.006965,1.0307,0.34031,0
1.2211,291.2,30.943,0,2.8714e+05,1.0081e+05,287.6,0.7054,-0.01406,1.0372,0.3408,0
1.2187,291.72,31.394,0,2.8666e+05,1.0054e+05,287.38,0.70842,-0.02193,1.0442,0.34134,0
1.2161,292.3,31.852,0,2.8613e+05,1.0024e+05,287.13,0.71175,-0.030631,1.0517,0.34191,0
1.2132,292.93,32.311,0,2.8555e+05,99903,286.86,0.71542,-0.040216,1.0596,0.34252,0
1.21,293.61,32.766,0,2.8491e+05,99537,286.56,0.71945,-0.05074,1.068,0.34318,0
1.2066,294.35,33.208,0,2.842e+05,99137,286.23,0.72385,-0.062256,1.0768,0.34387,0
1.2028,295.14,33.629,0,2.8343e+05,98701,285.87,0.72865,-0.074812,1.0862,0.34461,0
1.1986,295.99,34.021,0,2.826e+05,98227,285.48,0.73385,-0.088455,1.096,0.34538,0
1.1942,296.9,34.375,0,2.8169e+05,97713,285.05,0.73948,-0.10322,1.1063,0.3462,0
1.1893,297.86,34.68,0,2.807e+05,97160,284.59,0.74555,-0.11915,1.1171,0.34704,0
1.1841,298.87,34.927,0,2.7965e+05,96565,284.09,0.75206,-0.13627,1.1283,0.34793,0
1.1785,299.93,35.107,0,2.7851e+05,95929,283.55,0.75903,-0.15458,1.14,0.34884,0
1.1726,301.03,35.209,0,2.7729e+05,95250,282.98,0.76645,-0.17411,1.1522,0.34978,0
1.1662,302.16,35.225,0,2.76e+05,94530,282.36,0.77433,-0.19485,1.1648,0.35075,0
1.1595,303.32,35.145,0,2.7463e+05,93768,281.71,0.78266,-0.21679,1.1778,0.35173,0
1.1524,304.51,34.962,0,2.7317e+05,92965,281.02,0.79143,-0.2399,1.1913,0.35273,0
1.1449,305.7,34.67,0,2.7164e+05,92122,280.29,0.80064,-0.26415,1.2052,0.35373,0
1.1371,306.9,34.262,0,2.7003e+05,91240,279.52,0.81027,-0.28952,1.2195,0.35474,0
1.1289,308.09,33.735,0,2.6835e+05,90323,278.71,0.8203,-0.31593,1.2342,0.35574,0
1.1204,309.27,33.085,0,2.666e+05,89370,277.87,0.83073,-0.34335,1.2492,0.35673,0
1.1116,310.42,32.311,0,2.6478e+05,88385,276.99,0.84152,-0.3717,1.2646,0.35771,0
1.1024,311.53,31.413,0,2.6289e+05,87370,276.08,0.85266,-0.40091,1.2804,0.35865,0
1.093,312.6,30.391,0,2.6094e+05,86328,275.14,0.86411,-0.4309,1.2964,0.35956,0
1.0834,313.61,29.249,0,2.5894e+05,85261,274.16,0.87587,-0.4616,1.3127,0.36042,0
1.0735,314.55,27.99,0,2.5688e+05,84173,273.16,0.88789,-0.49291,1.3292,0.36124,0
1.0634,315.43,26.621,0,2.5478e+05,83067,272.13,0.90015,-0.52475,1.346,0.362,0
1.0531,316.22,25.146,0,2.5264e+05,81946,271.07,0.91262,-0.55702,1.363,0.3627,0
1.0427,316.92,23.574,0,2.5046e+05,80812,269.99,0.92527,-0.58964,1.3801,0.36332,0
1.0321,317.53,21.913,0,2.4825e+05,79671,268.9,0.93808,-0.6225,1.3974,0.36387,0
1.0215,318.05,20.171,0,2.4602e+05,78524,267.79,0.951,-0.6555,1.4148,0.36434,0
1.0108,318.46,18.359,0,2.4377e+05,77376,266.66,0.964,-0.68855,1.4322,0.36473,0
1.0001,318.78,16.488,0,2.4151e+05,76230,265.53,0.97706,-0.72154,1.4497,0.36503,0
0.98938,318.99,14.566,0,2.3925e+05,75088,264.39,0.99013,-0.75439,1.4671,0.36524,0
0.97868,319.09,12.607,0,2.3698e+05,73954,263.24,1.0032,-0.78704,1.4846,0.36537,0
0.968,319.1,10.619,0,2.3472e+05,72826,262.09,1.0163,-0.81948,1.5019,0.3654,0
0.95733,319,8.5978,0,2.3245e+05,71705,260.93,1.0294,-0.85175,1.5192,0.36535,0
0.94667,318.81,6.5414,0,2.3018e+05,70589,259.76,1.0425,-0.88386,1.5366,0.3652,0
0.93601,318.51,4.4562,0,2.279e+05,69479,258.59,1.0557,-0.91581,1.5541,0.36497,0
0.9254,318.13,2.3544,0,2.2563e+05,68378,257.41,1.0689,-0.9475,1.5716,0.36465,0
0.91481,317.63,0.24046,0,2.2336e+05,67286,256.23,1.082,-0.97893,1.589,0.36425,0
0.90434,317.07,-1.8681,0,2.2111e+05,66209,255.05,1.0952,-1.0099,1.6064,0.36376,0
0.89389,316.38,-3.9755,0,2.1886e+05,65143,253.87,1.1082,-1.0406,1.6236,0.36319,0
0.88368,315.68,-6.0552,0,2.1666e+05,64100,252.69,1.1212,-1.0706,1.6408,0.36255,0
0.87352,314.8,-8.1504,0,2.1445e+05,63076,251.55,1.1338,-1.1001,1.6577,0.36184,0
0.86417,314.05,-10.216,0,2.1243e+05,62123,250.43,1.1461,-1.1275,1.6745,0.36106,0
0.85507,312.98,-12.356,0,2.1044e+05,61228,249.45,1.1569,-1.1533,1.6911,0.36023,0
0.84681,312.27,-14.275,0,2.0866e+05,60384,248.41,1.1683,-1.1776,1.7074,0.35935,0
0.8342,310.65,-15.921,0,2.0588e+05,59155,247.03,1.1834,-1.213,1.7234,0.35843,0
0.81618,309.28,-16.474,0,2.0201e+05,57299,244.56,1.2104,-1.2664,1.7391,0.35747,0
0.79699,307.11,-17.729,0,1.9783e+05,55385,242.08,1.2375,-1.3215,1.7545,0.35649,0
0.81974,308.07,-22.092,0,2.0265e+05,57786,245.57,1.1994,-1.2523,1.7696,0.35549,0
0.94269,310.99,-35.7,0,2.2878e+05,70723,261.35,1.0246,-0.88002,1.7842,0.35448,0
1.0741,309.14,-44.323,0,2.5672e+05,84527,274.15,0.87598,-0.48274,1.7985,0.35347,0
1.1162,306.56,-44.673,0,2.6559e+05,89039,277.89,0.83052,-0.35287,1.8124,0.35245,0
1.1228,305.41,-42.958,0,2.669e+05,89816,278.67,0.82084,-0.33052,1.8259,0.35145,0
1.1282,304.4,-41.791,0,2.6798e+05,90456,279.31,0.81287,-0.3121,1.8389,0.35046,0
1.1376,303.18,-41.035,0,2.6992e+05,91513,280.23,0.80139,-0.28169,1.8515,0.34949,0
1.1467,302.01,-40.261,0,2.7178e+05,92522,281.09,0.79057,-0.25264,1.8637,0.34855,0
1.1538,300.97,-39.442,0,2.7325e+05,93328,281.78,0.78178,-0.22944,1.8754,0.34764,0
1.1599,300.02,-38.64,0,2.745e+05,94025,282.38,0.77413,-0.20939,1.8866,0.34675,0
1.1656,299.13,-37.865,0,2.7566e+05,94664,282.92,0.76714,-0.19098,1.8974,0.3459,0
1.1707,298.29,-37.106,0,2.767e+05,95245,283.42,0.7608,-0.17426,1.9077,0.34509,0
1.1753,297.53,-36.364,0,2.7764e+05,95768,283.86,0.75509,-0.15922,1.9175,0.34432,0
1.1794,296.82,-35.642,0,2.7848e+05,96239,284.25,0.74994,-0.14567,1.9269,0.34358,0
1.1832,296.17,-34.942,0,2.7924e+05,96664,284.61,0.74528,-0.13342,1.9357,0.34289,0
1.1865,295.57,-34.266,0,2.7993e+05,97048,284.93,0.74107,-0.12236,1.9441,0.34224,0
1.1896,295.02,-33.618,0,2.8055e+05,97395,285.22,0.73728,-0.1124,1.952,0.34162,0
1.1923,294.53,-32.998,0,2.811e+05,97706,285.48,0.73387,-0.10344,1.9595,0.34105,0
1.1947,294.07,-32.409,0,2.816e+05,97986,285.71,0.7308,-0.095385,1.9664,0.34052,0
1.1969,293.67,-31.852,0,2.8204e+05,98236,285.91,0.72805,-0.088171,1.973,0.34003,0
1.1989,293.3,-31.33,0,2.8244e+05,98460,286.1,0.72559,-0.081724,1.979,0.33957,0
1.2006,292.97,-30.844,0,2.8279e+05,98660,286.26,0.7234,-0.075982,1.9846,0.33916,0
1.2022,292.67,-30.393,0,2.831e+05,98837,286.41,0.72145,-0.070884,1.9897,0.33878,0
1.2035,292.41,-29.979,0,2.8338e+05,98994,286.54,0.71973,-0.06638,1.9944,0.33843,0
1.2047,292.18,-29.604,0,2.8362e+05,99131,286.65,0.71822,-0.062421,1.9986,0.33812,0
1.2058,291.98,-29.263,0,2.8383e+05,99251,286.75,0.7169,-0.058965,2.0024,0.33785,0
1.2067,291.8,-28.964,0,2.8402e+05,99355,286.83,0.71575,-0.055964,2.0058,0.3376,0
1.2075,291.65,-28.698,0,2.8418e+05,99446,286.91,0.71476,-0.053353,2.0088,0.33739,0
1.2082,291.5,-28.431,0,2.8433e+05,99532,286.98,0.71381,-0.050891,2.0118,0.33718,0
1.209,291.35,-28.15,0,2.8449e+05,99621,287.05,0.71283,-0.048319,2.0149,0.33696,0
