"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          93,      -8.536427993,      -8.161740309,      -9.306732529,      -8.247980871
          0,           0,          94,      -8.553498458,      -8.175367812,      -9.322382118,      -8.259627242
          0,           0,          95,      -8.570511516,      -8.189060262,      -9.337528243,      -8.271182011
          0,           0,          96,      -8.587453542,      -8.202825084,      -9.352005127,      -8.282653765
          0,           0,          97,      -8.604304228,      -8.216668591,      -9.365652019,      -8.294037731
          0,           0,          98,        -8.6210423,      -8.230596165,       -9.37837322,      -8.305327157
          0,           0,          99,      -8.637651032,      -8.244612552,      -9.390159582,       -8.31652339
          0,           0,         100,      -8.654122473,      -8.258722187,       -9.40108417,      -8.327642533
          0,           0,         101,      -8.670459278,      -8.272929449,      -9.411283858,      -8.338717205
          0,           0,         102,        -8.6866736,      -8.287238727,      -9.420934436,       -8.34979316
          0,           0,         103,      -8.702783506,      -8.301654348,      -9.430223904,      -8.360922292
          0,           0,         104,      -8.718808178,      -8.316180412,      -9.439328257,      -8.372154522
          0,           0,         105,      -8.734763363,      -8.330820632,      -9.448393623,      -8.383530958
          0,           0,         106,        -8.7506582,      -8.345578216,      -9.457526857,      -8.395079865
          0,           0,         107,      -8.766493933,      -8.360455819,      -9.466794363,      -8.406815774
          0,           0,         108,      -8.782264398,      -8.375455566,      -9.476227469,      -8.418741217
          0,           0,         109,      -8.797957842,      -8.390579121,      -9.485832419,      -8.430850142
          0,           0,         110,      -8.813559647,      -8.405827796,      -9.495602565,      -8.443132283
          0,           0,         111,      -8.829055033,      -8.421202668,      -9.505528523,      -8.455577116
          0,           0,         112,      -8.844431135,      -8.436704668,      -9.515605478,      -8.468176645
          0,           0,         113,       -8.85967874,      -8.452334661,      -9.525839618,      -8.480927591
          0,           0,         114,      -8.874794355,      -8.468093553,      -9.536257697,      -8.493834061
          0,           0,         115,      -8.889770718,      -8.483981842,      -9.546847391,      -8.506893638
          0,           0,         116,      -8.904610862,      -8.500000372,      -9.557649156,      -8.520117832
          0,           0,         117,      -8.919317561,      -8.516150027,      -9.568677416,      -8.533516606
          0,           0,         118,      -8.933890888,      -8.532431293,      -9.579936867,      -8.547095439
          0,           0,         119,      -8.948329254,      -8.548844331,      -9.591430051,      -8.560856923
          0,           0,         120,      -8.962630396,      -8.565389158,      -9.603158066,      -8.574802232
          0,           0,         121,       -8.97679149,      -8.582065709,      -9.615119258,      -8.588931201
          0,           0,         122,      -8.990808882,       -8.59887381,      -9.627308549,       -8.60324185
          0,           0,         123,      -9.004678081,      -8.615813132,      -9.639718097,      -8.617730283
          0,           0,         124,      -9.018394264,      -8.632883167,      -9.652338519,      -8.632391228
          0,           0,         125,      -9.031952957,      -8.650083246,      -9.665159755,      -8.647218868
          0,           0,         126,      -9.045350528,      -8.667412574,      -9.678171362,      -8.662207449
          0,           0,         127,      -9.058584456,      -8.684870258,      -9.691362647,      -8.677351617
          0,           0,         128,      -9.071653471,      -8.702455319,      -9.704722874,      -8.692646586
          0,           0,         129,      -9.084557591,      -8.720166703,      -9.718241398,      -8.708088215
          0,           0,         130,      -9.097298057,      -8.738003285,      -9.731907637,      -8.723672929
          0,           0,         131,      -9.109877174,      -8.755963856,      -9.745711054,      -8.739397543
          0,           0,         132,      -9.122298166,      -8.774047111,      -9.759641401,      -8.755259093
          0,           0,         133,      -9.134565096,      -8.792251635,      -9.773689176,       -8.77125479
          0,           0,         134,      -9.146682845,      -8.810575896,      -9.787846119,      -8.787382063
          0,           0,         135,      -9.158657094,       -8.82901824,      -9.802105567,      -8.803638634
          0,           0,         136,      -9.170494284,      -8.847576878,      -9.816462631,      -8.820022581
          0,           0,         137,      -9.182201553,      -8.866249884,      -9.830914236,       -8.83653238
          0,           0,         138,      -9.193786647,      -8.885035176,      -9.845458985,      -8.853166918
          0,           0,         139,      -9.205257811,      -8.903930513,      -9.860096855,      -8.869925479
          0,           0,         140,      -9.216623649,      -8.922933475,      -9.874828716,       -8.88680766
          0,           0,         141,      -9.227892958,       -8.94204145,      -9.889655792,      -8.903813242
          0,           0,         142,      -9.239074575,      -8.961251616,      -9.904579149,      -8.920942028
          0,           0,         143,      -9.250177246,      -8.980560915,      -9.919599342,      -8.938193714
          0,           0,         144,      -9.261209555,      -8.999966036,      -9.934716232,      -8.955567809
          0,           0,         145,      -9.272179875,      -9.019463395,       -9.94992896,      -8.973063611
          0,           0,         146,      -9.283096367,      -9.039049114,      -9.965236052,       -8.99068023
          0,           0,         147,      -9.293966978,      -9.058719005,      -9.980635606,      -9.008416635
          0,           0,         148,      -9.304799447,      -9.078468548,      -9.996125505,      -9.026271712
          0,           0,         149,      -9.315601301,      -9.098292874,      -10.01170361,      -9.044244304
          0,           0,         150,       -9.32637985,      -9.118186742,      -10.02736794,      -9.062333252
          0,           0,         151,      -9.337142159,      -9.138144516,      -10.04311672,      -9.080537388
          0,           0,         152,      -9.347895031,      -9.158160149,      -10.05894841,      -9.098855533
          0,           0,         153,      -9.358644976,      -9.178227156,      -10.07486167,      -9.117286453
          0,           0,         154,       -9.36939819,      -9.198338595,      -10.09085526,      -9.135828826
          0,           0,         155,      -9.380160541,      -9.218487047,      -10.10692795,      -9.154481194
          0,           0,         156,       -9.39093756,      -9.238664596,      -10.12307844,      -9.173241935
          0,           0,         157,      -9.401734444,      -9.258862817,      -10.13930527,      -9.192109234
          0,           0,         158,      -9.412556069,      -9.279072757,      -10.15560685,      -9.211081087
          0,           0,         159,      -9.423407001,      -9.299284931,      -10.17198144,      -9.230155302
          0,           0,         160,      -9.434291518,      -9.319489316,      -10.18842717,      -9.249329519
          0,           0,         161,      -9.445213626,      -9.339675352,      -10.20494212,      -9.268601234
          0,           0,         162,      -9.456177077,      -9.359831946,      -10.22152436,      -9.287967816
          0,           0,         163,      -9.467185376,      -9.379947491,      -10.23817199,      -9.307426514
          0,           0,         164,      -9.478241797,      -9.400009879,      -10.25488317,      -9.326974466
          0,           0,         165,      -9.489349384,      -9.420006536,      -10.27165612,      -9.346608679
          0,           0,         166,      -9.500510963,      -9.439924456,      -10.28848912,       -9.36632602
          0,           0,         167,      -9.511729139,       -9.45975025,       -10.3053805,      -9.386123184
          0,           0,         168,      -9.523006311,      -9.479470205,      -10.32232862,      -9.405996668
          0,           0,         169,      -9.534344672,      -9.499070353,      -10.33933183,      -9.425942746
          0,           0,         170,      -9.545746221,      -9.518536554,      -10.35638849,      -9.445957448
          0,           0,         171,      -9.557212773,      -9.537854587,       -10.3734969,      -9.466036537
          0,           0,         172,      -9.568745968,      -9.557010258,      -10.39065539,      -9.486175496
          0,           0,         173,      -9.580347283,      -9.575989513,      -10.40786222,      -9.506369524
          0,           0,         174,      -9.592018044,      -9.594778562,      -10.42511567,      -9.526613522
          0,           0,         175,      -9.603759432,      -9.613364013,      -10.44241398,      -9.546902088
          0,           0,         176,      -9.615572497,      -9.631733007,      -10.45975541,      -9.567229521
          0,           0,         177,      -9.627458167,      -9.649873362,      -10.47713825,      -9.587589812
          0,           0,         178,       -9.63941725,      -9.667773712,      -10.49456077,      -9.607976632
          0,           0,         179,      -9.651450448,      -9.685423643,      -10.51202128,      -9.628383335
          0,           0,         180,       -9.66355836,      -9.702813826,       -10.5295181,       -9.64880294
          0,           0,         181,      -9.675741485,      -9.719936137,      -10.54704955,      -9.669228126
          0,           0,         182,      -9.688000235,      -9.736783767,      -10.56461399,      -9.689651229
          0,           0,         183,      -9.700334935,      -9.753351311,      -10.58220977,      -9.710064241
          0,           0,         184,       -9.71274583,      -9.769634844,      -10.59983524,      -9.730458796
          0,           0,         185,      -9.725233087,      -9.785631967,      -10.61748875,      -9.750826191
          0,           0,         186,      -9.737796807,      -9.801341842,      -10.63516868,       -9.77115739
          0,           0,         187,      -9.750437025,      -9.816765192,      -10.65287339,      -9.791443046
          0,           0,         188,      -9.763153715,      -9.831904285,      -10.67060125,      -9.811673516
          0,           0,         189,      -9.775946795,      -9.846762885,      -10.68835063,      -9.831838884
          0,           0,         190,      -9.788816132,      -9.861346196,      -10.70611991,      -9.851929004
          0,           0,         191,      -9.801761543,      -9.875660772,       -10.7239075,      -9.871933542
          0,           0,         192,      -9.814782805,      -9.889714414,      -10.74171179,      -9.891842013
          0,           0,         193,      -9.827879647,      -9.903516056,      -10.75953119,       -9.91164383
          0,           0,         194,      -9.841051765,      -9.917075639,      -10.77736413,      -9.931328374
          0,           0,         195,      -9.854298818,       -9.93040397,      -10.79520903,      -9.950885039
          0,           0,         196,      -9.867620432,      -9.943512587,      -10.81306436,       -9.97030332
          0,           0,         197,      -9.881016203,      -9.956413617,      -10.83092858,      -9.989572875
          0,           0,         198,      -9.894485699,      -9.969119636,      -10.84880017,       -10.0086836
          0,           0,         199,      -9.908028462,      -9.981643538,      -10.86667765,      -10.02762574
          0,           0,         200,      -9.921644012,      -9.993998403,      -10.88455953,      -10.04638992
          0,           0,         201,      -9.935331844,      -10.00619738,      -10.90244435,      -10.06496726
          0,           0,         202,      -9.949091434,      -10.01825358,      -10.92033067,      -10.08334946
          0,           0,         203,      -9.962922242,      -10.03017998,      -10.93821709,      -10.10152888
          0,           0,         204,      -9.976823705,      -10.04198932,      -10.95610219,      -10.11949861
          0,           0,         205,       -9.99079525,      -10.05369406,      -10.97398464,      -10.13725253
          0,           0,         206,      -10.00483629,      -10.06530627,      -10.99186306,      -10.15478541
