Density,Momentum:0,Momentum:1,Energy
1.2272,290.13,26.447,288380
1.226,290.4,26.764,288130
1.2246,290.73,27.12,287840
1.2229,291.1,27.514,287500
1.2209,291.54,27.941,287110
1.2187,292.03,28.399,286660
1.2162,292.59,28.88,286150
1.2133,293.22,29.378,285560
1.21,293.93,29.884,284900
1.2063,294.71,30.387,284150
1.2022,295.57,30.875,283320
1.1976,296.51,31.335,282390
1.1925,297.53,31.751,281350
1.1869,298.63,32.107,280210
1.1808,299.81,32.386,278960
1.1741,301.05,32.57,277600
1.1668,302.35,32.643,276110
1.159,303.7,32.589,274510
1.1505,305.09,32.391,272790
1.1416,306.49,32.039,270950
1.1321,307.9,31.52,268990
1.122,309.3,30.829,266930
1.1115,310.67,29.959,264760
1.1005,311.98,28.909,262490
1.0891,313.23,27.683,260130
1.0773,314.39,26.284,257680
1.0652,315.45,24.721,255170
1.0528,316.4,23.005,252580
1.0402,317.22,21.149,249950
1.0275,317.9,19.169,247280
1.0146,318.44,17.083,244570
1.0017,318.83,14.907,241850
0.98876,319.07,12.663,239120
0.97586,319.17,10.368,236390
0.96294,319.11,8.018,233640
0.95005,318.92,5.6154,230900
0.93713,318.56,3.171,228140
0.92433,318.1,0.70449,225400
0.9116,317.45,-1.7869,222670
0.89939,316.78,-4.2625,220050
0.88729,315.82,-6.7405,217420
0.87546,315,-9.0167,214880
0.8605,313.51,-11.086,211620
0.84225,312.27,-12.513,207700
0.82516,310.48,-14.968,203990
0.84202,311.39,-19.573,207600
0.9308,313.29,-31.018,226440
1.0474,311.94,-40.092,251190
1.1059,308.95,-41.301,263520
1.1215,307.24,-39.805,266740
1.1286,305.98,-38.592,268160
1.1384,304.61,-37.768,270170
1.1485,303.28,-36.935,272250
1.1566,302.09,-36.047,273920
1.1633,301.05,-35.171,275280
1.1693,300.09,-34.324,276490
1.1745,299.22,-33.503,277560
1.1791,298.44,-32.712,278500
1.1831,297.75,-31.956,279320
1.1866,297.12,-31.242,280030
1.1897,296.57,-30.572,280660
1.1924,296.08,-29.949,281200
1.1947,295.66,-29.376,281670
1.1967,295.28,-28.854,282080
1.1984,294.96,-28.385,282430
1.1999,294.68,-27.966,282730
1.2011,294.45,-27.606,282980
1.2021,294.25,-27.297,283190
1.2031,294.07,-26.996,283380
1.2041,293.88,-26.674,283580
1.2051,293.68,-26.33,283790
1.2062,293.47,-25.963,284010
1.2073,293.26,-25.573,284230
1.2084,293.04,-25.161,284460
1.2095,292.82,-24.726,284690
1.2107,292.59,-24.269,284920
1.2118,292.36,-23.791,285150
1.213,292.14,-23.293,285390
1.2141,291.91,-22.775,285620
1.2152,291.69,-22.239,285840
1.2163,291.47,-21.687,286070
1.2174,291.26,-21.119,286280
1.2184,291.05,-20.537,286490
1.2194,290.85,-19.944,286690
1.2204,290.67,-19.341,286880
1.2213,290.49,-18.731,287060
1.2221,290.32,-18.115,287240
1.2229,290.16,-17.496,287400
1.2237,290.02,-16.875,287550
1.2243,289.88,-16.256,287680
1.225,289.76,-15.639,287810
1.2255,289.65,-15.027,287920
1.226,289.56,-14.422,288030
1.2265,289.47,-13.825,288120
1.2269,289.4,-13.238,288200
1.2272,289.34,-12.662,288270
1.2276,289.29,-12.099,288330
1.2278,289.24,-11.549,288380
1.228,289.21,-11.014,288430
1.2282,289.19,-10.49,288460
1.2283,289.17,-9.9897,288490
1.2284,289.16,-9.5033,288510
1.2285,289.16,-8.9661,288520
1.2285,289.17,-8.3562,288530
1.2285,289.19,-7.6967,288530
1.2285,289.23,-7.0108,288520
1.2283,289.28,-6.3213,288490
1.2282,289.34,-5.6488,288450
1.2279,289.41,-5.0103,288410
1.2277,289.48,-4.4184,288350
1.2274,289.56,-3.8812,288300
1.2271,289.64,-3.4025,288240
1.2268,289.72,-2.9828,288180
1.2265,289.79,-2.6198,288130
1.2263,289.85,-2.3097,288080
1.2261,289.91,-2.0474,288030
1.2258,289.96,-1.8275,287990
1.2257,290,-1.6445,287950
1.2255,290.04,-1.4932,287920
1.2254,290.08,-1.3688,287890
1.2252,290.11,-1.267,287860
1.2251,290.14,-1.184,287840
1.225,290.16,-1.1166,287820
1.2249,290.18,-1.062,287800
1.2249,290.2,-1.0179,287790
1.2248,290.22,-0.98226,287770
1.2247,290.23,-0.95362,287760
1.2247,290.25,-0.93064,287750
1.2246,290.26,-0.91231,287730
1.2245,290.27,-0.89781,287720
1.2245,290.29,-0.88655,287710
1.2244,290.3,-0.87808,287700
1.2244,290.31,-0.87216,287690
1.2244,290.32,-0.86841,287690
1.2243,290.33,-0.86793,287680
1.2487,285.64,6.7587E-05,292700
1.2487,285.64,0.039699,292700
1.2487,285.63,0.079076,292700
1.2487,285.63,0.11876,292700
1.2487,285.63,0.15937,292700
1.2487,285.63,0.20156,292710
1.2487,285.62,0.24605,292710
1.2487,285.62,0.29364,292710
1.2487,285.61,0.34522,292720
1.2488,285.6,0.40179,292720
1.2488,285.59,0.46453,292730
1.2488,285.58,0.5348,292740
1.2489,285.57,0.61418,292750
1.249,285.55,0.70459,292760
1.249,285.53,0.80826,292780
1.2491,285.5,0.92789,292790
1.2492,285.47,1.0666,292820
1.2494,285.43,1.2282,292840
1.2495,285.39,1.4168,292880
1.2497,285.33,1.6372,292910
1.2499,285.27,1.8945,292960
1.2502,285.2,2.1938,293000
1.2504,285.12,2.5401,293060
1.2507,285.04,2.9375,293110
1.251,284.95,3.3886,293170
1.2513,284.86,3.8936,293230
1.2516,284.77,4.4494,293290
1.2519,284.68,5.0491,293340
1.2521,284.61,5.6814,293390
1.2523,284.55,6.331,293420
1.2524,284.5,6.9776,293450
1.2524,284.47,7.603,293460
1.2524,284.45,8.1796,293460
1.2524,284.45,8.6835,293450
1.2523,284.45,9.1551,293430
1.2522,284.46,9.6397,293420
1.2521,284.48,10.139,293390
1.2519,284.51,10.652,293350
1.2517,284.55,11.18,293310
1.2514,284.61,11.72,293260
1.2511,284.67,12.272,293200
1.2508,284.75,12.834,293130
1.2504,284.84,13.406,293040
1.2499,284.94,13.985,292950
1.2494,285.06,14.57,292850
1.2488,285.19,15.159,292730
1.2482,285.33,15.75,292610
1.2475,285.49,16.34,292470
1.2468,285.67,16.928,292320
1.246,285.85,17.512,292160
1.2451,286.05,18.089,291990
1.2442,286.26,18.656,291810
1.2433,286.48,19.213,291620
1.2423,286.71,19.758,291420
1.2413,286.95,20.287,291220
1.2403,287.19,20.8,291010
1.2392,287.44,21.296,290790
1.2381,287.7,21.772,290580
1.237,287.96,22.229,290350
1.2359,288.21,22.664,290130
1.2348,288.47,23.079,289910
1.2337,288.72,23.471,289690
1.2326,288.98,23.841,289470
1.2315,289.22,24.19,289250
1.2305,289.46,24.516,289040
1.2295,289.69,24.82,288840
1.2285,289.92,25.104,288640
1.2276,290.13,25.364,288450
1.2267,290.34,25.607,288270
1.2257,290.56,25.87,288070
1.2245,290.83,26.173,287830
1.2231,291.15,26.513,287540
1.2214,291.52,26.889,287210
1.2195,291.95,27.298,286820
1.2173,292.43,27.735,286380
1.2148,292.98,28.195,285870
1.212,293.59,28.672,285300
1.2088,294.28,29.156,284650
1.2052,295.04,29.638,283920
1.2011,295.88,30.107,283100
1.1966,296.8,30.549,282190
1.1917,297.79,30.95,281180
1.1862,298.86,31.294,280070
1.1802,300.01,31.566,278840
1.1736,301.22,31.748,277510
1.1665,302.49,31.824,276060
1.1589,303.81,31.778,274490
1.1506,305.16,31.596,272800
1.1418,306.54,31.265,271000
1.1325,307.92,30.774,269090
1.1227,309.29,30.116,267060
1.1123,310.63,29.286,264930
1.1016,311.93,28.281,262710
1.0904,313.16,27.104,260390
1.0788,314.31,25.759,257990
1.0669,315.37,24.253,255510
1.0547,316.31,22.597,252970
1.0423,317.14,20.804,250380
1.0297,317.83,18.888,247740
1.017,318.38,16.867,245080
1.0043,318.79,14.756,242390
0.9915,319.05,12.577,239700
0.97876,319.18,10.347,237000
0.966,319.15,8.0591,234290
0.95326,318.99,5.7191,231580
0.9405,318.67,3.3353,228860
0.92785,318.25,0.92902,226160
0.91528,317.64,-1.5057,223460
0.90319,317.01,-3.92,220870
0.89114,316.1,-6.3338,218260
0.87913,315.29,-8.5349,215670
0.86399,313.87,-10.515,212380
0.84618,312.69,-12.034,208560
0.832,311.24,-14.653,205480
0.85371,312.3,-20.005,210130
0.94364,313.98,-31.207,229220
1.0517,312.39,-39.23,252140
1.104,309.56,-40.181,263160
1.1191,307.87,-38.801,266250
1.1269,306.58,-37.686,267840
1.137,305.22,-36.907,269900
1.1469,303.9,-36.109,271950
1.155,302.73,-35.257,273610
1.1617,301.69,-34.414,274980
1.1676,300.74,-33.596,276190
1.1729,299.88,-32.803,277250
1.1775,299.11,-32.039,278190
1.1815,298.42,-31.309,279000
1.185,297.8,-30.619,279710
1.188,297.26,-29.972,280340
1.1907,296.77,-29.37,280880
1.193,296.35,-28.817,281350
1.195,295.98,-28.313,281760
1.1967,295.66,-27.86,282110
1.1982,295.38,-27.456,282400
1.1994,295.15,-27.108,282660
1.2005,294.95,-26.81,282870
1.2014,294.77,-26.519,283060
1.2024,294.58,-26.208,283260
1.2034,294.38,-25.876,283470
1.2045,294.17,-25.522,283690
1.2056,293.96,-25.146,283910
1.2067,293.74,-24.748,284140
1.2079,293.51,-24.328,284370
1.209,293.29,-23.887,284610
1.2102,293.06,-23.425,284840
1.2114,292.83,-22.944,285080
1.2125,292.6,-22.444,285310
1.2137,292.37,-21.926,285540
1.2148,292.15,-21.391,285770
1.2159,291.93,-20.842,285990
1.2169,291.72,-20.279,286200
1.2179,291.52,-19.704,286410
1.2189,291.32,-19.12,286610
1.2198,291.14,-18.528,286790
1.2207,290.96,-17.93,286970
1.2216,290.79,-17.328,287140
1.2223,290.64,-16.725,287300
1.2231,290.5,-16.122,287440
1.2237,290.36,-15.521,287580
1.2243,290.24,-14.924,287700
1.2249,290.14,-14.333,287810
1.2254,290.04,-13.749,287910
1.2258,289.96,-13.175,288000
1.2262,289.88,-12.61,288080
1.2266,289.82,-12.058,288160
1.2269,289.76,-11.517,288220
1.2271,289.72,-10.991,288270
1.2274,289.69,-10.475,288310
1.2275,289.66,-9.9816,288350
1.2277,289.64,-9.5015,288380
1.2278,289.62,-8.9707,288400
1.2279,289.62,-8.3671,288420
1.228,289.62,-7.7134,288430
1.228,289.64,-7.0324,288430
1.2279,289.67,-6.3466,288420
1.2278,289.71,-5.6765,288400
1.2276,289.77,-5.0391,288360
1.2274,289.83,-4.4474,288320
1.2272,289.89,-3.9095,288280
1.2269,289.96,-3.4295,288230
1.2267,290.02,-3.0082,288180
1.2265,290.09,-2.6435,288130
1.2262,290.14,-2.3317,288090
1.226,290.19,-2.0677,288050
1.2259,290.24,-1.8462,288010
1.2257,290.28,-1.6619,287980
1.2256,290.31,-1.5094,287950
1.2254,290.35,-1.3839,287920
1.2253,290.37,-1.2812,287900
1.2252,290.4,-1.1975,287880
1.2251,290.42,-1.1295,287860
1.225,290.44,-1.0743,287840
1.225,290.46,-1.0298,287830
1.2249,290.47,-0.99383,287820
1.2248,290.49,-0.96491,287800
1.2248,290.5,-0.94171,287790
1.2247,290.51,-0.9232,287780
1.2247,290.52,-0.90856,287770
1.2246,290.53,-0.89719,287760
1.2246,290.54,-0.88863,287750
1.2246,290.55,-0.88266,287750
1.2245,290.57,-0.87886,287740
1.2245,290.58,-0.87837,287730
1.2486,285.66,6.8765E-05,292690
1.2486,285.65,0.040269,292690
1.2486,285.65,0.080211,292690
1.2486,285.65,0.12047,292690
1.2486,285.65,0.16165,292690
1.2486,285.65,0.20444,292690
1.2486,285.64,0.24956,292690
1.2486,285.64,0.29781,292700
1.2487,285.63,0.3501,292700
1.2487,285.63,0.40746,292710
1.2487,285.62,0.47105,292710
1.2488,285.61,0.54225,292720
1.2488,285.59,0.62268,292730
1.2489,285.58,0.71425,292740
1.2489,285.56,0.81922,292760
1.249,285.53,0.9403,292770
1.2491,285.5,1.0807,292790
1.2492,285.47,1.244,292820
1.2494,285.43,1.4346,292850
1.2495,285.38,1.6572,292880
1.2497,285.33,1.9167,292920
1.2499,285.26,2.2184,292960
1.2502,285.19,2.5671,293010
1.2504,285.12,2.9667,293060
1.2507,285.04,3.4196,293110
1.2509,284.97,3.9257,293160
1.2512,284.89,4.4818,293200
1.2514,284.82,5.0806,293240
1.2515,284.77,5.7107,293280
1.2516,284.72,6.3565,293300
1.2517,284.69,6.998,293310
1.2517,284.68,7.6173,293310
1.2516,284.68,8.187,293300
1.2515,284.69,8.6841,293280
1.2514,284.7,9.1487,293260
1.2513,284.73,9.6254,293230
1.2511,284.76,10.116,293200
1.2509,284.8,10.619,293150
1.2506,284.86,11.136,293100
1.2503,284.92,11.664,293040
1.25,285,12.203,292970
1.2496,285.09,12.751,292890
1.2491,285.19,13.308,292800
1.2486,285.3,13.871,292700
1.2481,285.43,14.439,292590
1.2475,285.57,15.009,292460
1.2468,285.73,15.581,292330
1.2461,285.89,16.152,292190
1.2453,286.07,16.72,292030
1.2445,286.27,17.283,291870
1.2436,286.47,17.839,291690
1.2427,286.69,18.385,291510
1.2418,286.91,18.921,291310
1.2408,287.15,19.444,291110
1.2398,287.39,19.952,290910
1.2387,287.64,20.444,290700
1.2376,287.89,20.919,290480
1.2365,288.14,21.375,290260
1.2354,288.4,21.813,290040
1.2343,288.66,22.23,289820
1.2332,288.91,22.626,289590
1.2321,289.17,23.001,289370
1.2311,289.41,23.355,289160
1.23,289.66,23.688,288940
1.229,289.89,24,288740
1.228,290.12,24.291,288530
1.227,290.34,24.562,288340
1.2261,290.56,24.811,288150
1.2252,290.76,25.042,287970
1.2242,290.98,25.294,287770
1.223,291.25,25.583,287530
1.2216,291.56,25.908,287250
1.22,291.92,26.267,286920
1.2181,292.34,26.658,286540
1.216,292.81,27.076,286110
1.2135,293.35,27.516,285610
1.2107,293.95,27.972,285040
1.2076,294.62,28.435,284410
1.204,295.36,28.897,283690
1.2001,296.18,29.347,282890
1.1957,297.07,29.771,282000
1.1908,298.04,30.158,281010
1.1855,299.09,30.491,279920
1.1796,300.2,30.755,278730
1.1732,301.38,30.934,277420
1.1662,302.62,31.013,276000
1.1587,303.91,30.975,274470
1.1507,305.23,30.807,272820
1.1421,306.58,30.496,271050
1.1329,307.93,30.032,269180
1.1233,309.28,29.406,267190
1.1132,310.6,28.613,265100
1.1026,311.87,27.652,262920
1.0916,313.09,26.523,260640
1.0802,314.23,25.23,258280
1.0685,315.29,23.78,255840
1.0565,316.23,22.183,253350
1.0443,317.06,20.451,250790
1.0319,317.76,18.598,248200
1.0194,318.32,16.64,245570
1.0068,318.75,14.594,242930
0.9942,319.03,12.479,240270
0.98161,319.18,10.312,237610
0.96902,319.18,8.0874,234930
0.95643,319.06,5.8095,232260
0.94382,318.77,3.486,229570
0.93133,318.39,1.1397,226900
0.91891,317.82,-1.2374,224240
0.90693,317.22,-3.5903,221670
0.89492,316.36,-5.9377,219070
0.88271,315.57,-8.0672,216450
0.86749,314.23,-9.9755,213140
0.85039,313.11,-11.617,209480
0.83946,312.01,-14.437,207110
0.86592,313.18,-20.468,212760
0.95573,314.59,-31.294,231830
1.0553,312.79,-38.304,252940
1.1022,310.11,-39.037,262800
1.1168,308.44,-37.785,265800
1.1253,307.13,-36.769,267520
1.1355,305.77,-36.034,269620
1.1454,304.46,-35.272,271650
1.1534,303.3,-34.458,273300
1.1601,302.27,-33.648,274670
1.166,301.33,-32.86,275880
1.1713,300.48,-32.096,276940
1.1758,299.72,-31.359,277870
1.1798,299.04,-30.655,278680
1.1833,298.43,-29.989,279390
1.1864,297.88,-29.364,280020
1.189,297.4,-28.783,280560
1.1913,296.98,-28.25,281030
1.1933,296.61,-27.763,281430
1.195,296.29,-27.327,281780
1.1965,296.02,-26.937,282080
1.1977,295.79,-26.601,282330
1.1988,295.59,-26.314,282540
1.1997,295.41,-26.033,282730
1.2007,295.22,-25.733,282930
1.2018,295.02,-25.412,283150
1.2028,294.81,-25.071,283370
1.204,294.6,-24.708,283590
1.2051,294.38,-24.323,283820
1.2062,294.15,-23.918,284060
1.2074,293.92,-23.493,284290
1.2086,293.69,-23.047,284530
1.2097,293.46,-22.582,284770
1.2109,293.23,-22.099,285000
1.2121,293,-21.598,285240
1.2132,292.78,-21.082,285470
1.2143,292.56,-20.55,285690
1.2154,292.34,-20.006,285910
1.2164,292.13,-19.45,286120
1.2174,291.93,-18.884,286320
1.2184,291.73,-18.31,286520
1.2193,291.55,-17.729,286700
1.2202,291.38,-17.145,286880
1.221,291.21,-16.559,287040
1.2218,291.06,-15.972,287200
1.2225,290.92,-15.387,287340
1.2231,290.79,-14.805,287470
1.2237,290.67,-14.228,287590
1.2243,290.56,-13.658,287700
1.2247,290.47,-13.096,287800
1.2252,290.38,-12.543,287890
1.2256,290.31,-12.002,287970
1.2259,290.24,-11.471,288040
1.2262,290.19,-10.955,288100
1.2265,290.14,-10.447,288150
1.2267,290.1,-9.961,288200
1.2269,290.07,-9.4877,288240
1.2271,290.04,-8.9638,288270
1.2272,290.02,-8.3672,288300
1.2274,290.01,-7.7201,288330
1.2274,290.01,-7.0449,288340
1.2274,290.02,-6.3637,288340
1.2274,290.05,-5.6968,288330
1.2273,290.09,-5.0615,288310
1.2271,290.14,-4.4707,288280
1.2269,290.19,-3.9329,288240
1.2268,290.24,-3.4524,288210
1.2266,290.29,-3.03,288170
1.2264,290.35,-2.6641,288130
1.2262,290.39,-2.3509,288090
1.226,290.44,-2.0856,288050
1.2258,290.48,-1.8629,288020
1.2257,290.51,-1.6773,287990
1.2256,290.54,-1.5238,287970
1.2255,290.57,-1.3975,287950
1.2254,290.6,-1.294,287920
1.2253,290.62,-1.2096,287910
1.2252,290.64,-1.1411,287890
1.2251,290.66,-1.0855,287880
1.2251,290.67,-1.0406,287860
1.225,290.68,-1.0043,287850
1.2249,290.7,-0.97518,287840
1.2249,290.71,-0.95178,287830
1.2248,290.72,-0.93311,287820
1.2248,290.73,-0.91834,287810
1.2248,290.74,-0.90688,287800
1.2247,290.75,-0.89824,287800
1.2247,290.76,-0.89222,287790
1.2246,290.77,-0.88839,287780
1.2246,290.78,-0.88789,287770
1.2485,285.67,6.9866E-05,292670
1.2485,285.67,0.040796,292670
1.2485,285.67,0.081261,292670
1.2485,285.67,0.12204,292670
1.2485,285.67,0.16376,292670
1.2485,285.67,0.2071,292680
1.2486,285.66,0.2528,292680
1.2486,285.66,0.30166,292680
1.2486,285.66,0.35461,292690
1.2486,285.65,0.41268,292690
1.2486,285.64,0.47705,292700
1.2487,285.63,0.54912,292700
1.2487,285.62,0.6305,292710
1.2488,285.6,0.72312,292720
1.2488,285.59,0.82928,292730
1.2489,285.56,0.95167,292750
1.249,285.54,1.0935,292770
1.2491,285.51,1.2585,292790
1.2492,285.47,1.4508,292810
1.2494,285.43,1.6752,292840
1.2495,285.38,1.9367,292880
1.2497,285.33,2.2404,292910
1.2499,285.27,2.591,292950
1.2501,285.2,2.9922,293000
1.2503,285.14,3.4462,293040
1.2505,285.08,3.9528,293080
1.2507,285.02,4.5084,293110
1.2509,284.96,5.1055,293140
1.251,284.92,5.7324,293160
1.251,284.9,6.3736,293170
1.251,284.89,7.0092,293170
1.2509,284.89,7.6215,293160
1.2508,284.9,8.1837,293140
1.2507,284.93,8.6734,293110
1.2506,284.95,9.1305,293080
1.2504,284.99,9.5988,293050
1.2502,285.03,10.08,293000
1.2499,285.09,10.573,292950
1.2496,285.15,11.078,292890
1.2493,285.23,11.594,292820
1.2489,285.32,12.12,292740
1.2484,285.42,12.654,292660
1.2479,285.53,13.196,292560
1.2474,285.66,13.742,292450
1.2468,285.79,14.293,292330
1.2462,285.94,14.846,292200
1.2455,286.11,15.399,292060
1.2447,286.28,15.951,291910
1.2439,286.47,16.499,291750
1.2431,286.67,17.042,291580
1.2422,286.88,17.577,291400
1.2413,287.1,18.103,291210
1.2403,287.33,18.618,291020
1.2393,287.57,19.12,290810
1.2382,287.81,19.607,290610
1.2372,288.06,20.08,290390
1.2361,288.32,20.535,290170
1.235,288.57,20.972,289950
1.2339,288.83,21.391,289730
1.2328,289.09,21.79,289510
1.2317,289.34,22.169,289290
1.2306,289.59,22.528,289070
1.2296,289.84,22.866,288850
1.2285,290.08,23.184,288640
1.2275,290.31,23.483,288430
1.2265,290.54,23.76,288230
1.2255,290.76,24.02,288040
1.2246,290.96,24.257,287860
1.2237,291.17,24.478,287670
1.2228,291.38,24.719,287480
1.2216,291.64,24.995,287250
1.2202,291.95,25.305,286970
1.2186,292.31,25.649,286640
1.2168,292.72,26.022,286270
1.2147,293.18,26.422,285840
1.2122,293.7,26.842,285350
1.2095,294.29,27.278,284800
1.2064,294.95,27.722,284170
1.203,295.67,28.164,283470
1.1991,296.47,28.595,282690
1.1948,297.34,29.003,281810
1.19,298.29,29.375,280850
1.1848,299.3,29.697,279780
1.179,300.39,29.954,278610
1.1728,301.54,30.13,277330
1.166,302.75,30.21,275940
1.1586,304.01,30.18,274440
1.1507,305.3,30.025,272830
1.1423,306.62,29.733,271100
1.1334,307.94,29.293,269260
1.1239,309.27,28.698,267320
1.114,310.56,27.942,265270
1.1036,311.82,27.022,263120
1.0928,313.03,25.939,260890
1.0816,314.16,24.697,258570
1.0701,315.2,23.302,256170
1.0583,316.15,21.763,253710
1.0462,316.98,20.091,251200
1.034,317.68,18.299,248650
1.0217,318.26,16.405,246060
1.0093,318.7,14.422,243450
0.99685,319.01,12.37,240830
0.98442,319.18,10.266,238200
0.97198,319.21,8.103,235560
0.95955,319.11,5.8867,232920
0.94709,318.86,3.6233,230270
0.93475,318.51,1.3366,227630
0.92249,317.99,-0.98192,225010
0.9106,317.42,-3.2737,222460
0.89862,316.62,-5.5535,219870
0.88622,315.83,-7.6161,217200
0.87104,314.59,-9.4752,213920
0.8549,313.55,-11.262,210460
0.84753,312.79,-14.322,208860
0.87846,314.03,-20.942,215460
0.96694,315.09,-31.263,234250
1.0583,313.14,-37.313,253590
1.1005,310.59,-37.874,262450
1.1147,308.95,-36.759,265360
1.1238,307.62,-35.843,267210
1.1341,306.26,-35.153,269340
1.1439,304.97,-34.427,271350
1.1519,303.83,-33.65,272990
1.1586,302.81,-32.874,274360
1.1645,301.88,-32.118,275560
1.1696,301.04,-31.382,276620
1.1742,300.28,-30.672,277550
1.1782,299.6,-29.994,278360
1.1817,299,-29.351,279070
1.1847,298.46,-28.749,279690
1.1874,297.98,-28.189,280230
1.1897,297.56,-27.675,280700
1.1917,297.2,-27.206,281110
1.1934,296.88,-26.785,281460
1.1948,296.61,-26.409,281750
1.1961,296.38,-26.085,282000
1.1971,296.18,-25.808,282220
1.1981,296,-25.537,282410
1.199,295.81,-25.248,282610
1.2001,295.61,-24.939,282820
1.2012,295.4,-24.61,283040
1.2023,295.19,-24.259,283270
1.2034,294.97,-23.889,283500
1.2046,294.74,-23.498,283740
1.2058,294.51,-23.087,283970
1.207,294.28,-22.657,284210
1.2081,294.05,-22.209,284450
1.2093,293.82,-21.742,284690
1.2105,293.58,-21.259,284930
1.2116,293.35,-20.759,285160
1.2128,293.13,-20.246,285390
1.2139,292.91,-19.719,285610
1.2149,292.69,-19.181,285830
1.216,292.48,-18.633,286040
1.217,292.28,-18.076,286240
1.2179,292.09,-17.514,286430
1.2188,291.91,-16.947,286610
1.2196,291.74,-16.377,286780
1.2204,291.58,-15.807,286940
1.2212,291.43,-15.237,287100
1.2219,291.29,-14.671,287240
1.2225,291.16,-14.108,287360
1.2231,291.04,-13.552,287480
1.2236,290.94,-13.003,287590
1.2241,290.84,-12.463,287690
1.2246,290.75,-11.932,287780
1.225,290.68,-11.412,287860
1.2253,290.61,-10.905,287930
1.2256,290.55,-10.406,287990
1.2259,290.5,-9.9282,288040
1.2261,290.46,-9.4621,288090
1.2263,290.42,-8.9457,288130
1.2265,290.39,-8.3568,288180
1.2267,290.36,-7.7171,288210
1.2268,290.35,-7.0484,288240
1.2269,290.34,-6.3726,288250
1.2269,290.36,-5.7099,288260
1.2269,290.38,-5.0775,288250
1.2268,290.41,-4.4885,288230
1.2267,290.45,-3.9514,288200
1.2265,290.49,-3.471,288180
1.2264,290.53,-3.0482,288140
1.2262,290.57,-2.6815,288110
1.2261,290.61,-2.3673,288080
1.2259,290.65,-2.101,288050
1.2258,290.68,-1.8773,288030
1.2257,290.71,-1.6909,288000
1.2256,290.74,-1.5365,287980
1.2255,290.76,-1.4095,287960
1.2254,290.79,-1.3054,287940
1.2253,290.81,-1.2205,287930
1.2252,290.82,-1.1514,287910
1.2252,290.84,-1.0955,287900
1.2251,290.85,-1.0503,287890
1.2251,290.86,-1.0138,287880
1.225,290.88,-0.9844,287870
1.225,290.89,-0.96084,287860
1.2249,290.9,-0.94203,287850
1.2249,290.9,-0.92716,287840
1.2249,290.91,-0.9156,287840
1.2248,290.92,-0.90691,287830
1.2248,290.93,-0.90085,287820
1.2248,290.94,-0.89698,287820
1.2247,290.95,-0.89648,287810
1.2484,285.7,7.0884E-05,292660
1.2484,285.69,0.041278,292660
1.2484,285.69,0.082219,292660
1.2484,285.69,0.12348,292660
1.2485,285.69,0.16568,292660
1.2485,285.69,0.20953,292660
1.2485,285.69,0.25575,292660
1.2485,285.68,0.30518,292670
1.2485,285.68,0.35872,292670
1.2485,285.67,0.41744,292670
1.2485,285.67,0.48252,292680
1.2486,285.66,0.55536,292680
1.2486,285.65,0.6376,292690
1.2487,285.63,0.73117,292700
1.2487,285.62,0.83837,292710
1.2488,285.6,0.96193,292730
1.2489,285.57,1.105,292740
1.249,285.55,1.2714,292760
1.2491,285.52,1.4652,292780
1.2492,285.48,1.6913,292810
1.2493,285.44,1.9544,292840
1.2495,285.39,2.2596,292870
1.2497,285.34,2.6116,292900
1.2498,285.29,3.0139,292940
1.25,285.24,3.4684,292970
1.2501,285.19,3.9748,293000
1.2503,285.14,4.529,293030
1.2504,285.11,5.1235,293040
1.2504,285.08,5.7464,293050
1.2504,285.07,6.3822,293050
1.2503,285.08,7.0111,293030
1.2502,285.1,7.6157,293010
1.25,285.13,8.1698,292980
1.2499,285.16,8.6516,292940
1.2497,285.2,9.1007,292910
1.2495,285.25,9.5603,292860
1.2492,285.3,10.032,292810
1.2489,285.37,10.515,292750
1.2486,285.45,11.008,292680
1.2482,285.53,11.512,292610
1.2478,285.63,12.024,292520
1.2473,285.74,12.544,292420
1.2468,285.87,13.07,292320
1.2462,286,13.601,292200
1.2456,286.15,14.134,292080
1.2449,286.31,14.67,291940
1.2442,286.48,15.205,291800
1.2434,286.67,15.737,291640
1.2426,286.86,16.266,291470
1.2417,287.07,16.789,291300
1.2408,287.28,17.304,291120
1.2398,287.51,17.81,290920
1.2388,287.74,18.305,290730
1.2378,287.98,18.787,290520
1.2368,288.23,19.255,290310
1.2357,288.48,19.707,290090
1.2346,288.73,20.144,289880
1.2335,288.99,20.562,289660
1.2324,289.24,20.963,289430
1.2313,289.5,21.345,289210
1.2302,289.75,21.708,288990
1.2292,290,22.051,288770
1.2281,290.25,22.375,288560
1.2271,290.48,22.679,288350
1.226,290.72,22.964,288140
1.2251,290.94,23.229,287940
1.2241,291.15,23.477,287750
1.2232,291.36,23.704,287570
1.2223,291.56,23.915,287390
1.2214,291.77,24.145,287200
1.2202,292.03,24.409,286970
1.2189,292.33,24.705,286690
1.2173,292.68,25.033,286370
1.2155,293.08,25.39,286000
1.2134,293.54,25.772,285580
1.211,294.05,26.174,285100
1.2083,294.62,26.59,284560
1.2053,295.26,27.015,283950
1.2019,295.97,27.439,283260
1.1981,296.75,27.852,282490
1.1939,297.6,28.244,281630
1.1892,298.52,28.602,280690
1.1841,299.51,28.912,279640
1.1785,300.57,29.162,278500
1.1724,301.7,29.334,277250
1.1657,302.88,29.416,275890
1.1585,304.1,29.392,274420
1.1508,305.37,29.249,272840
