Density,Momentum:0,Momentum:1,Energy
1.2152,276.6,-0.52968,284760
1.2151,276.63,-0.52959,284740
1.2496,285.37,3.5689E-05,292890
1.2496,285.37,0.02313,292890
1.2496,285.37,0.046084,292890
1.2496,285.36,0.06923,292890
1.2496,285.36,0.092937,292900
1.2497,285.35,0.11759,292900
1.2497,285.34,0.14362,292910
1.2497,285.33,0.1715,292920
1.2498,285.32,0.20177,292930
1.2498,285.3,0.23503,292940
1.2499,285.28,0.27201,292950
1.25,285.25,0.31354,292970
1.2501,285.22,0.36061,293000
1.2503,285.18,0.41444,293030
1.2505,285.12,0.47645,293060
1.2507,285.06,0.54842,293110
1.251,284.99,0.63244,293160
1.2513,284.89,0.73104,293230
1.2517,284.78,0.84723,293310
1.2521,284.64,0.98448,293400
1.2527,284.48,1.1468,293510
1.2534,284.29,1.3385,293650
1.2541,284.07,1.5642,293800
1.255,283.81,1.8287,293980
1.256,283.52,2.1361,294180
1.2571,283.19,2.4897,294400
1.2583,282.83,2.8911,294650
1.2596,282.44,3.3393,294910
1.261,282.03,3.83,295180
1.2624,281.61,4.3547,295450
1.2637,281.19,4.8992,295720
1.265,280.79,5.4486,295980
1.2661,280.43,5.9757,296210
1.2672,280.11,6.4536,296410
1.2681,279.81,6.9158,296600
1.269,279.52,7.4059,296780
1.2699,279.21,7.9282,296960
1.2708,278.9,8.4851,297150
1.2718,278.58,9.0783,297340
1.2727,278.26,9.7096,297530
1.2736,277.95,10.381,297710
1.2745,277.63,11.092,297890
1.2754,277.32,11.846,298070
1.2762,277.01,12.643,298230
1.277,276.71,13.483,298390
1.2778,276.43,14.365,298540
1.2784,276.16,15.289,298670
1.279,275.91,16.253,298790
1.2795,275.68,17.255,298890
1.2799,275.49,18.29,298970
1.2802,275.32,19.355,299030
1.2804,275.18,20.445,299060
1.2804,275.08,21.553,299070
1.2804,275.02,22.674,299060
1.2801,275,23.801,299010
1.2798,275.01,24.925,298940
1.2793,275.07,26.04,298850
1.2787,275.16,27.138,298730
1.278,275.29,28.213,298580
1.2772,275.45,29.258,298420
1.2762,275.64,30.267,298230
1.2753,275.86,31.236,298040
1.2742,276.1,32.16,297820
1.2731,276.35,33.037,297600
1.2719,276.62,33.864,297370
1.2708,276.9,34.638,297140
1.2696,277.18,35.365,296900
1.2684,277.46,36.031,296660
1.2672,277.74,36.653,296430
1.2659,278.06,37.328,296170
1.2643,278.45,38.103,295850
1.2623,278.94,38.973,295450
1.26,279.52,39.93,294970
1.2571,280.22,40.962,294400
1.2538,281.04,42.052,293730
1.2499,282,43.179,292950
1.2454,283.11,44.318,292040
1.2402,284.36,45.439,290990
1.2342,285.78,46.509,289800
1.2276,287.34,47.494,288450
1.2201,289.06,48.357,286950
1.2119,290.9,49.062,285280
1.2029,292.86,49.578,283460
1.1931,294.92,49.874,281470
1.1825,297.05,49.925,279320
1.1713,299.22,49.71,277030
1.1593,301.4,49.215,274580
1.1467,303.56,48.431,272000
1.1335,305.68,47.353,269280
1.1197,307.71,45.98,266450
1.1054,309.64,44.32,263500
1.0906,311.44,42.38,260440
1.0755,313.07,40.177,257300
1.06,314.53,37.727,254070
1.0442,315.79,35.049,250770
1.0281,316.83,32.161,247420
1.012,317.64,29.095,244010
0.99568,318.22,25.881,240580
0.97933,318.55,22.543,237120
0.96296,318.65,19.1,233650
0.94669,318.5,15.582,230180
0.93059,318.12,12.033,226740
0.91465,317.52,8.4805,223330
0.89871,316.69,4.8985,219900
0.8828,315.66,1.2833,216460
0.86692,314.37,-2.3459,213020
0.85141,312.97,-5.9238,209660
0.83591,311.25,-9.4598,206270
0.82088,309.57,-12.878,202990
0.80548,307.39,-16.297,199600
0.79178,305.65,-19.591,196610
0.77832,303.09,-23.025,193590
0.76781,301.77,-26.272,191320
0.7498,298.17,-28.731,187250
0.73253,296.5,-31.206,183570
0.72384,292.42,-32.212,181350
0.90889,293.96,-46.731,220190
1.1418,288.56,-55.202,269910
1.1592,286.85,-54.357,273560
1.156,286.22,-52.725,272800
1.1641,284.68,-51.491,274440
1.1749,282.9,-50.406,276660
1.1828,281.34,-49.279,278280
1.1897,279.88,-48.111,279670
1.1963,278.47,-46.917,281020
1.2024,277.15,-45.698,282240
1.2077,275.95,-44.464,283320
1.2125,274.87,-43.229,284280
1.2167,273.91,-42.012,285120
1.2203,273.07,-40.831,285860
1.2234,272.34,-39.702,286490
1.2261,271.71,-38.64,287030
1.2284,271.18,-37.655,287480
1.2303,270.74,-36.76,287870
1.2319,270.37,-35.953,288190
1.2332,270.07,-35.253,288450
1.2343,269.83,-34.652,288660
1.2352,269.61,-34.062,288850
1.2362,269.39,-33.431,289050
1.2372,269.17,-32.756,289250
1.2382,268.95,-32.035,289450
1.2391,268.74,-31.27,289640
1.2401,268.54,-30.462,289830
1.241,268.36,-29.614,290010
1.2418,268.19,-28.728,290180
1.2426,268.05,-27.808,290340
1.2433,267.93,-26.858,290480
1.2439,267.83,-25.884,290600
1.2444,267.77,-24.891,290700
1.2448,267.74,-23.884,290780
1.2451,267.73,-22.87,290850
1.2453,267.77,-21.855,290880
1.2454,267.83,-20.845,290900
1.2454,267.92,-19.846,290900
1.2452,268.05,-18.862,290870
1.245,268.2,-17.9,290820
1.2446,268.38,-16.962,290760
1.2442,268.58,-16.053,290670
1.2437,268.8,-15.174,290570
1.2432,269.03,-14.33,290460
1.2426,269.28,-13.519,290340
1.2419,269.54,-12.745,290200
1.2412,269.82,-12.007,290060
1.2404,270.09,-11.305,289910
1.2396,270.37,-10.638,289750
1.2388,270.66,-10.006,289600
1.238,270.94,-9.4083,289430
1.2372,271.22,-8.8441,289270
1.2364,271.5,-8.3069,289100
1.2356,271.77,-7.8084,288940
1.2347,272.05,-7.3354,288770
1.2338,272.34,-6.8258,288590
1.2328,272.69,-6.2646,288380
1.2316,273.07,-5.678,288150
1.2303,273.47,-5.0885,287890
1.229,273.88,-4.5156,287630
1.2277,274.28,-3.9747,287370
1.2264,274.67,-3.4764,287110
1.2252,275.04,-3.027,286870
1.2241,275.37,-2.6289,286640
1.2231,275.67,-2.2816,286430
1.2221,275.94,-1.9827,286250
1.2213,276.18,-1.7282,286080
1.2206,276.38,-1.5136,285940
1.22,276.56,-1.3342,285810
1.2194,276.71,-1.1851,285700
1.219,276.84,-1.062,285610
1.2185,276.95,-0.96087,285530
1.2182,277.05,-0.87816,285450
1.2179,277.13,-0.81076,285390
1.2176,277.21,-0.75602,285340
1.2174,277.27,-0.71168,285290
1.2172,277.32,-0.67585,285250
1.217,277.37,-0.64696,285210
1.2168,277.42,-0.62371,285180
1.2167,277.46,-0.60503,285150
1.2166,277.49,-0.59007,285120
1.2164,277.53,-0.57815,285100
1.2163,277.56,-0.56875,285070
1.2162,277.59,-0.56144,285050
1.2161,277.62,-0.556,285030
1.216,277.65,-0.55215,285010
1.2159,277.68,-0.54987,284990
1.2158,277.71,-0.54973,284970
1.2496,285.38,3.7394E-05,292880
1.2496,285.38,0.024049,292880
1.2496,285.38,0.047913,292880
1.2496,285.37,0.071979,292890
1.2496,285.37,0.096625,292890
1.2496,285.36,0.12226,292900
1.2497,285.35,0.14931,292900
1.2497,285.34,0.1783,292910
1.2498,285.33,0.20976,292920
1.2498,285.31,0.24433,292930
1.2499,285.29,0.28276,292950
1.25,285.26,0.32592,292970
1.2501,285.23,0.37484,292990
1.2502,285.19,0.43076,293020
1.2504,285.14,0.49519,293050
1.2506,285.08,0.56993,293100
1.2509,285,0.65718,293150
1.2512,284.91,0.75955,293220
1.2516,284.8,0.88013,293290
1.2521,284.67,1.0225,293390
1.2526,284.51,1.1908,293500
1.2533,284.32,1.3895,293630
1.254,284.1,1.6234,293780
1.2549,283.85,1.8971,293950
1.2559,283.57,2.215,294150
1.2569,283.24,2.5804,294360
1.2581,282.89,2.9947,294600
1.2594,282.52,3.4567,294850
1.2607,282.12,3.9617,295110
1.262,281.72,4.5008,295380
1.2633,281.32,5.0593,295640
1.2645,280.93,5.6218,295880
1.2656,280.58,6.1606,296100
1.2666,280.28,6.6482,296300
1.2674,280,7.119,296470
1.2683,279.72,7.6174,296640
1.2692,279.43,8.1477,296820
1.27,279.14,8.7121,296990
1.2709,278.85,9.3122,297170
1.2718,278.55,9.9493,297340
1.2726,278.25,10.625,297510
1.2735,277.96,11.34,297680
1.2743,277.68,12.096,297840
1.275,277.4,12.892,297990
1.2757,277.13,13.729,298130
1.2764,276.88,14.606,298260
1.2769,276.64,15.522,298370
1.2774,276.43,16.474,298470
1.2778,276.23,17.461,298550
1.2781,276.07,18.477,298610
1.2783,275.94,19.52,298650
1.2784,275.83,20.583,298660
1.2783,275.77,21.662,298650
1.2782,275.74,22.749,298620
1.2779,275.74,23.839,298560
1.2774,275.79,24.924,298470
1.2769,275.86,25.997,298370
1.2762,275.98,27.052,298230
1.2755,276.12,28.083,298080
1.2746,276.3,29.083,297910
1.2737,276.5,30.047,297720
1.2726,276.73,30.972,297510
1.2716,276.97,31.853,297300
1.2704,277.23,32.688,297070
1.2693,277.5,33.475,296840
1.2681,277.78,34.213,296610
1.267,278.06,34.904,296370
1.2658,278.33,35.537,296140
1.2646,278.61,36.129,295910
1.2634,278.92,36.771,295650
1.2618,279.31,37.509,295340
1.2598,279.79,38.336,294950
1.2575,280.35,39.247,294480
1.2547,281.03,40.231,293920
1.2515,281.83,41.271,293270
1.2477,282.75,42.348,292510
1.2433,283.82,43.439,291620
1.2382,285.03,44.516,290600
1.2325,286.39,45.548,289450
1.226,287.9,46.502,288140
1.2188,289.55,47.344,286680
1.2108,291.33,48.038,285060
1.202,293.23,48.553,283280
1.1925,295.23,48.86,281340
1.1822,297.29,48.932,279240
1.1711,299.4,48.749,277000
1.1594,301.53,48.295,274600
1.147,303.64,47.559,272070
1.1341,305.72,46.537,269410
1.1205,307.72,45.227,266620
1.1065,309.62,43.633,263720
1.0919,311.39,41.765,260710
1.077,313.02,39.636,257620
1.0617,314.47,37.262,254440
1.0461,315.72,34.66,251180
1.0303,316.77,31.851,247870
1.0143,317.6,28.862,244510
0.99821,318.2,25.725,241120
0.98205,318.56,22.462,237700
0.96586,318.69,19.093,234260
0.94976,318.58,15.648,230840
0.93381,318.24,12.167,227430
0.91803,317.69,8.6792,224050
0.90224,316.9,5.1611,220660
0.88649,315.93,1.6094,217260
0.87076,314.7,-1.9602,213860
0.85538,313.35,-5.4836,210520
0.84001,311.7,-8.9686,207170
0.8251,310.07,-12.337,203920
0.80992,307.99,-15.713,200580
0.79637,306.28,-18.977,197620
0.78323,303.87,-22.389,194680
0.77237,302.44,-25.605,192320
0.75427,299.07,-27.908,188260
0.73583,297.11,-30.236,184300
0.72866,293.44,-31.086,182430
0.91354,295.24,-46.326,221280
1.1398,290.01,-54.785,269590
1.1582,288.24,-53.882,273450
1.1551,287.61,-52.166,272710
1.1632,286.11,-50.901,274330
1.174,284.37,-49.797,276560
1.1819,282.85,-48.657,278180
1.1887,281.44,-47.483,279560
1.1953,280.08,-46.292,280880
1.2012,278.81,-45.086,282090
1.2065,277.66,-43.871,283150
1.2111,276.62,-42.662,284090
1.2153,275.7,-41.476,284920
1.2188,274.89,-40.329,285640
1.2219,274.19,-39.235,286270
1.2246,273.58,-38.209,286800
1.2268,273.07,-37.259,287250
1.2287,272.64,-36.396,287630
1.2302,272.28,-35.619,287940
1.2315,271.99,-34.945,288200
1.2326,271.75,-34.367,288420
1.2335,271.54,-33.799,288610
1.2345,271.32,-33.193,288800
1.2355,271.1,-32.543,289000
1.2365,270.88,-31.85,289200
1.2375,270.67,-31.114,289400
1.2384,270.47,-30.337,289590
1.2394,270.28,-29.52,289780
1.2402,270.11,-28.666,289950
1.241,269.95,-27.779,290110
1.2418,269.82,-26.862,290260
1.2424,269.71,-25.92,290390
1.243,269.63,-24.958,290510
1.2435,269.58,-23.981,290600
1.2438,269.56,-22.995,290680
1.2441,269.56,-22.006,290730
1.2442,269.6,-21.019,290760
1.2443,269.67,-20.04,290770
1.2442,269.76,-19.075,290760
1.2441,269.89,-18.127,290730
1.2438,270.03,-17.201,290680
1.2435,270.2,-16.301,290620
1.2431,270.39,-15.429,290530
1.2426,270.6,-14.589,290440
1.2421,270.82,-13.781,290330
1.2415,271.06,-13.006,290210
1.2408,271.3,-12.266,290080
1.2401,271.55,-11.561,289940
1.2394,271.81,-10.889,289800
1.2387,272.07,-10.252,289650
1.2379,272.33,-9.6471,289500
1.2372,272.59,-9.0757,289350
1.2364,272.85,-8.5307,289200
1.2356,273.11,-8.0241,289040
1.2348,273.36,-7.5429,288880
1.234,273.64,-7.0236,288710
1.233,273.96,-6.4509,288510
1.2319,274.32,-5.8512,288290
1.2306,274.71,-5.2476,288040
1.2294,275.09,-4.66,287790
1.2281,275.48,-4.1044,287530
1.2269,275.85,-3.5919,287290
1.2257,276.2,-3.1291,287050
1.2246,276.52,-2.7188,286830
1.2236,276.81,-2.3605,286630
1.2227,277.07,-2.0519,286450
1.2219,277.3,-1.789,286290
1.2212,277.49,-1.5673,286140
1.2206,277.66,-1.3817,286020
1.2201,277.81,-1.2275,285910
1.2196,277.94,-1.1002,285820
1.2192,278.05,-0.99552,285740
1.2189,278.14,-0.9099,285670
1.2186,278.22,-0.84013,285610
1.2183,278.29,-0.78345,285560
1.2181,278.35,-0.73754,285510
1.2179,278.4,-0.70044,285470
1.2177,278.45,-0.67051,285430
1.2175,278.49,-0.64643,285400
1.2174,278.53,-0.62707,285370
1.2172,278.56,-0.61158,285340
1.2171,278.6,-0.59922,285320
1.217,278.63,-0.58948,285300
1.2169,278.66,-0.5819,285270
1.2168,278.68,-0.57625,285250
1.2167,278.71,-0.57227,285230
1.2166,278.74,-0.56987,285210
1.2165,278.77,-0.56965,285190
1.2495,285.39,3.9107E-05,292880
1.2495,285.39,0.024969,292880
1.2495,285.38,0.049747,292880
1.2496,285.38,0.074732,292880
1.2496,285.38,0.10032,292880
1.2496,285.37,0.12693,292890
1.2496,285.36,0.15502,292900
1.2497,285.35,0.1851,292900
1.2497,285.34,0.21776,292910
1.2498,285.32,0.25365,292930
1.2499,285.3,0.29354,292940
1.2499,285.27,0.33832,292960
1.2501,285.24,0.38908,292980
1.2502,285.2,0.4471,293010
1.2504,285.15,0.51393,293050
1.2506,285.09,0.59145,293090
1.2508,285.02,0.68192,293140
1.2512,284.93,0.78804,293200
1.2515,284.82,0.913,293280
1.252,284.69,1.0605,293370
1.2525,284.53,1.2348,293480
1.2532,284.35,1.4404,293600
1.2539,284.14,1.6823,293750
1.2547,283.89,1.9652,293920
1.2557,283.62,2.2934,294110
1.2567,283.3,2.6703,294320
1.2579,282.96,3.0971,294550
1.2591,282.6,3.5724,294800
1.2603,282.22,4.0912,295050
1.2616,281.83,4.6441,295300
1.2628,281.45,5.2159,295550
1.264,281.08,5.7906,295780
1.2651,280.75,6.3401,295990
1.266,280.46,6.8365,296180
1.2668,280.2,7.3151,296340
1.2676,279.93,7.8209,296500
1.2684,279.66,8.3581,296670
1.2692,279.39,8.9289,296830
1.27,279.11,9.5344,296990
1.2708,278.84,10.176,297150
1.2716,278.57,10.855,297310
1.2724,278.3,11.572,297460
1.2731,278.04,12.328,297600
1.2737,277.79,13.122,297730
1.2744,277.55,13.955,297860
1.2749,277.33,14.825,297970
1.2754,277.13,15.73,298060
1.2758,276.94,16.669,298140
1.2761,276.79,17.639,298200
1.2763,276.65,18.636,298250
1.2764,276.55,19.655,298270
1.2764,276.48,20.691,298260
1.2763,276.44,21.739,298240
1.276,276.44,22.793,298190
1.2756,276.47,23.847,298110
1.2751,276.54,24.893,298010
1.2745,276.64,25.925,297890
1.2738,276.77,26.938,297750
1.273,276.93,27.926,297590
1.2721,277.12,28.883,297410
1.2711,277.34,29.805,297210
1.2701,277.57,30.687,297000
1.269,277.82,31.528,296790
1.2679,278.08,32.324,296560
1.2667,278.35,33.074,296330
1.2656,278.63,33.776,296100
1.2644,278.9,34.434,295860
1.2633,279.18,35.037,295630
1.2621,279.45,35.6,295400
1.2608,279.76,36.211,295150
1.2593,280.14,36.913,294840
1.2574,280.6,37.701,294460
1.2551,281.15,38.569,294000
1.2524,281.81,39.506,293460
1.2492,282.58,40.499,292820
1.2455,283.48,41.529,292070
1.2413,284.5,42.574,291210
1.2364,285.67,43.608,290220
1.2308,286.99,44.603,289100
1.2245,288.44,45.526,287830
1.2174,290.03,46.346,286410
1.2097,291.76,47.028,284830
1.2011,293.59,47.541,283100
1.1918,295.53,47.856,281210
1.1817,297.53,47.947,279160
1.171,299.58,47.793,276960
1.1595,301.66,47.377,274620
1.1474,303.73,46.689,272140
1.1346,305.76,45.72,269530
1.1213,307.72,44.47,266790
1.1075,309.6,42.942,263940
1.0932,311.35,41.144,260980
1.0785,312.96,39.087,257930
1.0634,314.4,36.788,254800
1.0481,315.66,34.263,251590
1.0324,316.72,31.531,248320
1.0166,317.56,28.62,245000
1.0007,318.17,25.558,241650
0.98476,318.56,22.37,238270
0.96875,318.72,19.076,234880
0.95282,318.65,15.703,231490
0.93703,318.35,12.291,228120
0.9214,317.84,8.8685,224770
0.90577,317.11,5.4146,221420
0.89018,316.18,1.9265,218060
0.87461,315.01,-1.5826,214690
0.85934,313.71,-5.0508,211380
0.84411,312.14,-8.4838,208060
0.82931,310.55,-11.804,204840
0.81437,308.58,-15.136,201550
0.80098,306.89,-18.37,198630
0.78815,304.64,-21.753,195770
0.77688,303.1,-24.926,193310
0.75857,299.93,-27.078,189230
0.73901,297.69,-29.226,185000
0.73391,294.45,-30.168,183600
0.91923,296.58,-45.957,222600
1.1381,291.48,-54.341,269320
1.1572,289.64,-53.378,273320
1.1542,289.01,-51.593,272600
1.1622,287.53,-50.302,274210
1.173,285.83,-49.185,276440
1.181,284.34,-48.033,278070
1.1877,282.97,-46.856,279430
1.1942,281.66,-45.671,280740
1.2,280.44,-44.478,281930
1.2052,279.33,-43.283,282980
1.2098,278.33,-42.1,283900
1.2138,277.44,-40.943,284720
1.2173,276.65,-39.828,285430
1.2204,275.98,-38.769,286040
1.223,275.39,-37.776,286570
1.2252,274.89,-36.858,287010
1.2271,274.48,-36.027,287390
1.2286,274.13,-35.277,287700
1.2299,273.84,-34.628,287960
1.2309,273.61,-34.071,288170
1.2319,273.4,-33.525,288360
1.2329,273.18,-32.941,288550
1.2339,272.97,-32.316,288750
1.2349,272.75,-31.649,288950
1.2358,272.54,-30.94,289150
1.2368,272.33,-30.191,289350
1.2377,272.14,-29.404,289540
1.2386,271.96,-28.581,289720
1.2395,271.8,-27.725,289890
1.2403,271.65,-26.839,290040
1.241,271.53,-25.928,290180
1.2416,271.43,-24.996,290310
1.2421,271.36,-24.048,290410
1.2425,271.32,-23.09,290500
1.2429,271.3,-22.127,290570
1.2431,271.32,-21.164,290610
1.2432,271.36,-20.206,290640
1.2432,271.43,-19.259,290640
1.2432,271.52,-18.327,290630
1.243,271.64,-17.414,290600
1.2427,271.78,-16.524,290550
1.2424,271.94,-15.661,290480
1.242,272.12,-14.826,290400
1.2415,272.32,-14.021,290310
1.241,272.52,-13.248,290200
1.2404,272.74,-12.507,290090
1.2398,272.97,-11.8,289960
1.2392,273.2,-11.125,289830
1.2385,273.44,-10.483,289700
1.2378,273.68,-9.8731,289560
1.2371,273.92,-9.2957,289420
1.2364,274.16,-8.7439,289270
1.2357,274.4,-8.2303,289130
1.2349,274.63,-7.7416,288980
1.2341,274.9,-7.2137,288820
1.2332,275.2,-6.6304,288630
1.2321,275.54,-6.0186,288410
1.2309,275.9,-5.4018,288180
1.2297,276.27,-4.8003,287940
1.2285,276.63,-4.2307,287690
1.2273,276.99,-3.7046,287450
1.2262,277.32,-3.229,287220
1.2251,277.63,-2.8069,287010
1.2241,277.91,-2.438,286810
1.2233,278.16,-2.1199,286640
1.2225,278.37,-1.8489,286480
1.2218,278.56,-1.6201,286340
1.2212,278.73,-1.4285,286220
1.2207,278.87,-1.2693,286120
1.2202,278.99,-1.1378,286030
1.2198,279.1,-1.0297,285950
1.2195,279.19,-0.94122,285880
1.2192,279.26,-0.86911,285820
1.2189,279.33,-0.81052,285770
1.2187,279.39,-0.76306,285720
1.2185,279.44,-0.7247,285680
1.2183,279.49,-0.69376,285650
1.2182,279.53,-0.66885,285610
1.218,279.56,-0.64884,285590
1.2179,279.6,-0.63281,285560
1.2178,279.63,-0.62003,285530
1.2177,279.66,-0.60994,285510
1.2176,279.68,-0.60211,285490
1.2175,279.71,-0.59624,285470
1.2174,279.74,-0.59213,285450
1.2173,279.77,-0.58959,285430
1.2172,279.8,-0.58931,285410
1.2495,285.4,4.0826E-05,292870
1.2495,285.4,0.02589,292870
1.2495,285.39,0.051581,292870
1.2495,285.39,0.077487,292870
1.2495,285.39,0.10402,292880
1.2496,285.38,0.1316,292880
1.2496,285.37,0.16072,292890
1.2496,285.36,0.19191,292900
1.2497,285.35,0.22576,292910
1.2497,285.33,0.26297,292920
1.2498,285.31,0.30431,292930
1.2499,285.28,0.35072,292950
1.25,285.25,0.40332,292970
1.2502,285.21,0.46343,293000
1.2503,285.16,0.53266,293040
1.2505,285.11,0.61295,293080
1.2508,285.03,0.70662,293130
1.2511,284.95,0.81647,293190
1.2515,284.84,0.94578,293260
1.2519,284.71,1.0984,293350
1.2524,284.56,1.2785,293460
1.253,284.39,1.491,293580
1.2538,284.18,1.7408,293720
1.2546,283.94,2.0327,293890
1.2555,283.67,2.3711,294070
1.2565,283.37,2.7591,294280
1.2576,283.04,3.1981,294500
1.2588,282.69,3.6863,294740
1.26,282.32,4.2183,294980
1.2612,281.95,4.7842,295220
1.2624,281.58,5.3684,295460
1.2635,281.23,5.9545,295680
1.2645,280.92,6.5137,295880
1.2654,280.65,7.0181,296050
1.2661,280.4,7.5035,296210
1.2669,280.15,8.0158,296360
1.2676,279.9,8.5589,296510
1.2684,279.64,9.1348,296660
1.2691,279.39,9.7446,296810
1.2699,279.14,10.389,296960
1.2706,278.89,11.07,297100
1.2712,278.65,11.787,297230
1.2719,278.42,12.541,297360
1.2725,278.19,13.332,297480
1.273,277.98,14.159,297580
1.2735,277.79,15.02,297680
1.2738,277.61,15.914,297750
1.2742,277.46,16.839,297820
1.2744,277.33,17.791,297860
1.2745,277.23,18.766,297880
1.2745,277.16,19.761,297880
1.2744,277.12,20.77,297860
1.2742,277.11,21.787,297820
1.2739,277.13,22.808,297760
1.2734,277.19,23.825,297670
1.2729,277.28,24.833,297560
1.2722,277.4,25.826,297430
1.2714,277.54,26.799,297270
1.2706,277.72,27.746,297100
1.2697,277.92,28.661,296920
1.2687,278.14,29.542,296720
1.2676,278.38,30.385,296510
1.2665,278.64,31.187,296290
1.2654,278.9,31.946,296060
1.2642,279.17,32.661,295830
1.2631,279.45,33.329,295600
1.2619,279.72,33.956,295370
1.2608,279.99,34.53,295140
1.2597,280.26,35.067,294910
1.2584,280.56,35.648,294660
1.2569,280.93,36.317,294350
1.255,281.39,37.067,293980
1.2528,281.93,37.894,293530
1.2502,282.56,38.788,293000
1.2471,283.31,39.736,292380
1.2435,284.18,40.72,291650
1.2393,285.17,41.721,290810
1.2345,286.3,42.714,289850
1.2291,287.56,43.672,288760
1.223,288.97,44.566,287520
1.2161,290.51,45.363,286140
1.2085,292.17,46.031,284600
1.2002,293.95,46.541,282910
1.1911,295.82,46.863,281070
1.1813,297.77,46.971,279080
1.1708,299.77,46.844,276930
1.1596,301.79,46.464,274640
1.1477,303.81,45.819,272210
1.1352,305.8,44.903,269640
1.1221,307.73,43.711,266950
1.1086,309.58,42.247,264150
1.0945,311.31,40.516,261240
1.08,312.9,38.531,258240
1.0652,314.34,36.305,255150
1.05,315.59,33.856,251990
1.0346,316.66,31.201,248760
1.019,317.51,28.367,245490
1.0032,318.14,25.381,242180
0.98745,318.56,22.268,238840
0.97163,318.75,19.048,235490
0.95587,318.71,15.748,232140
0.94024,318.45,12.405,228810
0.92476,317.98,9.048,225490
0.9093,317.3,5.6584,222180
0.89387,316.43,2.2342,218850
0.87845,315.31,-1.2136,215520
0.86331,314.07,-4.6258,212240
0.84821,312.56,-8.006,208950
0.83353,311.02,-11.279,205760
0.81883,309.15,-14.566,202530
0.8056,307.49,-17.771,199640
0.79306,305.39,-21.117,196850
0.78133,303.75,-24.232,194290
0.76266,300.73,-26.243,190140
0.74222,298.33,-28.169,185720
0.73971,295.39,-29.469,184890
0.92562,297.88,-45.637,224070
1.1366,292.88,-53.846,269070
1.156,291.01,-52.83,273150
1.1532,290.35,-50.997,272470
1.1611,288.9,-49.69,274070
1.1719,287.23,-48.562,276300
1.1799,285.78,-47.403,277930
1.1866,284.45,-46.226,279290
1.193,283.17,-45.048,280580
1.1988,281.99,-43.868,281750
1.2039,280.92,-42.693,282790
1.2084,279.95,-41.535,283700
1.2124,279.09,-40.408,284500
1.2158,278.33,-39.324,285200
1.2188,277.68,-38.297,285810
1.2214,277.11,-37.336,286320
1.2236,276.63,-36.449,286760
1.2254,276.22,-35.646,287130
1.227,275.88,-34.924,287440
1.2282,275.6,-34.298,287700
1.2293,275.37,-33.761,287910
1.2302,275.16,-33.235,288100
1.2312,274.95,-32.672,288300
1.2322,274.73,-32.07,288500
1.2332,274.51,-31.427,288700
1.2342,274.3,-30.745,288900
1.2352,274.09,-30.023,289100
1.2361,273.9,-29.264,289290
1.237,273.71,-28.471,289470
1.2379,273.54,-27.644,289650
1.2387,273.38,-26.788,289810
1.2395,273.25,-25.907,289960
1.2401,273.14,-25.005,290090
1.2407,273.05,-24.085,290210
1.2412,272.99,-23.154,290310
1.2416,272.95,-22.216,290390
1.2419,272.94,-21.277,290450
1.2421,272.96,-20.341,290490
1.2422,273.01,-19.413,290510
1.2422,273.07,-18.497,290510
1.2421,273.17,-17.599,290490
1.2419,273.28,-16.721,290460
1.2416,273.42,-15.867,290410
1.2413,273.57,-15.038,290340
1.2409,273.74,-14.238,290260
1.2405,273.92,-13.468,290170
1.24,274.11,-12.729,290070
1.2394,274.32,-12.021,289960
1.2389,274.53,-11.344,289850
1.2382,274.74,-10.699,289720
1.2376,274.96,-10.085,289600
1.237,275.18,-9.5028,289470
1.2363,275.4,-8.9454,289330
1.2356,275.62,-8.4256,289200
1.2349,275.84,-7.9305,289060
1.2342,276.09,-7.3949,288910
1.2333,276.37,-6.8022,288730
1.2323,276.69,-6.1794,288520
1.2311,277.03,-5.5503,288300
1.23,277.38,-4.9359,288070
1.2288,277.72,-4.3532,287830
1.2277,278.06,-3.8142,287600
1.2266,278.38,-3.3263,287380
1.2255,278.67,-2.8928,287180
1.2246,278.94,-2.5136,286990
1.2238,279.18,-2.1865,286810
1.223,279.39,-1.9075,286660
1.2223,279.57,-1.6718,286530
1.2218,279.73,-1.4745,286410
1.2212,279.87,-1.3104,286310
1.2208,279.98,-1.1748,286220
1.2204,280.09,-1.0633,286140
1.2201,280.17,-0.97202,286080
1.2198,280.25,-0.89762,286020
1.2196,280.31,-0.83717,285970
1.2193,280.37,-0.78819,285920
1.2191,280.42,-0.74859,285880
1.219,280.46,-0.71666,285850
1.2188,280.5,-0.69094,285820
1.2187,280.54,-0.67028,285790
1.2185,280.57,-0.65372,285760
1.2184,280.6,-0.64053,285740
1.2183,280.63,-0.63011,285720
1.2182,280.65,-0.62202,285690
1.2181,280.68,-0.61594,285670
1.218,280.71,-0.6117,285650
1.2179,280.73,-0.60903,285630
1.2178,280.76,-0.60867,285620
1.2495,285.41,4.2548E-05,292860
1.2495,285.41,0.026809,292860
1.2495,285.4,0.053412,292870
1.2495,285.4,0.080237,292870
1.2495,285.4,0.10771,292870
1.2495,285.39,0.13627,292880
1.2496,285.38,0.16642,292880
1.2496,285.37,0.19871,292890
1.2496,285.36,0.23376,292900
1.2497,285.34,0.27226,292910
1.2498,285.32,0.31505,292920
1.2499,285.3,0.36309,292940
1.25,285.26,0.41752,292960
1.2501,285.23,0.47972,292990
