Density,Momentumx,MomentumY,Energy
1.2117,204.04,-70.355,280470
1.2166,201.47,-70.257,281440
1.2216,198.85,-70.09,282420
1.2264,196.17,-69.877,283380
1.2314,193.44,-69.593,284340
1.2362,190.64,-69.261,285290
1.2411,187.79,-68.857,286250
1.2459,184.86,-68.402,287190
1.2507,181.87,-67.872,288130
1.2555,178.79,-67.287,289060
1.2603,175.64,-66.623,290000
1.265,172.39,-65.899,290930
1.2699,169.04,-65.089,291870
1.2746,165.58,-64.212,292790
1.2795,162,-63.24,293730
1.2842,158.27,-62.189,294660
1.2891,154.4,-61.033,295600
1.294,150.34,-59.785,296540
1.2989,146.08,-58.412,297490
1.3038,141.6,-56.916,298440
1.3088,136.86,-55.268,299400
1.3139,131.75,-53.483,300370
1.3191,126.17,-51.458,301370
1.3246,120.12,-49.05,302410
1.3304,113.28,-46.197,303510
1.3364,104.4,-43.027,304650
1.3421,92.627,-38.651,305650
1.3481,82.993,-28.569,306750
1.3545,85.471,-11.877,308170
1.3494,98.36,-0.46023,307260
1.3372,109.64,0.17183,304740
1.3335,116.88,0.046431,304080
1.3289,123.02,0.02935,303210
1.3249,128.35,0.0045449,302440
1.3211,133.06,-0.0032491,301730
1.3176,137.26,-0.0045824,301060
1.3143,141.06,-0.0048502,300430
1.3112,144.55,-0.0048602,299830
1.3082,147.77,-0.004701,299260
1.3053,150.75,-0.0044588,298710
1.3026,153.54,-0.004251,298190
1.2999,156.15,-0.0040994,297680
1.2974,158.6,-0.0039839,297190
1.2949,160.91,-0.0038935,296720
1.2926,163.1,-0.0038248,296270
1.2903,165.17,-0.0037715,295830
1.2881,167.14,-0.0037276,295410
1.2859,169.01,-0.0036886,294990
1.2838,170.79,-0.003652,294590
1.2818,172.5,-0.0036161,294210
1.2798,174.13,-0.0035796,293830
1.2779,175.7,-0.003542,293460
1.2761,177.2,-0.0035028,293110
1.2743,178.65,-0.0034621,292760
1.2725,180.04,-0.0034199,292420
1.2708,181.38,-0.0033764,292090
1.2691,182.67,-0.0033317,291770
1.2675,183.92,-0.0032861,291450
1.2659,185.12,-0.0032398,291140
1.2643,186.29,-0.0031928,290840
1.2628,187.42,-0.0031455,290550
1.2613,188.52,-0.0030979,290260
1.2598,189.58,-0.0030503,289980
1.2584,190.61,-0.0030027,289700
1.257,191.61,-0.0029553,289430
1.2556,192.58,-0.0029082,289170
1.2543,193.52,-0.0028614,288910
1.253,194.44,-0.002815,288660
1.2517,195.33,-0.0027691,288410
1.2504,196.2,-0.0027237,288170
1.2492,197.04,-0.0026789,287930
1.248,197.87,-0.0026347,287690
1.2468,198.67,-0.0025912,287460
1.2456,199.45,-0.0025484,287240
1.2445,200.21,-0.0025062,287010
1.2433,200.95,-0.0024647,286800
1.2422,201.68,-0.0024239,286580
1.2411,202.38,-0.0023839,286380
1.2401,203.07,-0.0023446,286170
1.239,203.75,-0.0023059,285970
1.238,204.4,-0.0022681,285770
1.237,205.05,-0.0022309,285580
1.236,205.67,-0.0021944,285390
1.2351,206.28,-0.0021587,285200
1.2341,206.88,-0.0021236,285020
1.2332,207.47,-0.0020892,284840
1.2323,208.04,-0.0020556,284660
1.2314,208.6,-0.0020225,284490
1.2305,209.14,-0.0019902,284320
1.2296,209.67,-0.0019585,284150
1.2288,210.2,-0.0019274,283990
1.2279,210.71,-0.0018969,283830
1.2271,211.2,-0.0018671,283670
1.2263,211.69,-0.0018379,283520
1.2255,212.17,-0.0018092,283360
1.2248,212.64,-0.0017812,283220
1.224,213.09,-0.0017537,283070
1.2233,213.54,-0.0017267,282930
1.2225,213.98,-0.0017003,282790
1.2218,214.41,-0.0016744,282650
1.2211,214.83,-0.0016491,282510
1.2204,215.24,-0.0016242,282380
1.2197,215.64,-0.0015998,282250
1.2191,216.03,-0.0015758,282120
1.2184,216.42,-0.0015527,281990
1.2178,216.8,-0.0015303,281870
1.2171,217.17,-0.0015064,281750
1.2165,217.53,-0.0014826,281630
1.2159,217.88,-0.0014653,281510
1.2153,218.23,-0.0014493,281400
1.2147,218.57,-0.0014081,281290
1.2142,218.91,-0.0013562,281180
1.2136,219.23,-0.0013726,281070
1.2131,219.55,-0.0014579,280960
1.2125,219.88,-0.0014532,280850
1.2119,220.24,-0.0013318,280740
1.2112,220.62,-0.0012546,280610
1.2106,221,-0.001248,280480
1.2099,221.4,-0.0012305,280350
1.2092,221.81,-0.0011925,280220
1.2084,222.23,-0.0011588,280080
1.2077,222.65,-0.0011313,279940
1.207,223.08,-0.0011044,279790
1.2062,223.5,-0.0010778,279650
1.2055,223.93,-0.001052,279510
1.2047,224.35,-0.0010265,279370
1.204,224.77,-0.0010013,279230
1.2033,225.18,-0.00097642,279090
1.2026,225.58,-0.0009519,278960
1.2019,225.98,-0.0009279,278830
1.2013,226.37,-0.00090446,278700
1.2006,226.74,-0.00088166,278580
1.2,227.11,-0.0008596,278460
1.1994,227.46,-0.00083828,278350
1.1988,227.8,-0.00081766,278240
1.1983,228.13,-0.00079775,278130
1.1977,228.45,-0.00077862,278030
1.1972,228.75,-0.00076024,277940
1.1968,229.04,-0.00074258,277850
1.1963,229.32,-0.00072568,277760
1.1959,229.59,-0.00070956,277680
1.1955,229.84,-0.00069419,277610
1.1951,230.08,-0.00067948,277530
1.1947,230.32,-0.00066543,277470
1.1944,230.54,-0.0006521,277400
1.194,230.74,-0.00063943,277340
1.1937,230.94,-0.00062732,277290
1.1935,231.13,-0.00061578,277230
1.1932,231.31,-0.00060478,277180
1.1929,231.48,-0.00059429,277140
1.1927,231.65,-0.00058441,277100
1.1925,231.8,-0.00057514,277060
1.1923,231.95,-0.00056634,277020
1.1921,232.08,-0.00055804,276980
1.1919,232.22,-0.00055024,276950
1.1917,232.34,-0.00054287,276920
1.1916,232.46,-0.0005359,276890
1.1914,232.57,-0.00052933,276860
1.1913,232.68,-0.00052315,276840
1.1912,232.78,-0.00051732,276810
1.191,232.88,-0.00051183,276790
1.1909,232.97,-0.00050666,276770
1.1908,233.06,-0.00050181,276750
1.1907,233.14,-0.00049725,276730
1.1906,233.22,-0.00049294,276720
1.1905,233.3,-0.00048888,276700
1.1904,233.37,-0.00048507,276680
1.1903,233.44,-0.0004815,276670
1.1903,233.51,-0.00047815,276660
1.1902,233.57,-0.00047501,276640
1.1901,233.63,-0.00047211,276630
1.19,233.69,-0.00046938,276620
1.19,233.75,-0.0004668,276610
1.1899,233.8,-0.00046436,276600
1.1899,233.85,-0.00046204,276590
1.1898,233.9,-0.00045984,276580
1.1897,233.95,-0.00045774,276570
1.1897,234,-0.00045572,276560
1.1896,234.04,-0.00045379,276550
1.1896,234.09,-0.0004519,276540
1.1895,234.13,-0.00045011,276530
1.1895,234.17,-0.00044826,276530
1.1894,234.21,-0.00044664,276520
1.1894,234.25,-0.00044465,276510
1.1894,234.29,-0.00044336,276500
1.1893,234.33,-0.00044079,276500
1.1893,234.37,-0.00044053,276490
1.1892,234.4,-0.00043609,276480
1.1892,234.44,-0.00043983,276470
1.1892,234.47,-0.00042681,276470
1.1891,234.51,-0.00044757,276460
1.1891,234.54,-0.00046246,276450
1.189,234.58,-0.00053749,276450
1.189,234.62,0.00055883,276440
1.189,234.63,-0.00073636,276430
1.1886,234.49,-0.02401,276340
1.1889,235.3,-0.041705,276460
1.25,285.27,4.5521E-06,292960
1.25,285.27,8.7903E-05,292960
1.25,285.27,0.00016915,292960
1.25,285.27,0.0002477,292960
1.25,285.26,0.00033054,292960
1.25,285.26,0.00041415,292970
1.25,285.26,0.0004971,292970
1.25,285.26,0.00058043,292970
1.25,285.26,0.0006646,292970
1.25,285.26,0.00074966,292970
1.25,285.25,0.00083579,292970
1.25,285.25,0.00092326,292970
1.25,285.25,0.0010123,292980
1.25,285.24,0.0011032,292980
1.2501,285.24,0.0011961,292980
1.2501,285.23,0.0012914,292990
1.2501,285.23,0.0013893,292990
1.2501,285.22,0.0014901,292990
1.2501,285.22,0.0015941,293000
1.2502,285.21,0.0017017,293000
1.2502,285.2,0.0018132,293010
1.2502,285.2,0.0019289,293010
1.2502,285.19,0.0020493,293020
1.2503,285.18,0.0021747,293030
1.2503,285.17,0.0023057,293030
1.2503,285.16,0.0024426,293040
1.2504,285.14,0.0025859,293050
1.2504,285.13,0.0027363,293060
1.2505,285.12,0.0028942,293070
1.2505,285.1,0.0030604,293080
1.2506,285.09,0.0032354,293090
1.2507,285.07,0.00342,293100
1.2507,285.05,0.0036151,293120
1.2508,285.03,0.0038213,293130
1.2509,285,0.0040398,293150
1.251,284.98,0.0042713,293170
1.2511,284.95,0.0045171,293190
1.2512,284.92,0.0047783,293210
1.2513,284.88,0.005056,293230
1.2514,284.85,0.0053516,293260
1.2516,284.81,0.0056667,293290
1.2517,284.77,0.0060028,293310
1.2519,284.72,0.0063615,293350
1.252,284.67,0.0067446,293380
1.2522,284.62,0.007154,293420
1.2524,284.56,0.0075917,293460
1.2526,284.5,0.0080599,293500
1.2529,284.44,0.0085608,293550
1.2531,284.37,0.009097,293600
1.2534,284.29,0.0096709,293650
1.2537,284.21,0.010285,293710
1.254,284.12,0.010943,293770
1.2543,284.02,0.011646,293840
1.2547,283.92,0.012399,293910
1.255,283.81,0.013204,293980
1.2554,283.7,0.014064,294060
1.2559,283.57,0.014982,294150
1.2563,283.44,0.015962,294240
1.2568,283.3,0.017007,294330
1.2573,283.16,0.018119,294430
1.2578,283,0.019301,294540
1.2584,282.83,0.020556,294650
1.259,282.66,0.021887,294770
1.2596,282.48,0.023294,294890
1.2602,282.29,0.024781,295020
1.2609,282.09,0.026347,295150
1.2616,281.88,0.027992,295290
1.2623,281.67,0.029718,295440
1.263,281.45,0.031522,295580
1.2638,281.22,0.033402,295730
1.2645,280.98,0.035356,295890
1.2653,280.74,0.037378,296050
1.2661,280.49,0.039464,296210
1.2669,280.24,0.041607,296370
1.2678,279.99,0.043797,296530
1.2686,279.74,0.046028,296700
1.2694,279.48,0.048286,296860
1.2702,279.23,0.050554,297020
1.271,278.98,0.052823,297180
1.2718,278.73,0.055101,297340
1.2725,278.49,0.057351,297490
1.2732,278.26,0.059459,297630
1.2739,278.04,0.061419,297770
1.2746,277.83,0.063502,297900
1.2752,277.63,0.065777,298030
1.2759,277.42,0.067839,298160
1.2765,277.21,0.06973,298290
1.2772,276.99,0.071851,298420
1.2779,276.76,0.074182,298560
1.2786,276.54,0.07654,298700
1.2793,276.3,0.078939,298840
1.28,276.06,0.081443,298990
1.2808,275.81,0.084051,299140
1.2815,275.56,0.086749,299290
1.2823,275.3,0.089544,299450
1.2831,275.03,0.092444,299610
1.2839,274.76,0.095455,299770
1.2848,274.48,0.098581,299940
1.2856,274.19,0.10183,300110
1.2865,273.89,0.1052,300280
1.2874,273.59,0.1087,300460
1.2883,273.28,0.11234,300640
1.2892,272.96,0.11613,300820
1.2901,272.63,0.12007,301010
1.2911,272.29,0.12418,301200
1.2921,271.95,0.12845,301400
1.2931,271.59,0.1329,301600
1.2941,271.23,0.13754,301810
1.2952,270.85,0.14237,302020
1.2963,270.47,0.14742,302230
1.2974,270.08,0.15268,302450
1.2985,269.67,0.15818,302670
1.2996,269.25,0.16392,302900
1.3008,268.82,0.16992,303130
1.302,268.38,0.17619,303370
1.3032,267.93,0.18275,303620
1.3045,267.47,0.18963,303860
1.3057,266.99,0.19682,304120
1.307,266.49,0.20437,304380
1.3084,265.99,0.21228,304640
1.3097,265.47,0.22058,304910
1.3111,264.93,0.22929,305190
1.3126,264.38,0.23845,305470
1.314,263.81,0.24808,305760
1.3155,263.22,0.25822,306060
1.317,262.62,0.26889,306360
1.3186,262,0.28014,306670
1.3202,261.36,0.29201,306990
1.3218,260.7,0.30454,307310
1.3235,260.02,0.31778,307640
1.3252,259.31,0.33178,307980
1.3269,258.59,0.34661,308320
1.3287,257.84,0.36233,308670
1.3305,257.07,0.37902,309030
1.3324,256.27,0.39674,309400
1.3343,255.45,0.4156,309780
1.3362,254.59,0.43569,310170
1.3382,253.71,0.45712,310560
1.3403,252.8,0.48001,310970
1.3424,251.85,0.50451,311390
1.3445,250.87,0.53076,311810
1.3468,249.85,0.55896,312250
1.349,248.8,0.5893,312700
1.3513,247.7,0.62202,313160
1.3537,246.56,0.65737,313630
1.3562,245.38,0.69566,314110
1.3587,244.14,0.73726,314610
1.3613,242.85,0.78257,315130
1.364,241.5,0.83209,315650
1.3668,240.1,0.88638,316200
1.3696,238.62,0.94614,316760
1.3726,237.08,1.0122,317340
1.3756,235.45,1.0855,317940
1.3788,233.74,1.1674,318560
1.3821,231.93,1.2593,319200
1.3855,230.01,1.3633,319870
1.3891,227.97,1.4815,320570
1.3928,225.8,1.6175,321300
1.3967,223.47,1.775,322070
1.4008,220.96,1.9607,322870
1.4051,218.25,2.1807,323720
1.4098,215.29,2.4479,324620
1.4147,212.04,2.78,325590
1.42,208.39,3.2137,326620
1.4259,204.34,3.7739,327770
1.4321,199.6,4.5364,328980
1.4396,194.3,5.7636,330450
1.4472,187.51,8.056,331900
1.4577,179.87,11.565,333990
1.4658,168.38,13.733,335420
1.4766,157.32,23.663,337530
1.4769,156.52,41.53,337700
1.463,164.83,55.194,334950
1.4509,173.78,62.297,332620
1.441,181.01,67.054,330700
1.4315,187.19,70.916,328850
1.4226,192.75,73.964,327120
1.4143,197.82,76.367,325500
1.4064,202.45,78.355,323960
1.399,206.73,80.099,322500
1.3917,210.76,81.609,321070
1.3847,214.58,82.94,319690
1.3777,218.21,84.096,318330
1.371,221.68,85.135,317000
1.3643,225.02,86.039,315680
1.3577,228.24,86.85,314380
1.3511,231.35,87.545,313080
1.3446,234.36,88.166,311800
1.3381,237.29,88.685,310510
1.3316,240.14,89.14,309240
1.3252,242.91,89.501,307950
1.3187,245.62,89.805,306680
1.3122,248.27,90.021,305380
1.3058,250.86,90.186,304100
1.2992,253.39,90.265,302800
1.2928,255.87,90.297,301510
1.2862,258.3,90.247,300200
1.2796,260.68,90.152,298890
1.273,263.01,89.976,297560
1.2664,265.3,89.756,296240
1.2597,267.54,89.458,294890
1.253,269.74,89.118,293550
1.2462,271.89,88.7,292180
1.2394,274.01,88.241,290810
1.2325,276.07,87.705,289430
1.2256,278.1,87.129,288040
1.2186,280.08,86.478,286630
1.2117,282.02,85.786,285210
1.2046,283.91,85.02,283780
1.1975,285.77,84.214,282340
1.1903,287.57,83.336,280880
1.1831,289.33,82.418,279420
1.1758,291.05,81.43,277930
1.1685,292.72,80.402,276450
1.1611,294.34,79.305,274930
1.1537,295.91,78.169,273420
1.1462,297.43,76.967,271880
1.1387,298.91,75.725,270340
1.1311,300.33,74.422,268780
1.1235,301.71,73.077,267210
1.1158,303.02,71.674,265630
1.1081,304.29,70.232,264040
1.1003,305.5,68.734,262430
1.0925,306.65,67.197,260810
1.0846,307.75,65.608,259180
1.0767,308.79,63.981,257530
1.0687,309.77,62.307,255880
1.0607,310.69,60.596,254220
1.0527,311.55,58.841,252540
1.0446,312.35,57.051,250860
1.0365,313.09,55.223,249160
1.0284,313.77,53.361,247460
1.0203,314.38,51.465,245740
1.0121,314.93,49.538,244020
1.0039,315.41,47.582,242290
0.99563,315.83,45.596,240560
0.98739,316.19,43.587,238810
0.97912,316.48,41.552,237060
0.97085,316.71,39.498,235310
0.96256,316.86,37.42,233550
0.95427,316.96,35.329,231790
0.94597,316.98,33.218,230020
0.93769,316.95,31.099,228250
0.92939,316.85,28.963,226470
0.92112,316.68,26.824,224700
0.91283,316.45,24.672,222920
0.90459,316.16,22.522,221150
0.89633,315.8,20.362,219370
0.88813,315.39,18.21,217600
0.87992,314.91,16.052,215830
0.87177,314.37,13.907,214060
0.86363,313.77,11.759,212300
0.85554,313.13,9.6271,210540
0.84747,312.41,7.4978,208780
0.83948,311.66,5.3908,207040
0.8315,310.84,3.2892,205300
0.82356,309.97,1.203,203560
0.81563,309.04,-0.87386,201820
0.80775,308.07,-2.9357,200090
0.79988,307.04,-4.9897,198360
0.79208,305.97,-7.0234,196640
0.78425,304.84,-9.0536,194920
0.77648,303.67,-11.063,193200
0.7687,302.44,-13.064,191480
0.76098,301.18,-15.039,189770
0.75327,299.85,-17.002,188050
0.74562,298.5,-18.938,186350
0.73799,297.09,-20.858,184650
0.73043,295.65,-22.747,182960
0.72289,294.17,-24.616,181270
0.71543,292.65,-26.454,179600
0.708,291.09,-28.268,177930
0.70065,289.51,-30.049,176280
0.69335,287.89,-31.802,174630
0.68612,286.24,-33.522,173000
0.67896,284.57,-35.212,171380
0.67187,282.87,-36.865,169770
0.66486,281.16,-38.488,168180
0.65791,279.41,-40.073,166610
