"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.87008,2.1371e+05,1.1383,314.6,-5.6922,0,62725,-1.1102,251.14,1,1.614,1.614,0.3,0
0.8682,2.133e+05,1.1407,314.43,-6.108,0,62536,-1.1156,250.92,1,1.617,1.617,0.3,0
0.86633,2.1289e+05,1.1431,314.27,-6.5231,0,62347,-1.1211,250.71,1,1.62,1.62,0.3,0
0.86446,2.1249e+05,1.1455,314.1,-6.9375,0,62159,-1.1265,250.49,1,1.623,1.623,0.3,0
0.8626,2.1209e+05,1.1478,313.93,-7.3513,0,61972,-1.1319,250.27,1,1.626,1.626,0.3,0
0.86074,2.1168e+05,1.1502,313.75,-7.7643,0,61785,-1.1373,250.06,1,1.629,1.629,0.3,0
0.85889,2.1128e+05,1.1526,313.58,-8.1766,0,61599,-1.1426,249.84,1,1.632,1.632,0.3,0
0.85704,2.1088e+05,1.1549,313.4,-8.5881,0,61413,-1.148,249.63,1,1.635,1.635,0.3,0
0.85519,2.1048e+05,1.1573,313.21,-8.9986,0,61228,-1.1533,249.41,1,1.638,1.638,0.3,0
0.85335,2.1008e+05,1.1597,313.03,-9.4085,0,61044,-1.1586,249.2,1,1.641,1.641,0.3,0
0.85152,2.0968e+05,1.162,312.84,-9.8173,0,60860,-1.1639,248.98,1,1.644,1.644,0.3,0
0.84969,2.0928e+05,1.1644,312.65,-10.225,0,60677,-1.1691,248.77,1,1.647,1.647,0.3,0
0.84786,2.0888e+05,1.1667,312.46,-10.632,0,60495,-1.1744,248.56,1,1.65,1.65,0.3,0
0.84604,2.0848e+05,1.1691,312.27,-11.038,0,60313,-1.1796,248.34,1,1.653,1.653,0.3,0
0.84423,2.0809e+05,1.1714,312.07,-11.443,0,60132,-1.1848,248.13,1,1.656,1.656,0.3,0
0.84242,2.0769e+05,1.1737,311.88,-11.847,0,59952,-1.19,247.92,1,1.659,1.659,0.3,0
0.84061,2.073e+05,1.1761,311.68,-12.25,0,59772,-1.1952,247.7,1,1.662,1.662,0.3,0
0.83881,2.0691e+05,1.1784,311.48,-12.653,0,59593,-1.2003,247.49,1,1.665,1.665,0.3,0
0.83702,2.0652e+05,1.1807,311.27,-13.054,0,59415,-1.2055,247.28,1,1.668,1.668,0.3,0
0.83523,2.0612e+05,1.183,311.06,-13.454,0,59237,-1.2106,247.07,1,1.671,1.671,0.3,0
0.83344,2.0573e+05,1.1853,310.85,-13.853,0,59060,-1.2157,246.86,1,1.674,1.674,0.3,0
0.83167,2.0535e+05,1.1876,310.64,-14.251,0,58883,-1.2208,246.65,1,1.677,1.677,0.3,0
0.82989,2.0496e+05,1.1899,310.43,-14.648,0,58707,-1.2258,246.43,1,1.68,1.68,0.3,0
0.82812,2.0457e+05,1.1922,310.22,-15.044,0,58532,-1.2309,246.22,1,1.683,1.683,0.3,0
0.82636,2.0419e+05,1.1945,310,-15.439,0,58358,-1.2359,246.01,1,1.686,1.686,0.3,0
0.8246,2.038e+05,1.1968,309.78,-15.832,0,58184,-1.2409,245.81,1,1.689,1.689,0.3,0
0.82285,2.0342e+05,1.1991,309.56,-16.225,0,58012,-1.2459,245.6,1,1.692,1.692,0.3,0
0.82111,2.0304e+05,1.2014,309.34,-16.616,0,57839,-1.2508,245.39,1,1.695,1.695,0.3,0
0.81937,2.0265e+05,1.2037,309.12,-17.006,0,57668,-1.2557,245.18,1,1.698,1.698,0.3,0
0.81763,2.0227e+05,1.2059,308.89,-17.395,0,57497,-1.2607,244.97,1,1.701,1.701,0.3,0
0.8159,2.0189e+05,1.2082,308.66,-17.784,0,57327,-1.2656,244.76,1,1.704,1.704,0.3,0
0.81418,2.0152e+05,1.2105,308.43,-18.17,0,57158,-1.2704,244.56,1,1.707,1.707,0.3,0
0.81246,2.0114e+05,1.2127,308.2,-18.556,0,56989,-1.2753,244.35,1,1.71,1.71,0.3,0
0.81075,2.0076e+05,1.215,307.96,-18.941,0,56821,-1.2801,244.15,1,1.713,1.713,0.3,0
0.80905,2.0039e+05,1.2172,307.73,-19.324,0,56654,-1.2849,243.94,1,1.716,1.716,0.3,0
0.80735,2.0002e+05,1.2194,307.5,-19.706,0,56487,-1.2897,243.74,1,1.719,1.719,0.3,0
0.80565,1.9964e+05,1.2217,307.25,-20.088,0,56322,-1.2945,243.53,1,1.722,1.722,0.3,0
0.80398,1.9928e+05,1.2239,307.02,-20.468,0,56158,-1.2992,243.33,1,1.725,1.725,0.3,0
0.80232,1.9891e+05,1.2261,306.79,-20.847,0,55994,-1.3039,243.12,1,1.728,1.728,0.3,0
0.80062,1.9854e+05,1.2283,306.53,-21.226,0,55830,-1.3086,242.92,1,1.731,1.731,0.3,0
0.79896,1.9817e+05,1.2305,306.29,-21.602,0,55668,-1.3133,242.72,1,1.734,1.734,0.3,0
0.79733,1.9781e+05,1.2328,306.07,-21.977,0,55506,-1.318,242.51,1,1.737,1.737,0.3,0
0.79561,1.9743e+05,1.2349,305.79,-22.35,0,55342,-1.3227,242.32,1,1.74,1.74,0.3,0
0.79397,1.9707e+05,1.2371,305.54,-22.722,0,55182,-1.3273,242.12,1,1.743,1.743,0.3,0
0.79244,1.9674e+05,1.2393,305.35,-23.093,0,55029,-1.3317,241.91,1,1.746,1.746,0.3,0
0.79077,1.9636e+05,1.2413,305.05,-23.472,0,54871,-1.3362,241.73,1,1.749,1.749,0.3,0
0.78912,1.96e+05,1.2434,304.76,-23.85,0,54714,-1.3408,241.54,1,1.752,1.752,0.3,0
0.78764,1.9568e+05,1.2459,304.63,-24.21,0,54560,-1.3452,241.31,1,1.755,1.755,0.3,0
0.78577,1.9526e+05,1.2482,304.3,-24.582,0,54383,-1.3503,241.1,1,1.758,1.758,0.3,0
0.78369,1.9479e+05,1.2503,303.86,-24.96,0,54195,-1.3557,240.91,1,1.761,1.761,0.3,0
0.78278,1.9461e+05,1.2526,303.91,-25.268,0,54084,-1.3589,240.69,1,1.764,1.764,0.3,0
0.78179,1.9439e+05,1.2535,303.66,-25.679,0,53997,-1.3614,240.61,1,1.767,1.767,0.3,0
0.78074,1.9411e+05,1.2526,303.03,-26.236,0,53943,-1.3629,240.69,1,1.77,1.77,0.3,0
0.7798,1.9395e+05,1.2562,303.3,-26.464,0,53805,-1.3669,240.36,1,1.773,1.773,0.3,0
0.77656,1.9327e+05,1.2624,303.14,-26.694,0,53456,-1.377,239.79,1,1.776,1.776,0.3,0
0.76671,1.9105e+05,1.2738,301.29,-27.186,0,52547,-1.4031,238.74,1,1.779,1.779,0.3,0
0.76299,1.9031e+05,1.2835,301.57,-26.868,0,52096,-1.4161,237.86,1,1.782,1.782,0.3,0
0.76612,1.9109e+05,1.2839,302.75,-26.466,0,52315,-1.4098,237.82,1,1.785,1.785,0.3,0
0.81444,2.0108e+05,1.19,302.6,-30.472,0,57674,-1.2556,246.41,1,1.788,1.788,0.3,0
0.9026,2.1974e+05,1.0644,303.25,-37.42,0,67021,-0.98657,257.65,1,1.791,1.791,0.3,0
1.0301,2.4696e+05,0.90891,304.57,-47.234,0,80298,-0.60444,271.33,1,1.794,1.794,0.3,0
1.0886,2.5945e+05,0.84783,302.95,-50.297,0,86425,-0.42811,276.44,1,1.797,1.797,0.3,0
1.1222,2.6659e+05,0.81406,301.65,-51.544,0,89947,-0.32674,279.22,1,1.8,1.8,0.3,0
1.1212,2.6635e+05,0.8143,301.6,-50.583,0,89856,-0.32936,279.2,1,1.803,1.803,0.3,0
1.1178,2.6562e+05,0.81679,301.64,-49.771,0,89524,-0.3389,279,1,1.806,1.806,0.3,0
1.1149,2.6497e+05,0.81895,301.66,-49.1,0,89233,-0.3473,278.82,1,1.809,1.809,0.3,0
1.1174,2.655e+05,0.81588,301.38,-48.853,0,89516,-0.33914,279.07,1,1.812,1.812,0.3,0
1.1206,2.6617e+05,0.81218,301.06,-48.621,0,89869,-0.32899,279.37,1,1.815,1.815,0.3,0
1.1243,2.6693e+05,0.80807,300.72,-48.398,0,90268,-0.3175,279.7,1,1.818,1.818,0.3,0
1.1268,2.6745e+05,0.80509,300.44,-48.098,0,90546,-0.3095,279.94,1,1.821,1.821,0.3,0
1.1291,2.6793e+05,0.80228,300.18,-47.797,0,90805,-0.30205,280.16,1,1.824,1.824,0.3,0
1.1312,2.6835e+05,0.79972,299.92,-47.495,0,91039,-0.29531,280.36,1,1.827,1.827,0.3,0
1.1333,2.6879e+05,0.79712,299.66,-47.21,0,91279,-0.28842,280.57,1,1.83,1.83,0.3,0
1.1355,2.6924e+05,0.79452,299.39,-46.93,0,91519,-0.2815,280.78,1,1.833,1.833,0.3,0
1.1376,2.6968e+05,0.79194,299.13,-46.656,0,91758,-0.27462,280.98,1,1.836,1.836,0.3,0
1.1397,2.7011e+05,0.78944,298.87,-46.384,0,91990,-0.26794,281.18,1,1.839,1.839,0.3,0
1.1417,2.7053e+05,0.78699,298.61,-46.113,0,92218,-0.26137,281.37,1,1.842,1.842,0.3,0
1.1437,2.7093e+05,0.78461,298.36,-45.844,0,92439,-0.25502,281.56,1,1.845,1.845,0.3,0
1.1457,2.7133e+05,0.78227,298.1,-45.577,0,92657,-0.24876,281.74,1,1.848,1.848,0.3,0
1.1476,2.7173e+05,0.77996,297.85,-45.312,0,92871,-0.24258,281.92,1,1.851,1.851,0.3,0
1.1494,2.7211e+05,0.77771,297.6,-45.048,0,93080,-0.23657,282.1,1,1.854,1.854,0.3,0
1.1513,2.7249e+05,0.7755,297.35,-44.785,0,93287,-0.23062,282.27,1,1.857,1.857,0.3,0
1.1531,2.7286e+05,0.77332,297.11,-44.524,0,93490,-0.22478,282.44,1,1.86,1.86,0.3,0
1.1549,2.7323e+05,0.77119,296.86,-44.263,0,93689,-0.21906,282.61,1,1.863,1.863,0.3,0
1.1566,2.7359e+05,0.76908,296.62,-44.002,0,93885,-0.2134,282.77,1,1.866,1.866,0.3,0
1.1583,2.7394e+05,0.76702,296.38,-43.742,0,94078,-0.20785,282.93,1,1.869,1.869,0.3,0
1.16,2.7429e+05,0.76499,296.14,-43.481,0,94268,-0.20239,283.09,1,1.872,1.872,0.3,0
1.1617,2.7463e+05,0.76298,295.91,-43.221,0,94455,-0.19699,283.25,1,1.875,1.875,0.3,0
1.1633,2.7496e+05,0.76102,295.67,-42.96,0,94639,-0.19171,283.4,1,1.878,1.878,0.3,0
1.1649,2.753e+05,0.75909,295.44,-42.699,0,94820,-0.18649,283.55,1,1.881,1.881,0.3,0
1.1665,2.7562e+05,0.75718,295.21,-42.437,0,94999,-0.18133,283.69,1,1.884,1.884,0.3,0
1.1681,2.7594e+05,0.75531,294.98,-42.174,0,95175,-0.17629,283.84,1,1.887,1.887,0.3,0
1.1696,2.7626e+05,0.75346,294.75,-41.91,0,95348,-0.1713,283.98,1,1.89,1.89,0.3,0
1.1712,2.7657e+05,0.75163,294.53,-41.646,0,95519,-0.16638,284.12,1,1.893,1.893,0.3,0
1.1727,2.7688e+05,0.74984,294.3,-41.379,0,95687,-0.16155,284.26,1,1.896,1.896,0.3,0
1.1741,2.7718e+05,0.74807,294.08,-41.112,0,95853,-0.15677,284.39,1,1.899,1.899,0.3,0
1.1756,2.7748e+05,0.74633,293.86,-40.844,0,96016,-0.15207,284.53,1,1.902,1.902,0.3,0
1.177,2.7777e+05,0.74462,293.64,-40.574,0,96177,-0.14745,284.66,1,1.905,1.905,0.3,0
1.1784,2.7806e+05,0.74292,293.42,-40.302,0,96336,-0.14287,284.79,1,1.908,1.908,0.3,0
1.1798,2.7834e+05,0.74126,293.21,-40.029,0,96492,-0.13838,284.91,1,1.911,1.911,0.3,0
1.1812,2.7862e+05,0.73962,292.99,-39.754,0,96645,-0.13396,285.04,1,1.914,1.914,0.3,0
1.1825,2.789e+05,0.738,292.78,-39.478,0,96797,-0.12959,285.16,1,1.917,1.917,0.3,0
1.1838,2.7917e+05,0.73642,292.57,-39.199,0,96946,-0.12531,285.28,1,1.92,1.92,0.3,0
1.1851,2.7943e+05,0.73484,292.36,-38.919,0,97093,-0.12108,285.4,1,1.923,1.923,0.3,0
1.1864,2.797e+05,0.73329,292.15,-38.638,0,97238,-0.1169,285.52,1,1.926,1.926,0.3,0
1.1877,2.7995e+05,0.73177,291.95,-38.353,0,97380,-0.11282,285.63,1,1.929,1.929,0.3,0
1.1889,2.8021e+05,0.73028,291.75,-38.068,0,97520,-0.10878,285.75,1,1.932,1.932,0.3,0
1.1901,2.8046e+05,0.7288,291.55,-37.781,0,97658,-0.10481,285.86,1,1.935,1.935,0.3,0
1.1913,2.807e+05,0.72735,291.35,-37.491,0,97794,-0.10092,285.97,1,1.938,1.938,0.3,0
1.1925,2.8094e+05,0.72592,291.15,-37.2,0,97927,-0.09707,286.07,1,1.941,1.941,0.3,0
1.1936,2.8118e+05,0.72451,290.95,-36.907,0,98058,-0.093292,286.18,1,1.944,1.944,0.3,0
1.1948,2.8141e+05,0.72313,290.76,-36.612,0,98187,-0.089593,286.28,1,1.947,1.947,0.3,0
1.1959,2.8164e+05,0.72178,290.57,-36.316,0,98314,-0.085941,286.38,1,1.95,1.95,0.3,0
1.197,2.8186e+05,0.72044,290.38,-36.018,0,98438,-0.082359,286.49,1,1.953,1.953,0.3,0
1.1981,2.8208e+05,0.71912,290.2,-35.718,0,98560,-0.078848,286.58,1,1.956,1.956,0.3,0
1.1991,2.823e+05,0.71783,290.01,-35.417,0,98681,-0.075384,286.68,1,1.959,1.959,0.3,0
1.2002,2.8251e+05,0.71657,289.84,-35.114,0,98798,-0.072001,286.77,1,1.962,1.962,0.3,0
1.2012,2.8271e+05,0.71534,289.66,-34.81,0,98914,-0.068683,286.87,1,1.965,1.965,0.3,0
1.2022,2.8292e+05,0.71411,289.48,-34.504,0,99027,-0.065407,286.96,1,1.968,1.968,0.3,0
1.2032,2.8312e+05,0.71291,289.31,-34.196,0,99138,-0.062216,287.05,1,1.971,1.971,0.3,0
1.2041,2.8331e+05,0.71174,289.14,-33.888,0,99247,-0.059084,287.13,1,1.974,1.974,0.3,0
1.205,2.835e+05,0.71059,288.98,-33.58,0,99354,-0.056005,287.22,1,1.977,1.977,0.3,0
1.206,2.8369e+05,0.70947,288.82,-33.267,0,99458,-0.053007,287.3,1,1.98,1.98,0.3,0
1.2069,2.8387e+05,0.70836,288.66,-32.957,0,99561,-0.05006,287.38,1,1.983,1.983,0.3,0
1.2077,2.8405e+05,0.70728,288.49,-32.648,0,99661,-0.047179,287.46,1,1.986,1.986,0.3,0
1.2086,2.8423e+05,0.70623,288.35,-32.324,0,99759,-0.04436,287.54,1,1.989,1.989,0.3,0
1.2094,2.844e+05,0.7052,288.2,-32.014,0,99854,-0.041602,287.62,1,1.992,1.992,0.3,0
1.2103,2.8456e+05,0.70419,288.04,-31.725,0,99948,-0.038924,287.69,1,1.995,1.995,0.3,0
1.2111,2.8473e+05,0.7032,287.9,-31.388,0,1.0004e+05,-0.036283,287.76,1,1.998,1.998,0.3,0
1.2118,2.8489e+05,0.70223,287.76,-31.056,0,1.0013e+05,-0.033698,287.84,1,2.001,2.001,0.3,0
1.2126,2.8504e+05,0.7013,287.62,-30.746,0,1.0022e+05,-0.031209,287.9,1,2.004,2.004,0.3,0
1.2133,2.8519e+05,0.70038,287.49,-30.434,0,1.003e+05,-0.028747,287.97,1,2.007,2.007,0.3,0
1.2141,2.8534e+05,0.69949,287.36,-30.118,0,1.0038e+05,-0.026365,288.04,1,2.01,2.01,0.3,0
1.2148,2.8549e+05,0.69861,287.23,-29.802,0,1.0047e+05,-0.02401,288.1,1,2.013,2.013,0.3,0
1.2155,2.8563e+05,0.69777,287.11,-29.486,0,1.0054e+05,-0.021768,288.16,1,2.016,2.016,0.3,0
1.2162,2.8576e+05,0.69694,286.99,-29.169,0,1.0062e+05,-0.019541,288.22,1,2.019,2.019,0.3,0
1.2168,2.859e+05,0.69614,286.87,-28.853,0,1.0069e+05,-0.017421,288.28,1,2.022,2.022,0.3,0
1.2174,2.8603e+05,0.69535,286.76,-28.537,0,1.0077e+05,-0.015308,288.34,1,2.025,2.025,0.3,0
1.2181,2.8615e+05,0.69461,286.65,-28.222,0,1.0084e+05,-0.013306,288.4,1,2.028,2.028,0.3,0
1.2187,2.8627e+05,0.69386,286.54,-27.907,0,1.0091e+05,-0.011305,288.45,1,2.031,2.031,0.3,0
1.2192,2.8639e+05,0.69315,286.44,-27.594,0,1.0097e+05,-0.0094184,288.5,1,2.034,2.034,0.3,0
1.2198,2.8651e+05,0.69245,286.34,-27.28,0,1.0104e+05,-0.0075342,288.55,1,2.037,2.037,0.3,0
1.2203,2.8662e+05,0.69179,286.24,-26.968,0,1.011e+05,-0.0057551,288.6,1,2.04,2.04,0.3,0
1.2209,2.8673e+05,0.69113,286.15,-26.657,0,1.0116e+05,-0.0039862,288.65,1,2.043,2.043,0.3,0
1.2214,2.8683e+05,0.69051,286.06,-26.347,0,1.0122e+05,-0.0023112,288.69,1,2.046,2.046,0.3,0
1.2219,2.8694e+05,0.68989,285.97,-26.038,0,1.0128e+05,-0.00065401,288.74,1,2.049,2.049,0.3,0
1.2224,2.8703e+05,0.68931,285.89,-25.73,0,1.0133e+05,0.00091962,288.78,1,2.052,2.052,0.3,0
1.2229,2.8713e+05,0.68873,285.81,-25.424,0,1.0139e+05,0.0024683,288.82,1,2.055,2.055,0.3,0
1.2233,2.8722e+05,0.68818,285.73,-25.119,0,1.0144e+05,0.0039433,288.86,1,2.058,2.058,0.3,0
1.2237,2.8731e+05,0.68765,285.66,-24.816,0,1.0149e+05,0.0053867,288.9,1,2.061,2.061,0.3,0
1.2242,2.874e+05,0.68714,285.59,-24.514,0,1.0154e+05,0.0067661,288.94,1,2.064,2.064,0.3,0
1.2246,2.8748e+05,0.68664,285.52,-24.214,0,1.0158e+05,0.0081078,288.97,1,2.067,2.067,0.3,0
1.225,2.8756e+05,0.68617,285.46,-23.916,0,1.0163e+05,0.0093947,289.01,1,2.07,2.07,0.3,0
1.2253,2.8764e+05,0.68571,285.4,-23.62,0,1.0167e+05,0.010638,289.04,1,2.073,2.073,0.3,0
1.2257,2.8771e+05,0.68527,285.34,-23.325,0,1.0171e+05,0.011836,289.07,1,2.076,2.076,0.3,0
1.2261,2.8778e+05,0.68485,285.28,-23.033,0,1.0175e+05,0.012985,289.11,1,2.079,2.079,0.3,0
1.2264,2.8785e+05,0.68444,285.23,-22.743,0,1.0179e+05,0.014097,289.13,1,2.082,2.082,0.3,0
1.2267,2.8792e+05,0.68405,285.18,-22.455,0,1.0183e+05,0.015155,289.16,1,2.085,2.085,0.3,0
1.227,2.8798e+05,0.68367,285.13,-22.169,0,1.0186e+05,0.016184,289.19,1,2.088,2.088,0.3,0
1.2273,2.8804e+05,0.68332,285.08,-21.885,0,1.019e+05,0.017156,289.22,1,2.091,2.091,0.3,0
1.2276,2.881e+05,0.68297,285.04,-21.603,0,1.0193e+05,0.018106,289.24,1,2.094,2.094,0.3,0
1.2279,2.8816e+05,0.68265,285,-21.325,0,1.0196e+05,0.018995,289.26,1,2.097,2.097,0.3,0
1.2282,2.8822e+05,0.68234,284.96,-21.047,0,1.0199e+05,0.019868,289.29,1,2.1,2.1,0.3,0
1.2284,2.8827e+05,0.68204,284.93,-20.774,0,1.0202e+05,0.020679,289.31,1,2.103,2.103,0.3,0
1.2287,2.8832e+05,0.68175,284.9,-20.501,0,1.0205e+05,0.021479,289.33,1,2.106,2.106,0.3,0
1.2289,2.8836e+05,0.68149,284.87,-20.233,0,1.0207e+05,0.022215,289.35,1,2.109,2.109,0.3,0
1.2291,2.8841e+05,0.68123,284.84,-19.965,0,1.021e+05,0.022946,289.37,1,2.112,2.112,0.3,0
1.2293,2.8845e+05,0.68099,284.81,-19.702,0,1.0212e+05,0.02361,289.38,1,2.115,2.115,0.3,0
1.2295,2.8849e+05,0.68075,284.79,-19.439,0,1.0214e+05,0.024275,289.4,1,2.118,2.118,0.3,0
1.2297,2.8853e+05,0.68054,284.77,-19.182,0,1.0216e+05,0.024872,289.42,1,2.121,2.121,0.3,0
1.2299,2.8857e+05,0.68033,284.75,-18.924,0,1.0218e+05,0.025469,289.43,1,2.124,2.124,0.3,0
1.2301,2.886e+05,0.68014,284.73,-18.672,0,1.022e+05,0.026008,289.44,1,2.127,2.127,0.3,0
1.2302,2.8864e+05,0.67996,284.71,-18.42,0,1.0222e+05,0.026541,289.46,1,2.13,2.13,0.3,0
1.2304,2.8867e+05,0.67979,284.7,-18.173,0,1.0224e+05,0.027023,289.47,1,2.133,2.133,0.3,0
1.2305,2.887e+05,0.67963,284.69,-17.927,0,1.0226e+05,0.027497,289.48,1,2.136,2.136,0.3,0
1.2307,2.8873e+05,0.67948,284.68,-17.685,0,1.0227e+05,0.027926,289.49,1,2.139,2.139,0.3,0
1.2308,2.8876e+05,0.67934,284.67,-17.444,0,1.0228e+05,0.028344,289.5,1,2.142,2.142,0.3,0
1.2309,2.8878e+05,0.67921,284.66,-17.208,0,1.023e+05,0.028723,289.51,1,2.145,2.145,0.3,0
1.231,2.888e+05,0.67909,284.65,-16.973,0,1.0231e+05,0.029087,289.52,1,2.148,2.148,0.3,0
1.2311,2.8883e+05,0.67898,284.65,-16.741,0,1.0232e+05,0.02942,289.53,1,2.151,2.151,0.3,0
1.2312,2.8885e+05,0.67888,284.65,-16.512,0,1.0233e+05,0.029734,289.54,1,2.154,2.154,0.3,0
1.2313,2.8887e+05,0.67878,284.64,-16.286,0,1.0234e+05,0.030022,289.54,1,2.157,2.157,0.3,0
1.2314,2.8888e+05,0.6787,284.64,-16.062,0,1.0235e+05,0.03029,289.55,1,2.16,2.16,0.3,0
1.2315,2.889e+05,0.67862,284.65,-15.842,0,1.0236e+05,0.030537,289.55,1,2.163,2.163,0.3,0
1.2316,2.8892e+05,0.67855,284.65,-15.624,0,1.0237e+05,0.030761,289.56,1,2.166,2.166,0.3,0
1.2316,2.8893e+05,0.67849,284.65,-15.408,0,1.0238e+05,0.030969,289.56,1,2.169,2.169,0.3,0
1.2317,2.8894e+05,0.67844,284.66,-15.196,0,1.0238e+05,0.031153,289.57,1,2.172,2.172,0.3,0
1.2318,2.8896e+05,0.67839,284.66,-14.986,0,1.0239e+05,0.031324,289.57,1,2.175,2.175,0.3,0
1.2318,2.8897e+05,0.67835,284.67,-14.779,0,1.0239e+05,0.031471,289.57,1,2.178,2.178,0.3,0
1.2319,2.8898e+05,0.67831,284.68,-14.574,0,1.024e+05,0.031607,289.58,1,2.181,2.181,0.3,0
1.2319,2.8898e+05,0.67829,284.69,-14.373,0,1.024e+05,0.031719,289.58,1,2.184,2.184,0.3,0
1.2319,2.8899e+05,0.67826,284.7,-14.173,0,1.0241e+05,0.031824,289.58,1,2.187,2.187,0.3,0
1.232,2.89e+05,0.67825,284.71,-13.977,0,1.0241e+05,0.031903,289.58,1,2.19,2.19,0.3,0
1.232,2.89e+05,0.67824,284.72,-13.782,0,1.0241e+05,0.031978,289.58,1,2.193,2.193,0.3,0
1.232,2.8901e+05,0.67824,284.73,-13.591,0,1.0241e+05,0.032028,289.58,1,2.196,2.196,0.3,0
1.232,2.8901e+05,0.67823,284.74,-13.402,0,1.0241e+05,0.032075,289.58,1,2.199,2.199,0.3,0
1.232,2.8902e+05,0.67824,284.76,-13.216,0,1.0242e+05,0.032097,289.58,1,2.202,2.202,0.3,0
1.232,2.8902e+05,0.67825,284.77,-13.031,0,1.0242e+05,0.032119,289.58,1,2.205,2.205,0.3,0
1.2321,2.8902e+05,0.67827,284.79,-12.851,0,1.0242e+05,0.032116,289.58,1,2.208,2.208,0.3,0
1.2321,2.8902e+05,0.67828,284.8,-12.671,0,1.0242e+05,0.032112,289.58,1,2.211,2.211,0.3,0
1.2321,2.8902e+05,0.67831,284.82,-12.496,0,1.0241e+05,0.032087,289.58,1,2.214,2.214,0.3,0
1.232,2.8902e+05,0.67833,284.84,-12.321,0,1.0241e+05,0.03206,289.58,1,2.217,2.217,0.3,0
1.232,2.8902e+05,0.67837,284.85,-12.151,0,1.0241e+05,0.032015,289.57,1,2.22,2.22,0.3,0
1.232,2.8902e+05,0.6784,284.87,-11.981,0,1.0241e+05,0.031966,289.57,1,2.223,2.223,0.3,0
1.232,2.8902e+05,0.67844,284.89,-11.815,0,1.0241e+05,0.031902,289.57,1,2.226,2.226,0.3,0
1.232,2.8901e+05,0.67848,284.91,-11.65,0,1.0241e+05,0.031835,289.56,1,2.229,2.229,0.3,0
1.232,2.8901e+05,0.67853,284.93,-11.488,0,1.024e+05,0.031754,289.56,1,2.232,2.232,0.3,0
1.232,2.8901e+05,0.67858,284.95,-11.328,0,1.024e+05,0.031668,289.56,1,2.235,2.235,0.3,0
1.2319,2.89e+05,0.67863,284.97,-11.171,0,1.024e+05,0.031571,289.55,1,2.238,2.238,0.3,0
1.2319,2.89e+05,0.67868,284.99,-11.015,0,1.0239e+05,0.031469,289.55,1,2.241,2.241,0.3,0
1.2319,2.8899e+05,0.67874,285.01,-10.862,0,1.0239e+05,0.031359,289.55,1,2.244,2.244,0.3,0
1.2318,2.8899e+05,0.6788,285.03,-10.711,0,1.0239e+05,0.031242,289.54,1,2.247,2.247,0.3,0
1.2318,2.8898e+05,0.67886,285.05,-10.563,0,1.0238e+05,0.031118,289.54,1,2.25,2.25,0.3,0
1.2318,2.8897e+05,0.67892,285.08,-10.416,0,1.0238e+05,0.030988,289.53,1,2.253,2.253,0.3,0
1.2317,2.8897e+05,0.67899,285.1,-10.271,0,1.0237e+05,0.030852,289.53,1,2.256,2.256,0.3,0
1.2317,2.8896e+05,0.67906,285.12,-10.129,0,1.0237e+05,0.03071,289.52,1,2.259,2.259,0.3,0
1.2317,2.8895e+05,0.67913,285.14,-9.9882,0,1.0236e+05,0.030564,289.52,1,2.262,2.262,0.3,0
1.2316,2.8894e+05,0.6792,285.17,-9.8501,0,1.0236e+05,0.03041,289.51,1,2.265,2.265,0.3,0
1.2316,2.8894e+05,0.67927,285.19,-9.7133,0,1.0235e+05,0.030254,289.51,1,2.268,2.268,0.3,0
1.2315,2.8893e+05,0.67935,285.21,-9.5792,0,1.0235e+05,0.030091,289.5,1,2.271,2.271,0.3,0
1.2315,2.8892e+05,0.67942,285.24,-9.4462,0,1.0234e+05,0.029927,289.5,1,2.274,2.274,0.3,0
1.2314,2.8891e+05,0.6795,285.26,-9.3161,0,1.0233e+05,0.029755,289.49,1,2.277,2.277,0.3,0
1.2314,2.889e+05,0.67958,285.28,-9.1868,0,1.0233e+05,0.029582,289.49,1,2.28,2.28,0.3,0
1.2313,2.8889e+05,0.67966,285.31,-9.0606,0,1.0232e+05,0.029403,289.48,1,2.283,2.283,0.3,0
1.2313,2.8888e+05,0.67974,285.33,-8.9348,0,1.0232e+05,0.029224,289.47,1,2.286,2.286,0.3,0
1.2312,2.8887e+05,0.67983,285.35,-8.8124,0,1.0231e+05,0.029038,289.47,1,2.289,2.289,0.3,0
1.2312,2.8886e+05,0.67991,285.38,-8.6901,0,1.023e+05,0.028852,289.46,1,2.292,2.292,0.3,0
1.2311,2.8885e+05,0.67999,285.4,-8.5713,0,1.023e+05,0.02866,289.46,1,2.295,2.295,0.3,0
1.2311,2.8884e+05,0.68008,285.42,-8.4526,0,1.0229e+05,0.028468,289.45,1,2.298,2.298,0.3,0
1.231,2.8883e+05,0.68017,285.45,-8.3372,0,1.0228e+05,0.028272,289.44,1,2.301,2.301,0.3,0
1.231,2.8882e+05,0.68025,285.47,-8.222,0,1.0228e+05,0.028075,289.44,1,2.304,2.304,0.3,0
1.2309,2.8881e+05,0.68034,285.5,-8.1099,0,1.0227e+05,0.027874,289.43,1,2.307,2.307,0.3,0
1.2309,2.888e+05,0.68043,285.52,-7.9981,0,1.0226e+05,0.027673,289.42,1,2.31,2.31,0.3,0
