"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2308,2.8878e+05,0.68052,285.54,-7.8891,0,1.0225e+05,0.027469,289.42,1,2.313,2.313,0.3,0
1.2307,2.8877e+05,0.68061,285.57,-7.7807,0,1.0225e+05,0.027264,289.41,1,2.316,2.316,0.3,0
1.2307,2.8876e+05,0.6807,285.59,-7.6747,0,1.0224e+05,0.027057,289.4,1,2.319,2.319,0.3,0
1.2306,2.8875e+05,0.68079,285.62,-7.5695,0,1.0223e+05,0.026849,289.4,1,2.322,2.322,0.3,0
1.2306,2.8874e+05,0.68088,285.64,-7.4664,0,1.0223e+05,0.02664,289.39,1,2.325,2.325,0.3,0
1.2305,2.8873e+05,0.68097,285.66,-7.3644,0,1.0222e+05,0.026429,289.39,1,2.328,2.328,0.3,0
1.2304,2.8871e+05,0.68106,285.69,-7.2642,0,1.0221e+05,0.026218,289.38,1,2.331,2.331,0.3,0
1.2304,2.887e+05,0.68115,285.71,-7.1652,0,1.022e+05,0.026005,289.37,1,2.334,2.334,0.3,0
1.2303,2.8869e+05,0.68125,285.73,-7.0678,0,1.022e+05,0.025792,289.37,1,2.337,2.337,0.3,0
1.2303,2.8868e+05,0.68134,285.76,-6.9718,0,1.0219e+05,0.025578,289.36,1,2.34,2.34,0.3,0
1.2302,2.8867e+05,0.68143,285.78,-6.8771,0,1.0218e+05,0.025364,289.35,1,2.343,2.343,0.3,0
1.2301,2.8865e+05,0.68152,285.8,-6.784,0,1.0217e+05,0.025149,289.35,1,2.346,2.346,0.3,0
1.2301,2.8864e+05,0.68161,285.83,-6.6919,0,1.0217e+05,0.024934,289.34,1,2.349,2.349,0.3,0
1.23,2.8863e+05,0.68171,285.85,-6.6015,0,1.0216e+05,0.024719,289.33,1,2.352,2.352,0.3,0
1.23,2.8862e+05,0.6818,285.87,-6.512,0,1.0215e+05,0.024504,289.33,1,2.355,2.355,0.3,0
1.2299,2.8861e+05,0.68189,285.9,-6.4244,0,1.0214e+05,0.024288,289.32,1,2.358,2.358,0.3,0
1.2298,2.8859e+05,0.68198,285.92,-6.3373,0,1.0214e+05,0.024072,289.31,1,2.361,2.361,0.3,0
1.2298,2.8858e+05,0.68207,285.94,-6.2523,0,1.0213e+05,0.023857,289.31,1,2.364,2.364,0.3,0
1.2297,2.8857e+05,0.68217,285.96,-6.1677,0,1.0212e+05,0.023642,289.3,1,2.367,2.367,0.3,0
1.2296,2.8856e+05,0.68226,285.99,-6.0851,0,1.0211e+05,0.023427,289.29,1,2.37,2.37,0.3,0
1.2296,2.8854e+05,0.68235,286.01,-6.0029,0,1.0211e+05,0.023212,289.29,1,2.373,2.373,0.3,0
1.2295,2.8853e+05,0.68244,286.03,-5.9228,0,1.021e+05,0.022997,289.28,1,2.376,2.376,0.3,0
1.2295,2.8852e+05,0.68253,286.05,-5.8428,0,1.0209e+05,0.022783,289.27,1,2.379,2.379,0.3,0
1.2294,2.8851e+05,0.68262,286.07,-5.7651,0,1.0208e+05,0.02257,289.27,1,2.382,2.382,0.3,0
1.2293,2.885e+05,0.68271,286.1,-5.6874,0,1.0208e+05,0.022356,289.26,1,2.385,2.385,0.3,0
1.2293,2.8848e+05,0.6828,286.12,-5.612,0,1.0207e+05,0.022144,289.25,1,2.388,2.388,0.3,0
1.2292,2.8847e+05,0.68289,286.14,-5.5366,0,1.0206e+05,0.021932,289.25,1,2.391,2.391,0.3,0
1.2291,2.8846e+05,0.68298,286.16,-5.4632,0,1.0205e+05,0.021721,289.24,1,2.394,2.394,0.3,0
1.2291,2.8845e+05,0.68306,286.18,-5.39,0,1.0205e+05,0.021511,289.23,1,2.397,2.397,0.3,0
1.229,2.8844e+05,0.68315,286.2,-5.3187,0,1.0204e+05,0.021301,289.23,1,2.4,2.4,0.3,0
1.229,2.8842e+05,0.68324,286.22,-5.2477,0,1.0203e+05,0.021092,289.22,1,2.403,2.403,0.3,0
1.2289,2.8841e+05,0.68333,286.24,-5.1783,0,1.0203e+05,0.020885,289.21,1,2.406,2.406,0.3,0
1.2288,2.884e+05,0.68341,286.26,-5.1094,0,1.0202e+05,0.020677,289.21,1,2.409,2.409,0.3,0
1.2288,2.8839e+05,0.6835,286.28,-5.0419,0,1.0201e+05,0.020472,289.2,1,2.412,2.412,0.3,0
1.2287,2.8838e+05,0.68359,286.3,-4.975,0,1.02e+05,0.020266,289.2,1,2.415,2.415,0.3,0
1.2287,2.8836e+05,0.68367,286.33,-4.9094,0,1.02e+05,0.020062,289.19,1,2.418,2.418,0.3,0
1.2286,2.8835e+05,0.68376,286.34,-4.8445,0,1.0199e+05,0.019859,289.18,1,2.421,2.421,0.3,0
1.2286,2.8834e+05,0.68384,286.36,-4.7807,0,1.0198e+05,0.019657,289.18,1,2.424,2.424,0.3,0
1.2285,2.8833e+05,0.68393,286.38,-4.7177,0,1.0198e+05,0.019456,289.17,1,2.427,2.427,0.3,0
1.2284,2.8832e+05,0.68401,286.4,-4.6556,0,1.0197e+05,0.019256,289.17,1,2.43,2.43,0.3,0
1.2284,2.8831e+05,0.68409,286.42,-4.5945,0,1.0196e+05,0.019058,289.16,1,2.433,2.433,0.3,0
1.2283,2.883e+05,0.68417,286.44,-4.5341,0,1.0196e+05,0.01886,289.15,1,2.436,2.436,0.3,0
1.2283,2.8828e+05,0.68426,286.46,-4.4747,0,1.0195e+05,0.018664,289.15,1,2.439,2.439,0.3,0
1.2282,2.8827e+05,0.68434,286.48,-4.416,0,1.0194e+05,0.018468,289.14,1,2.442,2.442,0.3,0
1.2281,2.8826e+05,0.68442,286.5,-4.3584,0,1.0193e+05,0.018275,289.14,1,2.445,2.445,0.3,0
1.2281,2.8825e+05,0.6845,286.52,-4.3013,0,1.0193e+05,0.018082,289.13,1,2.448,2.448,0.3,0
1.228,2.8824e+05,0.68458,286.54,-4.2454,0,1.0192e+05,0.01789,289.12,1,2.451,2.451,0.3,0
1.228,2.8823e+05,0.68466,286.55,-4.1898,0,1.0192e+05,0.0177,289.12,1,2.454,2.454,0.3,0
1.2279,2.8822e+05,0.68474,286.57,-4.1355,0,1.0191e+05,0.017511,289.11,1,2.457,2.457,0.3,0
1.2279,2.8821e+05,0.68481,286.59,-4.0814,0,1.019e+05,0.017323,289.11,1,2.46,2.46,0.3,0
1.2278,2.882e+05,0.68489,286.61,-4.0288,0,1.019e+05,0.017137,289.1,1,2.463,2.463,0.3,0
1.2278,2.8819e+05,0.68497,286.62,-3.9762,0,1.0189e+05,0.016952,289.1,1,2.466,2.466,0.3,0
1.2277,2.8817e+05,0.68504,286.64,-3.925,0,1.0188e+05,0.016769,289.09,1,2.469,2.469,0.3,0
1.2277,2.8816e+05,0.68512,286.66,-3.8739,0,1.0188e+05,0.016586,289.09,1,2.472,2.472,0.3,0
1.2276,2.8815e+05,0.68519,286.68,-3.8242,0,1.0187e+05,0.016405,289.08,1,2.475,2.475,0.3,0
1.2276,2.8814e+05,0.68527,286.69,-3.7746,0,1.0186e+05,0.016225,289.07,1,2.478,2.478,0.3,0
1.2275,2.8813e+05,0.68534,286.71,-3.7262,0,1.0186e+05,0.016047,289.07,1,2.481,2.481,0.3,0
1.2274,2.8812e+05,0.68542,286.73,-3.678,0,1.0185e+05,0.01587,289.06,1,2.484,2.484,0.3,0
1.2274,2.8811e+05,0.68549,286.74,-3.631,0,1.0185e+05,0.015694,289.06,1,2.487,2.487,0.3,0
1.2273,2.881e+05,0.68556,286.76,-3.5842,0,1.0184e+05,0.01552,289.05,1,2.49,2.49,0.3,0
1.2273,2.8809e+05,0.68563,286.77,-3.5385,0,1.0183e+05,0.015347,289.05,1,2.493,2.493,0.3,0
1.2272,2.8808e+05,0.6857,286.79,-3.493,0,1.0183e+05,0.015175,289.04,1,2.496,2.496,0.3,0
1.2272,2.8807e+05,0.68577,286.81,-3.4485,0,1.0182e+05,0.015006,289.04,1,2.499,2.499,0.3,0
1.2271,2.8806e+05,0.68584,286.82,-3.4044,0,1.0182e+05,0.014837,289.03,1,2.502,2.502,0.3,0
1.2271,2.8805e+05,0.68591,286.84,-3.3611,0,1.0181e+05,0.014669,289.03,1,2.505,2.505,0.3,0
1.2271,2.8804e+05,0.68598,286.85,-3.3182,0,1.018e+05,0.014503,289.02,1,2.508,2.508,0.3,0
1.227,2.8803e+05,0.68605,286.87,-3.2761,0,1.018e+05,0.014339,289.02,1,2.511,2.511,0.3,0
1.227,2.8802e+05,0.68611,286.88,-3.2345,0,1.0179e+05,0.014175,289.01,1,2.514,2.514,0.3,0
1.2269,2.8802e+05,0.68618,286.9,-3.1935,0,1.0179e+05,0.014013,289.01,1,2.517,2.517,0.3,0
1.2269,2.8801e+05,0.68625,286.91,-3.1531,0,1.0178e+05,0.013853,289,1,2.52,2.52,0.3,0
1.2268,2.88e+05,0.68631,286.93,-3.1133,0,1.0178e+05,0.013693,289,1,2.523,2.523,0.3,0
1.2268,2.8799e+05,0.68638,286.94,-3.074,0,1.0177e+05,0.013536,288.99,1,2.526,2.526,0.3,0
1.2267,2.8798e+05,0.68644,286.96,-3.0352,0,1.0176e+05,0.013379,288.99,1,2.529,2.529,0.3,0
1.2267,2.8797e+05,0.68651,286.97,-2.9972,0,1.0176e+05,0.013224,288.98,1,2.532,2.532,0.3,0
1.2266,2.8796e+05,0.68657,286.98,-2.9594,0,1.0175e+05,0.01307,288.98,1,2.535,2.535,0.3,0
1.2266,2.8795e+05,0.68663,287,-2.9224,0,1.0175e+05,0.012918,288.98,1,2.538,2.538,0.3,0
1.2265,2.8794e+05,0.68669,287.01,-2.8857,0,1.0174e+05,0.012766,288.97,1,2.541,2.541,0.3,0
1.2265,2.8793e+05,0.68676,287.03,-2.8498,0,1.0174e+05,0.012617,288.97,1,2.544,2.544,0.3,0
1.2265,2.8793e+05,0.68682,287.04,-2.814,0,1.0173e+05,0.012468,288.96,1,2.547,2.547,0.3,0
1.2264,2.8792e+05,0.68688,287.05,-2.7792,0,1.0173e+05,0.012321,288.96,1,2.55,2.55,0.3,0
1.2264,2.8791e+05,0.68694,287.07,-2.7444,0,1.0172e+05,0.012175,288.95,1,2.553,2.553,0.3,0
1.2263,2.879e+05,0.687,287.08,-2.7106,0,1.0172e+05,0.012031,288.95,1,2.556,2.556,0.3,0
1.2263,2.8789e+05,0.68706,287.09,-2.6767,0,1.0171e+05,0.011887,288.94,1,2.559,2.559,0.3,0
1.2262,2.8788e+05,0.68711,287.1,-2.6439,0,1.0171e+05,0.011746,288.94,1,2.562,2.562,0.3,0
1.2262,2.8788e+05,0.68717,287.12,-2.611,0,1.017e+05,0.011605,288.94,1,2.565,2.565,0.3,0
1.2262,2.8787e+05,0.68723,287.13,-2.579,0,1.017e+05,0.011466,288.93,1,2.568,2.568,0.3,0
1.2261,2.8786e+05,0.68729,287.14,-2.5471,0,1.0169e+05,0.011328,288.93,1,2.571,2.571,0.3,0
1.2261,2.8785e+05,0.68734,287.15,-2.516,0,1.0169e+05,0.011191,288.92,1,2.574,2.574,0.3,0
1.226,2.8784e+05,0.6874,287.17,-2.485,0,1.0168e+05,0.011055,288.92,1,2.577,2.577,0.3,0
1.226,2.8784e+05,0.68745,287.18,-2.4548,0,1.0168e+05,0.010922,288.92,1,2.58,2.58,0.3,0
1.226,2.8783e+05,0.68751,287.19,-2.4247,0,1.0167e+05,0.010788,288.91,1,2.583,2.583,0.3,0
1.2259,2.8782e+05,0.68756,287.2,-2.3953,0,1.0167e+05,0.010657,288.91,1,2.586,2.586,0.3,0
1.2259,2.8781e+05,0.68761,287.21,-2.3661,0,1.0167e+05,0.010526,288.9,1,2.589,2.589,0.3,0
1.2258,2.878e+05,0.68767,287.23,-2.3374,0,1.0166e+05,0.010397,288.9,1,2.592,2.592,0.3,0
1.2258,2.878e+05,0.68772,287.24,-2.3091,0,1.0166e+05,0.010268,288.9,1,2.595,2.595,0.3,0
1.2258,2.8779e+05,0.68777,287.25,-2.2812,0,1.0165e+05,0.010142,288.89,1,2.598,2.598,0.3,0
1.2257,2.8778e+05,0.68782,287.26,-2.2537,0,1.0165e+05,0.010016,288.89,1,2.601,2.601,0.3,0
1.2257,2.8778e+05,0.68787,287.27,-2.2266,0,1.0164e+05,0.0098913,288.89,1,2.604,2.604,0.3,0
1.2257,2.8777e+05,0.68792,287.28,-2.1999,0,1.0164e+05,0.0097679,288.88,1,2.607,2.607,0.3,0
1.2256,2.8776e+05,0.68797,287.29,-2.1735,0,1.0164e+05,0.0096456,288.88,1,2.61,2.61,0.3,0
1.2256,2.8775e+05,0.68802,287.3,-2.1476,0,1.0163e+05,0.0095247,288.87,1,2.613,2.613,0.3,0
1.2256,2.8775e+05,0.68807,287.31,-2.1219,0,1.0163e+05,0.0094046,288.87,1,2.616,2.616,0.3,0
1.2255,2.8774e+05,0.68812,287.32,-2.0968,0,1.0162e+05,0.009286,288.87,1,2.619,2.619,0.3,0
1.2255,2.8773e+05,0.68817,287.34,-2.0718,0,1.0162e+05,0.009168,288.86,1,2.622,2.622,0.3,0
1.2255,2.8773e+05,0.68822,287.35,-2.0474,0,1.0161e+05,0.0090517,288.86,1,2.625,2.625,0.3,0
1.2254,2.8772e+05,0.68826,287.36,-2.0231,0,1.0161e+05,0.0089359,288.86,1,2.628,2.628,0.3,0
1.2254,2.8771e+05,0.68831,287.37,-1.9994,0,1.0161e+05,0.0088219,288.85,1,2.631,2.631,0.3,0
1.2254,2.8771e+05,0.68836,287.38,-1.9759,0,1.016e+05,0.0087082,288.85,1,2.634,2.634,0.3,0
1.2253,2.877e+05,0.6884,287.39,-1.9529,0,1.016e+05,0.0085964,288.85,1,2.637,2.637,0.3,0
1.2253,2.8769e+05,0.68845,287.4,-1.9299,0,1.0159e+05,0.0084848,288.84,1,2.64,2.64,0.3,0
1.2253,2.8769e+05,0.68849,287.41,-1.9076,0,1.0159e+05,0.0083752,288.84,1,2.643,2.643,0.3,0
1.2252,2.8768e+05,0.68854,287.42,-1.8853,0,1.0159e+05,0.0082656,288.84,1,2.646,2.646,0.3,0
1.2252,2.8767e+05,0.68858,287.42,-1.8637,0,1.0158e+05,0.0081581,288.83,1,2.649,2.649,0.3,0
1.2252,2.8767e+05,0.68863,287.43,-1.842,0,1.0158e+05,0.0080507,288.83,1,2.652,2.652,0.3,0
1.2251,2.8766e+05,0.68867,287.44,-1.821,0,1.0158e+05,0.0079452,288.83,1,2.655,2.655,0.3,0
1.2251,2.8766e+05,0.68871,287.45,-1.8,0,1.0157e+05,0.0078398,288.82,1,2.658,2.658,0.3,0
1.2251,2.8765e+05,0.68875,287.46,-1.7795,0,1.0157e+05,0.0077362,288.82,1,2.661,2.661,0.3,0
1.225,2.8764e+05,0.6888,287.47,-1.7592,0,1.0157e+05,0.0076328,288.82,1,2.664,2.664,0.3,0
1.225,2.8764e+05,0.68884,287.48,-1.7393,0,1.0156e+05,0.0075311,288.82,1,2.667,2.667,0.3,0
1.225,2.8763e+05,0.68888,287.49,-1.7196,0,1.0156e+05,0.0074298,288.81,1,2.67,2.67,0.3,0
1.225,2.8763e+05,0.68892,287.5,-1.7002,0,1.0155e+05,0.0073299,288.81,1,2.673,2.673,0.3,0
1.2249,2.8762e+05,0.68896,287.51,-1.6811,0,1.0155e+05,0.0072305,288.81,1,2.676,2.676,0.3,0
1.2249,2.8761e+05,0.689,287.51,-1.6623,0,1.0155e+05,0.0071325,288.8,1,2.679,2.679,0.3,0
1.2249,2.8761e+05,0.68904,287.52,-1.6438,0,1.0154e+05,0.007035,288.8,1,2.682,2.682,0.3,0
1.2248,2.876e+05,0.68908,287.53,-1.6255,0,1.0154e+05,0.0069387,288.8,1,2.685,2.685,0.3,0
1.2248,2.876e+05,0.68912,287.54,-1.6075,0,1.0154e+05,0.0068431,288.8,1,2.688,2.688,0.3,0
1.2248,2.8759e+05,0.68916,287.55,-1.5898,0,1.0153e+05,0.0067485,288.79,1,2.691,2.691,0.3,0
1.2248,2.8759e+05,0.68919,287.56,-1.5724,0,1.0153e+05,0.0066548,288.79,1,2.694,2.694,0.3,0
1.2247,2.8758e+05,0.68923,287.56,-1.5552,0,1.0153e+05,0.0065618,288.79,1,2.697,2.697,0.3,0
1.2247,2.8758e+05,0.68927,287.57,-1.5383,0,1.0152e+05,0.0064699,288.78,1,2.7,2.7,0.3,0
1.2247,2.8757e+05,0.68931,287.58,-1.5216,0,1.0152e+05,0.0063786,288.78,1,2.703,2.703,0.3,0
1.2246,2.8756e+05,0.68934,287.59,-1.5052,0,1.0152e+05,0.0062884,288.78,1,2.706,2.706,0.3,0
1.2246,2.8756e+05,0.68938,287.6,-1.489,0,1.0152e+05,0.0061987,288.78,1,2.709,2.709,0.3,0
1.2246,2.8755e+05,0.68942,287.6,-1.4732,0,1.0151e+05,0.0061102,288.77,1,2.712,2.712,0.3,0
1.2246,2.8755e+05,0.68945,287.61,-1.4575,0,1.0151e+05,0.0060221,288.77,1,2.715,2.715,0.3,0
1.2245,2.8754e+05,0.68949,287.62,-1.4421,0,1.0151e+05,0.0059353,288.77,1,2.718,2.718,0.3,0
1.2245,2.8754e+05,0.68952,287.63,-1.4268,0,1.015e+05,0.0058487,288.77,1,2.721,2.721,0.3,0
1.2245,2.8753e+05,0.68956,287.63,-1.412,0,1.015e+05,0.0057635,288.76,1,2.724,2.724,0.3,0
1.2245,2.8753e+05,0.68959,287.64,-1.3972,0,1.015e+05,0.0056784,288.76,1,2.727,2.727,0.3,0
1.2244,2.8752e+05,0.68963,287.65,-1.3828,0,1.0149e+05,0.0055948,288.76,1,2.73,2.73,0.3,0
1.2244,2.8752e+05,0.68966,287.66,-1.3684,0,1.0149e+05,0.0055111,288.76,1,2.733,2.733,0.3,0
1.2244,2.8751e+05,0.68969,287.66,-1.3545,0,1.0149e+05,0.005429,288.75,1,2.736,2.736,0.3,0
1.2244,2.8751e+05,0.68973,287.67,-1.3406,0,1.0149e+05,0.0053469,288.75,1,2.739,2.739,0.3,0
1.2243,2.8751e+05,0.68976,287.68,-1.3272,0,1.0148e+05,0.0052662,288.75,1,2.742,2.742,0.3,0
1.2243,2.875e+05,0.68979,287.68,-1.3137,0,1.0148e+05,0.0051855,288.75,1,2.745,2.745,0.3,0
1.2243,2.875e+05,0.68982,287.69,-1.3007,0,1.0148e+05,0.0051062,288.74,1,2.748,2.748,0.3,0
1.2243,2.8749e+05,0.68986,287.7,-1.2877,0,1.0147e+05,0.005027,288.74,1,2.751,2.751,0.3,0
1.2243,2.8749e+05,0.68989,287.7,-1.275,0,1.0147e+05,0.0049489,288.74,1,2.754,2.754,0.3,0
1.2242,2.8748e+05,0.68992,287.71,-1.2625,0,1.0147e+05,0.0048712,288.74,1,2.757,2.757,0.3,0
1.2242,2.8748e+05,0.68995,287.72,-1.2502,0,1.0147e+05,0.0047944,288.73,1,2.76,2.76,0.3,0
1.2242,2.8747e+05,0.68998,287.72,-1.2381,0,1.0146e+05,0.004718,288.73,1,2.763,2.763,0.3,0
1.2242,2.8747e+05,0.69001,287.73,-1.2262,0,1.0146e+05,0.0046424,288.73,1,2.766,2.766,0.3,0
1.2241,2.8746e+05,0.69004,287.74,-1.2145,0,1.0146e+05,0.0045673,288.73,1,2.769,2.769,0.3,0
1.2241,2.8746e+05,0.69007,287.74,-1.2031,0,1.0146e+05,0.004493,288.73,1,2.772,2.772,0.3,0
1.2241,2.8746e+05,0.6901,287.75,-1.1918,0,1.0145e+05,0.0044192,288.72,1,2.775,2.775,0.3,0
1.2241,2.8745e+05,0.69013,287.76,-1.1807,0,1.0145e+05,0.004346,288.72,1,2.778,2.778,0.3,0
1.2241,2.8745e+05,0.69016,287.76,-1.1698,0,1.0145e+05,0.0042734,288.72,1,2.781,2.781,0.3,0
1.224,2.8744e+05,0.69019,287.77,-1.1591,0,1.0145e+05,0.0042014,288.72,1,2.784,2.784,0.3,0
1.224,2.8744e+05,0.69022,287.78,-1.1485,0,1.0144e+05,0.0041301,288.71,1,2.787,2.787,0.3,0
1.224,2.8743e+05,0.69025,287.78,-1.1382,0,1.0144e+05,0.0040591,288.71,1,2.79,2.79,0.3,0
1.224,2.8743e+05,0.69028,287.79,-1.1281,0,1.0144e+05,0.0039889,288.71,1,2.793,2.793,0.3,0
1.2239,2.8743e+05,0.69031,287.79,-1.1181,0,1.0144e+05,0.0039191,288.71,1,2.796,2.796,0.3,0
1.2239,2.8742e+05,0.69033,287.8,-1.1083,0,1.0143e+05,0.00385,288.71,1,2.799,2.799,0.3,0
1.2239,2.8742e+05,0.69036,287.81,-1.0987,0,1.0143e+05,0.0037812,288.7,1,2.802,2.802,0.3,0
1.2239,2.8741e+05,0.69039,287.81,-1.0893,0,1.0143e+05,0.0037132,288.7,1,2.805,2.805,0.3,0
1.2239,2.8741e+05,0.69042,287.82,-1.08,0,1.0143e+05,0.0036454,288.7,1,2.808,2.808,0.3,0
1.2238,2.8741e+05,0.69044,287.82,-1.071,0,1.0142e+05,0.0035784,288.7,1,2.811,2.811,0.3,0
1.2238,2.874e+05,0.69047,287.83,-1.062,0,1.0142e+05,0.0035116,288.7,1,2.814,2.814,0.3,0
1.2238,2.874e+05,0.6905,287.83,-1.0534,0,1.0142e+05,0.0034456,288.69,1,2.817,2.817,0.3,0
1.2238,2.8739e+05,0.69053,287.84,-1.0447,0,1.0142e+05,0.0033797,288.69,1,2.82,2.82,0.3,0
1.2238,2.8739e+05,0.69055,287.85,-1.0364,0,1.0142e+05,0.0033147,288.69,1,2.823,2.823,0.3,0
1.2238,2.8739e+05,0.69058,287.85,-1.0281,0,1.0141e+05,0.0032498,288.69,1,2.826,2.826,0.3,0
1.2237,2.8738e+05,0.6906,287.86,-1.0202,0,1.0141e+05,0.0031857,288.69,1,2.829,2.829,0.3,0
1.2237,2.8738e+05,0.69063,287.86,-1.0122,0,1.0141e+05,0.0031217,288.69,1,2.832,2.832,0.3,0
1.2237,2.8738e+05,0.69066,287.87,-1.0046,0,1.0141e+05,0.0030584,288.68,1,2.835,2.835,0.3,0
1.2237,2.8737e+05,0.69068,287.87,-0.99694,0,1.014e+05,0.0029953,288.68,1,2.838,2.838,0.3,0
1.2237,2.8737e+05,0.69071,287.88,-0.9896,0,1.014e+05,0.0029329,288.68,1,2.841,2.841,0.3,0
1.2236,2.8736e+05,0.69073,287.88,-0.98231,0,1.014e+05,0.0028706,288.68,1,2.844,2.844,0.3,0
1.2236,2.8736e+05,0.69076,287.89,-0.97528,0,1.014e+05,0.0028089,288.68,1,2.847,2.847,0.3,0
1.2236,2.8736e+05,0.69078,287.89,-0.96832,0,1.014e+05,0.0027475,288.67,1,2.85,2.85,0.3,0
1.2236,2.8735e+05,0.69081,287.9,-0.96158,0,1.0139e+05,0.0026866,288.67,1,2.853,2.853,0.3,0
1.2236,2.8735e+05,0.69083,287.9,-0.95495,0,1.0139e+05,0.0026259,288.67,1,2.856,2.856,0.3,0
1.2236,2.8735e+05,0.69086,287.91,-0.94851,0,1.0139e+05,0.0025657,288.67,1,2.859,2.859,0.3,0
1.2235,2.8734e+05,0.69088,287.91,-0.94219,0,1.0139e+05,0.0025058,288.67,1,2.862,2.862,0.3,0
1.2235,2.8734e+05,0.6909,287.92,-0.93604,0,1.0138e+05,0.0024462,288.67,1,2.865,2.865,0.3,0
1.2235,2.8734e+05,0.69093,287.92,-0.93003,0,1.0138e+05,0.0023871,288.66,1,2.868,2.868,0.3,0
1.2235,2.8733e+05,0.69095,287.93,-0.92417,0,1.0138e+05,0.0023282,288.66,1,2.871,2.871,0.3,0
1.2235,2.8733e+05,0.69098,287.93,-0.91848,0,1.0138e+05,0.0022697,288.66,1,2.874,2.874,0.3,0
1.2234,2.8733e+05,0.691,287.94,-0.9129,0,1.0138e+05,0.0022114,288.66,1,2.877,2.877,0.3,0
1.2234,2.8732e+05,0.69102,287.94,-0.90751,0,1.0137e+05,0.0021535,288.66,1,2.88,2.88,0.3,0
1.2234,2.8732e+05,0.69105,287.95,-0.90221,0,1.0137e+05,0.0020959,288.65,1,2.883,2.883,0.3,0
1.2234,2.8732e+05,0.69107,287.95,-0.89712,0,1.0137e+05,0.0020386,288.65,1,2.886,2.886,0.3,0
1.2234,2.8731e+05,0.69109,287.96,-0.89211,0,1.0137e+05,0.0019815,288.65,1,2.889,2.889,0.3,0
1.2234,2.8731e+05,0.69112,287.96,-0.88731,0,1.0137e+05,0.0019248,288.65,1,2.892,2.892,0.3,0
1.2233,2.8731e+05,0.69114,287.97,-0.88257,0,1.0136e+05,0.0018683,288.65,1,2.895,2.895,0.3,0
1.2233,2.873e+05,0.69116,287.97,-0.87806,0,1.0136e+05,0.0018121,288.65,1,2.898,2.898,0.3,0
1.2233,2.873e+05,0.69118,287.98,-0.87359,0,1.0136e+05,0.0017561,288.64,1,2.901,2.901,0.3,0
1.2233,2.873e+05,0.69121,287.98,-0.86938,0,1.0136e+05,0.0017004,288.64,1,2.904,2.904,0.3,0
1.2233,2.8729e+05,0.69123,287.99,-0.86518,0,1.0136e+05,0.0016448,288.64,1,2.907,2.907,0.3,0
1.2233,2.8729e+05,0.69125,287.99,-0.86125,0,1.0136e+05,0.0015897,288.64,1,2.91,2.91,0.3,0
1.2232,2.8729e+05,0.69127,288,-0.85732,0,1.0135e+05,0.0015345,288.64,1,2.913,2.913,0.3,0
1.2232,2.8728e+05,0.6913,288,-0.85367,0,1.0135e+05,0.0014798,288.64,1,2.916,2.916,0.3,0
1.2232,2.8728e+05,0.69132,288.01,-0.85002,0,1.0135e+05,0.0014251,288.64,1,2.919,2.919,0.3,0
1.2232,2.8728e+05,0.69134,288.01,-0.84663,0,1.0135e+05,0.0013708,288.63,1,2.922,2.922,0.3,0
1.2232,2.8727e+05,0.69136,288.02,-0.84326,0,1.0135e+05,0.0013165,288.63,1,2.925,2.925,0.3,0
1.2232,2.8727e+05,0.69138,288.02,-0.84013,0,1.0134e+05,0.0012625,288.63,1,2.928,2.928,0.3,0
1.2232,2.8727e+05,0.69141,288.02,-0.83705,0,1.0134e+05,0.0012086,288.63,1,2.931,2.931,0.3,0
1.2231,2.8726e+05,0.69143,288.03,-0.83417,0,1.0134e+05,0.0011549,288.63,1,2.934,2.934,0.3,0
1.2231,2.8726e+05,0.69145,288.03,-0.83136,0,1.0134e+05,0.0011013,288.63,1,2.937,2.937,0.3,0
1.2231,2.8726e+05,0.69147,288.04,-0.82874,0,1.0134e+05,0.0010479,288.62,1,2.94,2.94,0.3,0
1.2231,2.8725e+05,0.69149,288.04,-0.8262,0,1.0133e+05,0.00099467,288.62,1,2.943,2.943,0.3,0
1.2231,2.8725e+05,0.69151,288.05,-0.82384,0,1.0133e+05,0.00094157,288.62,1,2.946,2.946,0.3,0
1.2231,2.8725e+05,0.69153,288.05,-0.82157,0,1.0133e+05,0.00088858,288.62,1,2.949,2.949,0.3,0
1.223,2.8724e+05,0.69156,288.06,-0.81946,0,1.0133e+05,0.00083571,288.62,1,2.952,2.952,0.3,0
1.223,2.8724e+05,0.69158,288.06,-0.81747,0,1.0133e+05,0.00078296,288.62,1,2.955,2.955,0.3,0
1.223,2.8724e+05,0.6916,288.07,-0.8156,0,1.0133e+05,0.0007303,288.61,1,2.958,2.958,0.3,0
1.223,2.8724e+05,0.69162,288.07,-0.81388,0,1.0132e+05,0.00067776,288.61,1,2.961,2.961,0.3,0
1.223,2.8723e+05,0.69164,288.07,-0.81227,0,1.0132e+05,0.00062529,288.61,1,2.964,2.964,0.3,0
1.223,2.8723e+05,0.69166,288.08,-0.81081,0,1.0132e+05,0.00057292,288.61,1,2.967,2.967,0.3,0
1.2229,2.8723e+05,0.69168,288.08,-0.80944,0,1.0132e+05,0.0005206,288.61,1,2.97,2.97,0.3,0
