"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          76,      -5.545355516,      -2.313213253,      -3.420499985,    -0.04162449023
          0,           0,          77,      -5.559742972,      -2.322274628,      -3.442004067,    -0.05125500354
          0,           0,          78,      -5.574114345,      -2.331310869,      -3.463645154,    -0.06081340066
          0,           0,          79,      -5.588490538,       -2.34032706,      -3.485421262,    -0.07032085232
          0,           0,          80,      -5.602878792,      -2.349327995,      -3.507325746,    -0.07978570549
          0,           0,          81,      -5.617276347,      -2.358318239,      -3.529348778,     -0.0892080862
          0,           0,          82,      -5.631673762,      -2.367302042,      -3.551480063,    -0.09858341267
          0,           0,          83,      -5.646058176,      -2.376283365,      -3.573712153,     -0.1079053688
          0,           0,          84,      -5.660416045,      -2.385265873,      -3.596042635,     -0.1171682634
          0,           0,          85,      -5.674735396,      -2.394252931,      -3.618474489,     -0.1263686984
          0,           0,          86,      -5.689007177,      -2.403247536,      -3.641014779,     -0.1355062948
          0,           0,          87,      -5.703226217,      -2.412252431,      -3.663672337,     -0.1445840214
          0,           0,          88,      -5.717391359,      -2.421270159,      -3.686455588,     -0.1536078201
          0,           0,          89,       -5.73150502,      -2.430303099,      -3.709370862,     -0.1625858772
          0,           0,          90,      -5.745572619,      -2.439353537,      -3.732421548,     -0.1715278918
          0,           0,          91,      -5.759601931,      -2.448423716,      -3.755608038,     -0.1804444244
          0,           0,          92,      -5.773602475,      -2.457515869,      -3.778928222,     -0.1893463578
          0,           0,          93,      -5.787584923,      -2.466632256,      -3.802378243,     -0.1982444559
          0,           0,          94,      -5.801560485,      -2.475775165,      -3.825953012,     -0.2071489849
          0,           0,          95,      -5.815540316,      -2.484946927,      -3.849646563,     -0.2160693863
          0,           0,          96,      -5.829534925,      -2.494149909,      -3.873452255,     -0.2250140088
          0,           0,          97,      -5.843553618,      -2.503386501,       -3.89736285,       -0.23398989
          0,           0,          98,      -5.857604049,      -2.512659093,      -3.921370578,     -0.2430026254
          0,           0,          99,       -5.87169192,      -2.521970047,      -3.945467395,     -0.2520563531
          0,           0,         100,      -5.885820894,      -2.531321674,      -3.969642765,     -0.2611538476
          0,           0,         101,      -5.899992819,      -2.540716196,      -3.993887109,     -0.2702967763
          0,           0,         102,      -5.914208094,      -2.550155745,      -4.018190263,      -0.279486011
          0,           0,         103,      -5.928466074,      -2.559642378,        -4.0425405,     -0.2887219093
          0,           0,         104,      -5.942765589,      -2.569177866,       -4.06693078,      -0.298004628
          0,           0,         105,      -5.957105316,      -2.578763918,      -4.091346698,     -0.3073343352
          0,           0,         106,      -5.971484359,        -2.5884021,      -4.115775352,     -0.3167114684
          0,           0,         107,      -5.985902339,      -2.598093811,      -4.140202424,     -0.3261367365
          0,           0,         108,      -6.000359536,      -2.607840293,      -4.164611908,     -0.3356111551
          0,           0,         109,      -6.014857072,      -2.617642685,      -4.188987268,     -0.3451360871
          0,           0,         110,      -6.029396669,      -2.627501985,      -4.213309803,     -0.3547130775
          0,           0,         111,      -6.043980556,      -2.637419062,      -4.237558836,     -0.3643438133
          0,           0,         112,      -6.058611346,      -2.647394709,       -4.26171359,     -0.3740300364
          0,           0,         113,      -6.073291621,      -2.657429623,      -4.285750226,     -0.3837733495
          0,           0,         114,      -6.088024019,      -2.667524408,      -4.309644018,     -0.3935752844
          0,           0,         115,      -6.102810854,      -2.677679537,      -4.333369192,     -0.4034371181
          0,           0,         116,      -6.117654174,      -2.687895477,        -4.3568979,     -0.4133599686
          0,           0,         117,      -6.132555539,      -2.698172638,      -4.380201403,     -0.4233447001
          0,           0,         118,      -6.147516013,      -2.708511387,      -4.403250178,     -0.4333919423
          0,           0,         119,      -6.162536159,      -2.718912023,      -4.426014316,     -0.4435020972
          0,           0,         120,      -6.177616103,      -2.729374797,      -4.448463774,     -0.4536753858
          0,           0,         121,      -6.192755644,       -2.73989991,      -4.470568801,     -0.4639119006
          0,           0,         122,       -6.20795434,      -2.750487524,      -4.492300457,     -0.4742116502
          0,           0,         123,      -6.223211609,      -2.761137759,      -4.513631138,     -0.4845745979
          0,           0,         124,       -6.23852682,      -2.771850698,      -4.534535127,      -0.495000693
          0,           0,         125,       -6.25389936,       -2.78262639,      -4.554989098,     -0.5054898935
          0,           0,         126,      -6.269328695,      -2.793464852,      -4.574972589,     -0.5160421794
          0,           0,         127,      -6.284814391,      -2.804366073,      -4.594468404,     -0.5266575571
          0,           0,         128,      -6.300356122,      -2.815330014,      -4.613462929,      -0.537336057
          0,           0,         129,      -6.315953626,      -2.826356621,      -4.631946382,      -0.548077728
          0,           0,         130,      -6.331606722,      -2.837445796,      -4.649912919,     -0.5588825945
          0,           0,         131,      -6.347315318,      -2.848597439,      -4.667360412,     -0.5697507271
          0,           0,         132,      -6.363079266,      -2.859811434,      -4.684291161,       -0.58068216
          0,           0,         133,       -6.37889831,      -2.871087648,      -4.700711319,     -0.5916768847
          0,           0,         134,      -6.394772083,      -2.882425934,      -4.716630572,     -0.6027348538
          0,           0,         135,      -6.410700084,      -2.893826137,      -4.732061905,     -0.6138559801
          0,           0,         136,      -6.426681662,      -2.905288087,       -4.74702134,     -0.6250401366
          0,           0,         137,      -6.442716012,      -2.916811609,       -4.76152762,     -0.6362871608
          0,           0,         138,      -6.458802172,      -2.928396518,      -4.775601833,      -0.647596857
          0,           0,         139,       -6.47493903,      -2.940042624,      -4.789266997,     -0.6589690025
          0,           0,         140,      -6.491125352,       -2.95174973,      -4.802547658,     -0.6704033563
          0,           0,         141,      -6.507359793,      -2.963517634,      -4.815469467,     -0.6818996648
          0,           0,         142,      -6.523640926,      -2.975346129,      -4.828058785,     -0.6934576686
          0,           0,         143,      -6.539967263,      -2.987235002,      -4.840342293,      -0.705077108
          0,           0,         144,      -6.556337265,      -2.999184041,      -4.852346649,     -0.7167577275
          0,           0,         145,      -6.572749363,      -3.011193026,       -4.86409817,     -0.7284992776
          0,           0,         146,      -6.589201954,      -3.023261737,      -4.875622549,     -0.7403015166
          0,           0,         147,      -6.605693407,      -3.035389952,      -4.886944628,     -0.7521642105
          0,           0,         148,      -6.622222054,      -3.047577448,      -4.898088201,     -0.7640871311
          0,           0,         149,       -6.63878618,      -3.059823998,      -4.909075873,     -0.7760700551
          0,           0,         150,      -6.655384004,      -3.072129384,      -4.919928931,     -0.7881127664
          0,           0,         151,      -6.672013674,      -3.084493382,      -4.930667315,     -0.8002150463
          0,           0,         152,      -6.688673266,      -3.096915758,      -4.941309654,      -0.812376668
          0,           0,         153,      -6.705360754,      -3.109396287,      -4.951873133,     -0.8245974079
          0,           0,         154,      -6.722073996,      -3.121934745,      -4.962373556,     -0.8368770378
          0,           0,         155,      -6.738810742,      -3.134530907,      -4.972825443,     -0.8492153278
          0,           0,         156,      -6.755568622,       -3.14718455,      -4.983242027,     -0.8616120449
          0,           0,         157,      -6.772345145,      -3.159895453,      -4.993635346,     -0.8740669535
          0,           0,         158,      -6.789137702,      -3.172663396,       -5.00401632,     -0.8865798158
          0,           0,         159,      -6.805943562,      -3.185488158,      -5.014394817,     -0.8991503927
          0,           0,         160,      -6.822759889,      -3.198369522,      -5.024779733,     -0.9117784465
          0,           0,         161,      -6.839583732,      -3.211307273,      -5.035179076,     -0.9244637394
          0,           0,         162,      -6.856412044,      -3.224301195,       -5.04559999,     -0.9372060386
          0,           0,         163,      -6.873241673,      -3.237351076,      -5.056048873,     -0.9500051116
          0,           0,         164,      -6.890069369,      -3.250456704,      -5.066531415,     -0.9628607285
          0,           0,         165,      -6.906891787,      -3.263617871,      -5.077052663,     -0.9757726628
          0,           0,         166,      -6.923705491,      -3.276834367,      -5.087617075,      -0.988740691
          0,           0,         167,      -6.940506955,      -3.290105988,       -5.09822857,      -1.001764592
          0,           0,         168,      -6.957292563,       -3.30343253,      -5.108890578,      -1.014844147
          0,           0,         169,      -6.974058616,      -3.316813791,      -5.119606103,      -1.027979142
          0,           0,         170,      -6.990801321,      -3.330249571,      -5.130377702,       -1.04116936
          0,           0,         171,      -7.007516806,      -3.343739672,       -5.14120759,      -1.054414589
          0,           0,         172,      -7.024201122,      -3.357283898,      -5.152097658,      -1.067714617
          0,           0,         173,      -7.040850255,      -3.370882057,      -5.163049504,      -1.081069234
          0,           0,         174,      -7.057460129,      -3.384533955,      -5.174064447,      -1.094478231
          0,           0,         175,      -7.074026626,      -3.398239404,      -5.185143643,      -1.107941403
          0,           0,         176,      -7.090545595,      -3.411998217,      -5.196288033,      -1.121458545
          0,           0,         177,      -7.107012856,      -3.425810207,      -5.207498357,      -1.135029456
          0,           0,         178,      -7.123424199,      -3.439675192,      -5.218775166,      -1.148653929
          0,           0,         179,      -7.139775418,      -3.453592989,      -5.230118874,      -1.162331765
          0,           0,         180,      -7.156062324,       -3.46756342,      -5.241529771,      -1.176062762
          0,           0,         181,      -7.172280765,      -3.481586308,      -5.253008048,      -1.189846724
          0,           0,         182,      -7.188426656,      -3.495661478,      -5.264553814,      -1.203683454
          0,           0,         183,       -7.20449599,      -3.509788756,       -5.27616711,      -1.217572762
          0,           0,         184,      -7.220484864,      -3.523967972,      -5.287847907,      -1.231514457
          0,           0,         185,       -7.23638949,      -3.538198955,      -5.299596122,      -1.245508353
          0,           0,         186,      -7.252206215,      -3.552481541,      -5.311411616,      -1.259554266
          0,           0,         187,       -7.26793154,      -3.566815564,      -5.323294204,      -1.273652016
          0,           0,         188,      -7.283562148,      -3.581200872,       -5.33524367,      -1.287801433
          0,           0,         189,      -7.299095022,      -3.595637329,      -5.347259782,      -1.302002368
          0,           0,         190,      -7.314527295,      -3.610124806,       -5.35934229,      -1.316254668
          0,           0,         191,      -7.329856077,      -3.624663091,      -5.371490975,      -1.330558106
          0,           0,         192,      -7.345078908,      -3.639252027,      -5.383705476,      -1.344912509
          0,           0,         193,       -7.36019357,      -3.653891455,       -5.39598541,      -1.359317701
          0,           0,         194,       -7.37519811,      -3.668581222,      -5.408330395,      -1.373773509
          0,           0,         195,      -7.390090862,      -3.683321176,      -5.420740026,      -1.388279761
          0,           0,         196,      -7.404870455,      -3.698111166,      -5.433213894,      -1.402836292
          0,           0,         197,      -7.419535823,      -3.712951044,      -5.445751608,      -1.417442936
          0,           0,         198,      -7.434086209,      -3.727840664,      -5.458352785,      -1.432099531
          0,           0,         199,      -7.448521176,      -3.742779882,      -5.471017047,      -1.446805915
          0,           0,         200,      -7.462840608,      -3.757768556,      -5.483744026,      -1.461561928
          0,           0,         201,      -7.477044713,      -3.772806544,      -5.496533351,      -1.476367412
          0,           0,         202,      -7.491134023,      -3.787893707,      -5.509384652,       -1.49122221
          0,           0,         203,      -7.505109384,      -3.803029907,      -5.522297563,      -1.506126166
          0,           0,         204,      -7.518971954,      -3.818215007,      -5.535271726,      -1.521079128
          0,           0,         205,      -7.532723196,      -3.833448874,      -5.548306774,      -1.536080943
          0,           0,         206,      -7.546364861,      -3.848731372,      -5.561402361,       -1.55113146
          0,           0,         207,      -7.559898987,       -3.86406237,      -5.574558133,      -1.566230529
          0,           0,         208,      -7.573327949,      -3.879441776,      -5.587773747,       -1.58137804
          0,           0,         209,       -7.58665448,      -3.894869564,       -5.60104886,      -1.596573942
          0,           0,         210,      -7.599881097,      -3.910345457,      -5.614383178,      -1.611817954
          0,           0,         211,      -7.613010819,      -3.925869332,      -5.627776397,      -1.627109936
          0,           0,         212,      -7.626046854,      -3.941441062,      -5.641228238,      -1.642449745
          0,           0,         213,      -7.638992599,      -3.957060522,      -5.654738401,       -1.65783724
          0,           0,         214,      -7.651851606,      -3.972727589,      -5.668306576,       -1.67327228
          0,           0,         215,      -7.664627573,      -3.988442138,      -5.681932437,      -1.688754724
          0,           0,         216,      -7.677324313,      -4.004204047,      -5.695615673,      -1.704284432
          0,           0,         217,      -7.689945746,      -4.020013194,      -5.709355972,      -1.719861266
          0,           0,         218,      -7.702495876,      -4.035869458,      -5.723153035,      -1.735485088
          0,           0,         219,      -7.714978774,      -4.051772719,      -5.737006571,      -1.751155761
          0,           0,         220,      -7.727398553,      -4.067722857,      -5.750916296,       -1.76687315
          0,           0,         221,      -7.739759373,      -4.083719755,      -5.764881934,      -1.782637119
          0,           0,         222,      -7.752065393,      -4.099763295,      -5.778903222,      -1.798447535
          0,           0,         223,      -7.764320789,      -4.115853359,      -5.792979899,      -1.814304264
          0,           0,         224,      -7.776529712,      -4.131989831,      -5.807111714,      -1.830207176
          0,           0,         225,      -7.788696291,      -4.148172597,      -5.821298418,      -1.846156137
          0,           0,         226,      -7.800824612,      -4.164401539,      -5.835539764,      -1.862151017
          0,           0,         227,      -7.812918714,      -4.180676546,      -5.849835527,      -1.878191687
          0,           0,         228,      -7.824982571,        -4.1969975,      -5.864185457,      -1.894278015
          0,           0,         229,      -7.837020089,      -4.213364291,      -5.878589347,      -1.910409876
          0,           0,         230,      -7.849035096,      -4.229776804,      -5.893046956,      -1.926587138
          0,           0,         231,      -7.861031333,      -4.246234925,      -5.907558076,      -1.942809676
          0,           0,         232,      -7.873012445,      -4.262738544,      -5.922122477,       -1.95907736
          0,           0,         233,      -7.884981984,      -4.279287547,      -5.936739949,      -1.975390064
          0,           0,         234,      -7.896943401,      -4.295881822,      -5.951410287,      -1.991747661
          0,           0,         235,      -7.908900046,      -4.312521257,      -5.966133275,      -2.008150024
          0,           0,         236,      -7.920855159,       -4.32920574,      -5.980908721,      -2.024597026
          0,           0,         237,      -7.932811868,      -4.345935159,      -5.995736419,      -2.041088543
          0,           0,         238,       -7.94477319,      -4.362709403,      -6.010616175,      -2.057624447
          0,           0,         239,      -7.956742038,      -4.379528359,       -6.02554778,      -2.074204611
          0,           0,         240,       -7.96872121,      -4.396391916,      -6.040531056,      -2.090828911
          0,           0,         241,      -7.980713391,      -4.413299961,      -6.055565805,       -2.10749722
          0,           0,         242,      -7.992721161,      -4.430252382,      -6.070651836,      -2.124209411
          0,           0,         243,      -8.004746991,      -4.447249067,      -6.085788969,      -2.140965359
          0,           0,         244,      -8.016793245,      -4.464289902,      -6.100977014,      -2.157764937
          0,           0,         245,      -8.028862183,      -4.481374774,      -6.116215797,       -2.17460802
          0,           0,         246,      -8.040955966,      -4.498503569,      -6.131505125,      -2.191494479
          0,           0,         247,      -8.053076639,      -4.515676174,      -6.146844844,       -2.20842419
          0,           0,         248,      -8.065226168,      -4.532892474,      -6.162234746,      -2.225397023
          0,           0,         249,      -8.077406409,      -4.550152353,      -6.177674658,      -2.242412849
          0,           0,         250,      -8.089619143,      -4.567455696,      -6.193164419,      -2.259471543
          0,           0,         251,      -8.101866046,      -4.584802386,      -6.208703849,      -2.276572975
          0,           0,         252,      -8.114148718,      -4.602192307,      -6.224292782,      -2.293717017
          0,           0,         253,      -8.126468672,      -4.619625339,      -6.239931048,      -2.310903539
          0,           0,         254,      -8.138827338,      -4.637101365,      -6.255618477,      -2.328132412
          0,           0,         255,      -8.151226058,      -4.654620265,      -6.271354891,      -2.345403503
          0,           0,         256,      -8.163666128,      -4.672181917,      -6.287140121,       -2.36271668
          0,           0,         257,      -8.176148747,      -4.689786201,      -6.302973996,       -2.38007181
          0,           0,         258,      -8.188675061,      -4.707432993,       -6.31885637,      -2.397468764
          0,           0,         259,      -8.201246146,       -4.72512217,      -6.334787058,      -2.414907403
          0,           0,         260,      -8.213863009,      -4.742853606,      -6.350765926,      -2.432387598
          0,           0,         261,      -8.226526598,      -4.760627175,      -6.366792768,      -2.449909208
          0,           0,         262,      -8.239237821,      -4.778442749,      -6.382867449,      -2.467472099
          0,           0,         263,      -8.251997506,        -4.7963002,      -6.398989802,      -2.485076131
          0,           0,         264,      -8.264806448,      -4.814199396,      -6.415159645,      -2.502721165
          0,           0,         265,      -8.277665381,      -4.832140206,      -6.431376848,      -2.520407062
          0,           0,         266,      -8.290575007,      -4.850122495,      -6.447641212,      -2.538133679
          0,           0,         267,       -8.30353596,      -4.868146128,      -6.463952616,      -2.555900877
          0,           0,         268,      -8.316548856,      -4.886210969,      -6.480310874,      -2.573708506
          0,           0,         269,      -8.329614246,      -4.904316878,      -6.496715845,      -2.591556427
          0,           0,         270,      -8.342732668,      -4.922463713,      -6.513167326,      -2.609444486
          0,           0,         271,      -8.355904604,      -4.940651333,      -6.529665197,      -2.627372537
          0,           0,         272,      -8.369130512,      -4.958879592,      -6.546209285,      -2.645340432
          0,           0,         273,      -8.382410814,      -4.977148343,      -6.562799441,      -2.663348016
          0,           0,         274,      -8.395745904,      -4.995457437,      -6.579435472,      -2.681395136
          0,           0,         275,      -8.409136158,      -5.013806721,      -6.596117242,      -2.699481637
          0,           0,         276,      -8.422581877,      -5.032196043,      -6.612844613,      -2.717607367
          0,           0,         277,      -8.436083416,      -5.050625244,       -6.62961737,      -2.735772157
          0,           0,         278,      -8.449641029,      -5.069094166,      -6.646435359,      -2.753975852
          0,           0,         279,      -8.463254988,      -5.087602647,      -6.663298395,      -2.772218282
          0,           0,         280,      -8.476925523,      -5.106150523,       -6.68020644,      -2.790499294
          0,           0,         281,      -8.490652889,      -5.124737621,      -6.697159219,      -2.808818707
          0,           0,         282,      -8.504437244,      -5.143363777,      -6.714156659,      -2.827176367
          0,           0,         283,      -8.518278796,      -5.162028817,      -6.731198524,      -2.845572086
          0,           0,         284,      -8.532177676,      -5.180732565,      -6.748284708,      -2.864005694
          0,           0,         285,      -8.546134074,      -5.199474839,      -6.765414982,      -2.882477005
          0,           0,         286,      -8.560148099,      -5.218255457,      -6.782589254,       -2.90098585
          0,           0,         287,      -8.574219901,      -5.237074229,      -6.799807239,      -2.919532033
          0,           0,         288,      -8.588349568,      -5.255930967,      -6.817068862,       -2.93811538
          0,           0,         289,      -8.602537221,      -5.274825475,      -6.834373936,      -2.956735699
          0,           0,         290,      -8.616782911,      -5.293757555,      -6.851722285,      -2.975392794
          0,           0,         291,      -8.631086731,      -5.312727005,      -6.869113753,      -2.994086474
          0,           0,         292,      -8.645448744,      -5.331733618,      -6.886548143,      -3.012816535
          0,           0,         293,      -8.659869004,      -5.350777184,      -6.904025322,      -3.031582781
          0,           0,         294,      -8.674347554,      -5.369857489,      -6.921545119,      -3.050385008
          0,           0,         295,      -8.688884451,      -5.388974312,      -6.939107326,      -3.069223003
          0,           0,         296,      -8.703479701,      -5.408127431,      -6.956711811,      -3.088096562
          0,           0,         297,      -8.718133346,      -5.427316615,      -6.974358429,      -3.107005469
          0,           0,         298,      -8.732845419,      -5.446541631,      -6.992046948,      -3.125949494
          0,           0,         299,      -8.747615894,      -5.465802242,      -7.009777244,      -3.144928432
          0,           0,         300,      -8.762444842,        -5.4850982,      -7.027549014,      -3.163942032
          0,           0,         301,      -8.777332205,      -5.504429258,      -7.045362193,      -3.182990072
          0,           0,         302,      -8.792278002,      -5.523795162,      -7.063216582,      -3.202072324
          0,           0,         303,      -8.807282271,      -5.543195649,      -7.081111967,      -3.221188544
          0,           0,         304,      -8.822344957,      -5.562630455,      -7.099048255,        -3.2403385
          0,           0,         305,      -8.837466084,      -5.582099304,      -7.117025097,      -3.259521905
          0,           0,         306,      -8.852645573,      -5.601601923,      -7.135042487,      -3.278738557
          0,           0,         307,      -8.867883482,      -5.621138022,      -7.153100119,      -3.297988168
          0,           0,         308,      -8.883179764,       -5.64070731,      -7.171197802,      -3.317270464
          0,           0,         309,      -8.898534405,      -5.660309491,      -7.189335376,        -3.3365852
          0,           0,         310,      -8.913947385,      -5.679944258,      -7.207512704,      -3.355932101
          0,           0,         311,      -8.929418681,      -5.699611299,      -7.225729479,      -3.375310868
          0,           0,         312,      -8.944948265,      -5.719310295,      -7.243985441,      -3.394721216
          0,           0,         313,        -8.9605361,       -5.73904092,      -7.262280596,      -3.414162879
          0,           0,         314,      -8.976182183,      -5.758802839,      -7.280614651,      -3.433635551
          0,           0,         315,      -8.991886506,      -5.778595709,      -7.298987343,      -3.453138927
          0,           0,         316,      -9.007649043,       -5.79841918,      -7.317398599,       -3.47267272
          0,           0,         317,      -9.023469763,      -5.818272892,      -7.335848083,      -3.492236592
          0,           0,         318,      -9.039348629,       -5.83815648,      -7.354335724,       -3.51183024
          0,           0,         319,      -9.055285647,      -5.858069567,      -7.372861117,      -3.531453321
          0,           0,         320,      -9.071280764,      -5.878011771,      -7.391424201,      -3.551105522
          0,           0,         321,      -9.087333964,      -5.897982696,      -7.410024579,      -3.570786483
          0,           0,         322,      -9.103445231,       -5.91798194,      -7.428662226,      -3.590495878
          0,           0,         323,      -9.119614567,       -5.93800909,      -7.447336854,       -3.61023335
          0,           0,         324,      -9.135841942,      -5.958063724,      -7.466048262,      -3.629998535
          0,           0,         325,      -9.152127314,      -5.978145412,       -7.48479619,      -3.649791067
          0,           0,         326,      -9.168470749,      -5.998253706,      -7.503580167,      -3.669610545
          0,           0,         327,      -9.184872129,      -6.018388162,      -7.522400296,      -3.689456625
          0,           0,         328,      -9.201331537,      -6.038548307,      -7.541256221,      -3.709328885
          0,           0,         329,      -9.217848872,      -6.058733679,      -7.560147816,      -3.729226984
          0,           0,         330,      -9.234424252,       -6.07894378,      -7.579074497,       -3.74915044
          0,           0,         331,      -9.251057586,      -6.099178123,      -7.598036362,        -3.7690989
          0,           0,         332,      -9.267748901,      -6.119436197,      -7.617032968,      -3.789071918
          0,           0,         333,      -9.284498131,      -6.139717489,      -7.636064494,      -3.809069119
