Density,Momentumx,Momentumy,Energy
1.2351,271.98,-7.1153,288860
1.2346,272.14,-6.8551,288760
1.2341,272.32,-6.5761,288650
1.2335,272.51,-6.2853,288540
1.2329,272.71,-5.9855,288410
1.2322,272.91,-5.68,288280
1.2316,273.13,-5.3725,288140
1.2309,273.35,-5.066,288000
1.2302,273.57,-4.7634,287860
1.2294,273.8,-4.4672,287720
1.2287,274.02,-4.1796,287570
1.228,274.24,-3.9022,287430
1.2273,274.45,-3.6367,287290
1.2266,274.66,-3.3839,287150
1.226,274.86,-3.1448,287020
1.2253,275.05,-2.9197,286890
1.2247,275.24,-2.7088,286770
1.2241,275.41,-2.5121,286650
1.2235,275.58,-2.3294,286530
1.223,275.74,-2.1604,286430
1.2225,275.88,-2.0045,286330
1.222,276.02,-1.8612,286230
1.2216,276.15,-1.7299,286140
1.2212,276.27,-1.6098,286060
1.2208,276.38,-1.5004,285980
1.2204,276.48,-1.4008,285910
1.2201,276.57,-1.3104,285840
1.2198,276.66,-1.2284,285780
1.2195,276.74,-1.1543,285730
1.2193,276.81,-1.0873,285670
1.219,276.88,-1.0269,285620
1.2188,276.94,-0.97256,285580
1.2186,277,-0.92364,285540
1.2184,277.06,-0.87969,285500
1.2182,277.11,-0.84024,285460
1.218,277.15,-0.80488,285430
1.2179,277.19,-0.77319,285400
1.2177,277.23,-0.74483,285370
1.2176,277.27,-0.71947,285340
1.2175,277.31,-0.6968,285320
1.2174,277.34,-0.67656,285290
1.2173,277.37,-0.65848,285270
1.2172,277.39,-0.64236,285250
1.2171,277.42,-0.62798,285230
1.217,277.45,-0.61516,285210
1.2169,277.47,-0.60374,285190
1.2168,277.49,-0.59357,285180
1.2167,277.51,-0.58453,285160
1.2167,277.53,-0.57648,285150
1.2166,277.55,-0.56935,285130
1.2165,277.57,-0.56302,285120
1.2165,277.59,-0.55742,285110
1.2164,277.6,-0.55249,285090
1.2163,277.62,-0.54816,285080
1.2163,277.64,-0.54439,285070
1.2162,277.65,-0.54113,285060
1.2162,277.67,-0.53836,285050
1.2161,277.68,-0.53603,285030
1.216,277.7,-0.53414,285020
1.216,277.72,-0.53267,285010
1.2159,277.73,-0.53162,285000
1.2159,277.75,-0.53096,284990
1.2158,277.77,-0.53088,284980
1.2496,285.36,1.3312E-05,292900
1.2496,285.36,0.012096,292900
1.2497,285.35,0.024098,292900
1.2497,285.35,0.036063,292900
1.2497,285.35,0.048041,292900
1.2497,285.35,0.060082,292900
1.2497,285.35,0.072241,292900
1.2497,285.35,0.084572,292910
1.2497,285.34,0.097133,292910
1.2497,285.34,0.10998,292910
1.2497,285.33,0.12319,292910
1.2497,285.33,0.13681,292920
1.2498,285.32,0.15092,292920
1.2498,285.32,0.16559,292930
1.2498,285.31,0.18091,292930
1.2498,285.3,0.19695,292940
1.2499,285.29,0.21382,292940
1.2499,285.28,0.23161,292950
1.2499,285.27,0.25044,292960
1.25,285.26,0.27041,292970
1.25,285.25,0.29166,292980
1.2501,285.23,0.31433,292990
1.2502,285.21,0.33859,293000
1.2502,285.19,0.36459,293010
1.2503,285.17,0.39254,293030
1.2504,285.15,0.42265,293050
1.2505,285.12,0.45515,293070
1.2506,285.09,0.49029,293090
1.2507,285.06,0.52837,293110
1.2508,285.02,0.56971,293140
1.251,284.98,0.61464,293170
1.2512,284.93,0.66356,293200
1.2513,284.88,0.71688,293240
1.2515,284.82,0.77506,293280
1.2518,284.76,0.8386,293320
1.252,284.69,0.90803,293370
1.2523,284.61,0.98392,293430
1.2526,284.53,1.0669,293480
1.2529,284.43,1.1576,293550
1.2532,284.33,1.2567,293620
1.2536,284.22,1.3648,293690
1.254,284.1,1.4827,293780
1.2545,283.98,1.6111,293870
1.2549,283.84,1.7506,293960
1.2554,283.69,1.9019,294060
1.256,283.53,2.0655,294170
1.2566,283.36,2.242,294290
1.2572,283.18,2.4316,294410
1.2578,282.99,2.6345,294540
1.2585,282.79,2.8508,294670
1.2591,282.59,3.0802,294810
1.2599,282.38,3.3223,294950
1.2606,282.16,3.5761,295090
1.2613,281.93,3.8406,295240
1.262,281.71,4.1143,295390
1.2628,281.49,4.3952,295530
1.2635,281.26,4.6812,295680
1.2642,281.04,4.9696,295820
1.2649,280.83,5.2576,295960
1.2655,280.62,5.5413,296090
1.2662,280.43,5.8191,296210
1.2667,280.24,6.0864,296330
1.2673,280.07,6.3338,296440
1.2678,279.92,6.5705,296530
1.2682,279.76,6.8144,296630
1.2687,279.6,7.0678,296730
1.2692,279.43,7.3295,296830
1.2697,279.27,7.6005,296930
1.2702,279.1,7.8811,297030
1.2707,278.93,8.1714,297130
1.2713,278.77,8.4718,297240
1.2718,278.59,8.7825,297340
1.2723,278.42,9.1038,297440
1.2728,278.25,9.436,297540
1.2733,278.08,9.7794,297640
1.2738,277.9,10.134,297740
1.2743,277.73,10.5,297840
1.2748,277.56,10.878,297940
1.2753,277.39,11.268,298040
1.2757,277.21,11.67,298130
1.2762,277.04,12.085,298230
1.2767,276.88,12.511,298320
1.2771,276.71,12.95,298410
1.2775,276.55,13.401,298490
1.278,276.39,13.865,298580
1.2784,276.24,14.34,298660
1.2787,276.09,14.828,298730
1.2791,275.94,15.327,298800
1.2794,275.8,15.838,298870
1.2797,275.67,16.36,298930
1.28,275.54,16.893,298990
1.2803,275.42,17.436,299040
1.2805,275.31,17.988,299090
1.2807,275.21,18.55,299130
1.2809,275.12,19.12,299160
1.281,275.03,19.697,299190
1.2811,274.96,20.281,299210
1.2812,274.89,20.871,299220
1.2812,274.84,21.466,299220
1.2812,274.79,22.065,299220
1.2811,274.76,22.666,299210
1.2811,274.74,23.27,299200
1.2809,274.72,23.874,299170
1.2808,274.73,24.477,299140
1.2806,274.74,25.079,299100
1.2803,274.76,25.679,299050
1.2801,274.79,26.274,299000
1.2798,274.84,26.864,298940
1.2794,274.89,27.449,298870
1.279,274.96,28.027,298790
1.2786,275.03,28.596,298710
1.2782,275.12,29.157,298630
1.2778,275.21,29.708,298540
1.2773,275.31,30.248,298440
1.2768,275.42,30.777,298340
1.2762,275.53,31.294,298230
1.2757,275.66,31.799,298120
1.2751,275.78,32.29,298010
1.2745,275.91,32.768,297890
1.2739,276.05,33.232,297770
1.2733,276.19,33.682,297650
1.2727,276.34,34.117,297530
1.2721,276.48,34.538,297400
1.2715,276.63,34.944,297280
1.2708,276.78,35.335,297150
1.2702,276.93,35.712,297030
1.2696,277.08,36.074,296900
1.269,277.23,36.42,296780
1.2684,277.38,36.752,296660
1.2677,277.53,37.092,296530
1.267,277.71,37.461,296390
1.2662,277.9,37.861,296220
1.2653,278.13,38.289,296040
1.2643,278.37,38.744,295840
1.2632,278.64,39.225,295620
1.262,278.95,39.73,295370
1.2606,279.28,40.259,295100
1.2592,279.64,40.809,294810
1.2575,280.04,41.377,294480
1.2558,280.47,41.96,294130
1.2539,280.95,42.556,293750
1.2518,281.46,43.162,293330
1.2495,282.01,43.772,292880
1.2471,282.61,44.384,292390
1.2445,283.24,44.992,291860
1.2417,283.93,45.592,291290
1.2387,284.65,46.178,290690
1.2354,285.42,46.746,290040
1.232,286.24,47.291,289340
1.2283,287.09,47.806,288610
1.2245,287.99,48.286,287830
1.2204,288.93,48.726,287000
1.2161,289.91,49.122,286130
1.2115,290.92,49.466,285210
1.2068,291.96,49.756,284240
1.2018,293.03,49.986,283230
1.1966,294.13,50.152,282180
1.1912,295.25,50.25,281080
1.1856,296.39,50.277,279940
1.1797,297.54,50.23,278750
1.1737,298.7,50.106,277520
1.1675,299.87,49.904,276250
1.161,301.04,49.62,274930
1.1544,302.2,49.254,273580
1.1476,303.35,48.806,272190
1.1407,304.49,48.274,270770
1.1336,305.61,47.658,269300
1.1263,306.71,46.96,267810
1.1189,307.78,46.179,266280
1.1113,308.82,45.316,264720
1.1036,309.83,44.373,263120
1.0957,310.79,43.352,261500
1.0878,311.72,42.255,259860
1.0797,312.59,41.083,258180
1.0716,313.42,39.84,256490
1.0633,314.2,38.528,254770
1.055,314.92,37.151,253030
1.0466,315.58,35.711,251270
1.0381,316.18,34.212,249500
1.0295,316.72,32.658,247700
1.0209,317.19,31.052,245900
1.0123,317.6,29.398,244080
1.0036,317.94,27.701,242260
0.99494,318.21,25.964,240420
0.98623,318.42,24.192,238580
0.97752,318.55,22.389,236740
0.96881,318.62,20.559,234890
0.96011,318.62,18.706,233040
0.95144,318.55,16.835,231200
0.94281,318.41,14.949,229350
0.93421,318.21,13.054,227520
0.92568,317.95,11.153,225690
0.91718,317.62,9.2517,223870
0.90872,317.23,7.3458,222050
0.90026,316.78,5.4321,220230
0.89182,316.26,3.5102,218410
0.88338,315.69,1.584,216590
0.87497,315.05,-0.34333,214770
0.86659,314.35,-2.2684,212950
0.85826,313.6,-4.1872,211140
0.84998,312.79,-6.0959,209340
0.84177,311.94,-7.9906,207550
0.83363,311.03,-9.8681,205770
0.82558,310.08,-11.725,204020
0.8176,309.08,-13.56,202270
0.80976,308.05,-15.369,200550
0.80195,306.96,-17.151,198830
0.79433,305.88,-18.902,197150
0.78668,304.69,-20.623,195460
0.77942,303.6,-22.311,193860
0.77196,302.28,-23.978,192200
0.76521,301.29,-25.603,190720
0.75746,299.72,-27.177,188980
0.75116,298.95,-28.679,187620
0.74332,296.9,-30.149,185800
0.73934,296.9,-31.695,185010
0.7279,293.69,-32.967,182330
0.72386,294.98,-34.611,181680
0.72378,290.8,-36.206,181200
0.9349,294.9,-47.995,225800
1.1499,288.99,-56.633,271730
1.1524,288.6,-55.865,272230
1.1431,288.84,-54.621,270210
1.1483,288,-53.889,271280
1.1562,286.94,-53.3,272910
1.1613,286.08,-52.677,273950
1.1656,285.26,-52.053,274820
1.1702,284.41,-51.451,275750
1.1747,283.56,-50.858,276660
1.1789,282.72,-50.264,277530
1.183,281.9,-49.664,278360
1.1869,281.1,-49.058,279150
1.1906,280.31,-48.443,279910
1.1942,279.55,-47.818,280630
1.1976,278.81,-47.184,281320
1.2009,278.1,-46.541,281980
1.2039,277.42,-45.892,282600
1.2068,276.77,-45.237,283180
1.2095,276.15,-44.58,283730
1.2121,275.57,-43.923,284250
1.2145,275.01,-43.268,284730
1.2167,274.5,-42.619,285180
1.2188,274.01,-41.978,285600
1.2207,273.56,-41.348,285980
1.2225,273.15,-40.731,286340
1.2241,272.76,-40.13,286670
1.2257,272.4,-39.546,286980
1.2271,272.08,-38.983,287260
1.2283,271.78,-38.442,287520
1.2295,271.5,-37.924,287750
1.2306,271.26,-37.43,287960
1.2315,271.03,-36.962,288160
1.2324,270.83,-36.52,288330
1.2332,270.64,-36.107,288490
1.2339,270.48,-35.718,288630
1.2345,270.33,-35.36,288760
1.2351,270.2,-35.036,288880
1.2356,270.08,-34.726,288980
1.2361,269.97,-34.412,289080
1.2366,269.85,-34.085,289190
1.2372,269.73,-33.745,289290
1.2377,269.61,-33.392,289400
1.2382,269.5,-33.026,289500
1.2387,269.38,-32.647,289600
1.2393,269.27,-32.256,289710
1.2398,269.15,-31.851,289810
1.2403,269.04,-31.434,289910
1.2408,268.94,-31.005,290010
1.2413,268.83,-30.564,290110
1.2417,268.74,-30.111,290210
1.2422,268.64,-29.648,290300
1.2426,268.55,-29.174,290390
1.2431,268.47,-28.689,290480
1.2435,268.4,-28.196,290560
1.2439,268.33,-27.693,290630
1.2442,268.26,-27.183,290710
1.2446,268.21,-26.665,290780
1.2449,268.16,-26.141,290840
1.2452,268.13,-25.611,290890
1.2454,268.1,-25.077,290950
1.2456,268.08,-24.538,290990
1.2458,268.07,-23.997,291030
1.246,268.06,-23.453,291060
1.2461,268.07,-22.909,291090
1.2462,268.09,-22.364,291110
1.2463,268.11,-21.82,291130
1.2463,268.15,-21.278,291130
1.2463,268.19,-20.739,291130
1.2463,268.24,-20.203,291130
1.2463,268.31,-19.671,291120
1.2462,268.37,-19.144,291100
1.2461,268.45,-18.623,291080
1.2459,268.54,-18.108,291050
1.2458,268.63,-17.601,291020
1.2456,268.73,-17.1,290980
1.2453,268.83,-16.609,290940
1.2451,268.95,-16.125,290890
1.2448,269.06,-15.651,290830
1.2445,269.19,-15.186,290780
1.2442,269.31,-14.731,290720
1.2439,269.44,-14.285,290650
1.2436,269.58,-13.849,290580
1.2432,269.72,-13.424,290510
1.2429,269.86,-13.009,290440
1.2425,270,-12.604,290360
1.2421,270.15,-12.21,290290
1.2417,270.3,-11.826,290210
1.2413,270.45,-11.452,290120
1.2409,270.6,-11.089,290040
1.2404,270.75,-10.736,289960
1.24,270.9,-10.392,289870
1.2396,271.06,-10.059,289780
1.2391,271.21,-9.7347,289690
1.2387,271.36,-9.4203,289610
1.2382,271.51,-9.1152,289520
1.2378,271.66,-8.8192,289430
1.2374,271.82,-8.5319,289340
1.2369,271.96,-8.2539,289250
1.2365,272.11,-7.9839,289160
1.236,272.26,-7.7206,289070
1.2356,272.41,-7.4702,288980
1.2351,272.55,-7.2243,288900
1.2347,272.71,-6.9613,288800
1.2341,272.88,-6.6793,288700
1.2336,273.06,-6.3851,288580
1.233,273.26,-6.0818,288460
1.2323,273.46,-5.7726,288330
1.2317,273.67,-5.4611,288200
1.231,273.88,-5.1506,288060
1.2303,274.1,-4.8439,287920
1.2296,274.32,-4.5435,287780
1.2289,274.54,-4.2517,287640
1.2282,274.75,-3.9703,287500
1.2275,274.96,-3.7007,287360
1.2268,275.17,-3.444,287220
1.2261,275.36,-3.2011,287090
1.2255,275.55,-2.9723,286960
1.2249,275.73,-2.7579,286840
1.2243,275.91,-2.558,286730
1.2238,276.07,-2.3722,286610
1.2232,276.22,-2.2003,286510
1.2227,276.37,-2.0417,286410
1.2223,276.5,-1.8959,286320
1.2218,276.63,-1.7623,286230
1.2214,276.75,-1.6401,286150
1.2211,276.85,-1.5287,286070
1.2207,276.95,-1.4273,286000
1.2204,277.05,-1.3352,285930
1.2201,277.13,-1.2518,285870
1.2198,277.21,-1.1763,285820
1.2195,277.28,-1.1081,285760
1.2193,277.35,-1.0466,285710
1.2191,277.41,-0.99125,285670
1.2189,277.47,-0.94142,285630
1.2187,277.52,-0.89665,285590
1.2185,277.57,-0.85647,285550
1.2183,277.62,-0.82044,285520
1.2182,277.66,-0.78816,285490
1.218,277.7,-0.75927,285460
1.2179,277.74,-0.73343,285430
1.2178,277.77,-0.71034,285410
1.2177,277.8,-0.68971,285390
1.2176,277.83,-0.67129,285360
1.2175,277.86,-0.65486,285340
1.2174,277.88,-0.64021,285320
1.2173,277.91,-0.62715,285310
1.2172,277.93,-0.61551,285290
1.2171,277.95,-0.60515,285270
1.217,277.97,-0.59593,285260
1.217,277.99,-0.58774,285240
1.2169,278.01,-0.58047,285230
1.2168,278.03,-0.57402,285220
1.2167,278.05,-0.56832,285200
1.2167,278.06,-0.56329,285190
1.2166,278.08,-0.55888,285180
1.2166,278.1,-0.55504,285170
1.2165,278.11,-0.55172,285150
1.2165,278.13,-0.54888,285140
1.2164,278.14,-0.54651,285130
1.2163,278.16,-0.54459,285120
1.2163,278.18,-0.54309,285110
1.2162,278.19,-0.54202,285100
1.2162,278.21,-0.54135,285090
1.2161,278.23,-0.54126,285080
1.2496,285.36,1.3611E-05,292900
1.2496,285.36,0.012353,292900
1.2496,285.36,0.02461,292900
1.2496,285.36,0.036829,292900
1.2496,285.36,0.049061,292900
1.2497,285.35,0.061358,292900
1.2497,285.35,0.073775,292900
1.2497,285.35,0.086368,292900
1.2497,285.35,0.099195,292910
1.2497,285.34,0.11232,292910
1.2497,285.34,0.1258,292910
1.2497,285.33,0.13971,292920
1.2497,285.33,0.15412,292920
1.2498,285.32,0.1691,292920
1.2498,285.32,0.18474,292930
1.2498,285.31,0.20113,292930
1.2498,285.3,0.21835,292940
1.2499,285.29,0.23652,292950
1.2499,285.28,0.25574,292950
1.25,285.27,0.27613,292960
1.25,285.25,0.29783,292970
1.2501,285.24,0.32098,292980
1.2501,285.22,0.34574,293000
1.2502,285.2,0.37229,293010
1.2503,285.18,0.40082,293030
1.2504,285.15,0.43156,293040
1.2505,285.13,0.46473,293060
1.2506,285.1,0.5006,293080
1.2507,285.06,0.53947,293110
1.2508,285.02,0.58166,293130
1.251,284.98,0.62752,293160
1.2511,284.94,0.67744,293200
1.2513,284.89,0.73185,293230
1.2515,284.83,0.79122,293270
1.2517,284.77,0.85604,293320
1.252,284.7,0.92687,293360
1.2522,284.62,1.0043,293420
1.2525,284.54,1.0889,293480
1.2528,284.45,1.1814,293540
1.2532,284.35,1.2824,293610
1.2535,284.24,1.3927,293680
1.254,284.12,1.5129,293760
1.2544,283.99,1.6437,293850
1.2549,283.86,1.7859,293950
1.2554,283.71,1.94,294050
1.2559,283.55,2.1066,294160
1.2565,283.39,2.2863,294270
1.2571,283.21,2.4793,294390
1.2577,283.02,2.6858,294510
1.2583,282.83,2.9058,294650
1.259,282.63,3.1391,294780
1.2597,282.42,3.3851,294920
1.2604,282.2,3.6431,295060
1.2611,281.98,3.9117,295210
1.2619,281.76,4.1895,295350
1.2626,281.54,4.4746,295490
1.2633,281.32,4.7646,295640
1.264,281.11,5.057,295780
1.2646,280.9,5.3488,295910
1.2653,280.7,5.6361,296040
1.2659,280.51,5.9173,296160
1.2665,280.33,6.1877,296270
1.267,280.16,6.4379,296380
1.2674,280.01,6.6772,296470
1.2679,279.86,6.9236,296570
1.2684,279.7,7.1796,296660
1.2689,279.54,7.4438,296760
1.2694,279.38,7.7172,296860
1.2699,279.22,8.0002,296960
1.2704,279.06,8.2928,297050
1.2708,278.89,8.5954,297150
1.2713,278.73,8.9083,297250
1.2718,278.56,9.2317,297350
1.2723,278.39,9.5658,297450
1.2728,278.23,9.9109,297540
1.2733,278.06,10.267,297640
1.2738,277.89,10.635,297740
1.2742,277.73,11.014,297830
1.2747,277.56,11.405,297920
1.2751,277.4,11.808,298010
1.2756,277.24,12.222,298100
1.276,277.08,12.649,298190
1.2764,276.92,13.088,298270
1.2768,276.77,13.538,298350
1.2772,276.62,14.001,298430
1.2776,276.48,14.475,298510
1.278,276.34,14.961,298580
1.2783,276.2,15.458,298640
1.2786,276.07,15.966,298700
1.2789,275.95,16.484,298760
1.2791,275.83,17.013,298810
1.2794,275.72,17.551,298860
1.2796,275.62,18.099,298900
1.2797,275.53,18.655,298930
1.2799,275.44,19.218,298960
1.28,275.37,19.789,298980
1.28,275.3,20.366,298990
1.2801,275.25,20.948,299000
1.2801,275.2,21.534,299000
1.28,275.17,22.124,298990
1.28,275.14,22.716,298980
1.2799,275.13,23.309,298960
1.2797,275.12,23.902,298930
1.2795,275.13,24.495,298890
1.2793,275.15,25.085,298850
1.2791,275.18,25.673,298800
1.2788,275.22,26.256,298740
1.2785,275.27,26.834,298680
1.2781,275.33,27.406,298600
1.2777,275.4,27.971,298530
1.2773,275.48,28.528,298440
1.2768,275.57,29.075,298350
1.2764,275.67,29.613,298260
1.2759,275.77,30.141,298160
1.2754,275.88,30.657,298060
1.2748,276,31.161,297950
1.2743,276.13,31.653,297840
1.2737,276.26,32.133,297720
1.2731,276.39,32.598,297610
1.2725,276.53,33.051,297490
1.2719,276.67,33.489,297370
1.2713,276.81,33.913,297240
1.2707,276.96,34.323,297120
1.2701,277.11,34.718,297000
1.2694,277.25,35.099,296870
1.2688,277.4,35.466,296750
1.2682,277.55,35.818,296620
1.2676,277.7,36.156,296500
1.267,277.85,36.479,296380
1.2663,278,36.81,296250
1.2656,278.18,37.17,296110
1.2648,278.37,37.559,295950
1.2639,278.59,37.975,295770
1.2629,278.83,38.418,295570
1.2618,279.1,38.887,295350
1.2606,279.4,39.38,295110
1.2593,279.73,39.895,294840
1.2579,280.08,40.431,294550
1.2563,280.48,40.984,294230
1.2545,280.9,41.554,293880
1.2526,281.37,42.135,293500
1.2506,281.87,42.726,293090
1.2484,282.41,43.323,292640
1.246,283,43.92,292160
1.2434,283.62,44.515,291640
1.2406,284.29,45.103,291080
1.2377,285,45.678,290490
1.2345,285.76,46.235,289850
1.2311,286.55,46.77,289160
1.2275,287.39,47.277,288440
1.2237,288.28,47.751,287670
1.2197,289.2,48.186,286850
1.2154,290.15,48.577,285990
1.2109,291.15,48.92,285090
1.2062,292.17,49.209,284140
1.2013,293.23,49.441,283140
1.1962,294.31,49.61,282100
1.1909,295.41,49.713,281020
1.1853,296.53,49.746,279890
1.1796,297.66,49.707,278710
1.1736,298.81,49.592,277500
1.1674,299.96,49.4,276240
1.1611,301.11,49.128,274940
1.1545,302.26,48.776,273610
1.1478,303.4,48.342,272230
1.1409,304.52,47.825,270820
1.1339,305.63,47.226,269370
1.1267,306.72,46.545,267890
1.1193,307.78,45.782,266370
1.1118,308.82,44.938,264820
1.1042,309.81,44.015,263250
1.0964,310.77,43.014,261640
1.0885,311.69,41.937,260000
1.0805,312.57,40.787,258340
1.0724,313.39,39.565,256660
1.0642,314.16,38.274,254960
1.0559,314.88,36.919,253230
1.0476,315.54,35.5,251480
1.0391,316.15,34.023,249720
1.0307,316.69,32.491,247940
1.0221,317.16,30.907,246150
1.0135,317.58,29.275,244340
1.0049,317.92,27.6,242530
0.99628,318.2,25.884,240710
0.98763,318.41,24.133,238880
0.97896,318.56,22.351,237040
0.97031,318.64,20.542,235210
0.96166,318.64,18.71,233370
0.95303,318.59,16.859,231530
0.94444,318.46,14.993,229700
0.9359,318.27,13.117,227880
0.9274,318.02,11.235,226060
0.91895,317.7,9.3521,224250
0.91053,317.33,7.4643,222440
0.90212,316.89,5.5683,220630
0.89372,316.39,3.6639,218820
0.88533,315.83,1.7547,217010
0.87696,315.2,-0.15585,215200
0.86862,314.52,-2.0646,213390
0.86033,313.79,-3.9677,211590
0.85208,313,-5.8612,209800
0.84391,312.16,-7.7412,208020
0.83581,311.27,-9.6046,206250
0.8278,310.34,-11.448,204500
0.81986,309.35,-13.27,202760
0.81205,308.35,-15.066,201050
0.80428,307.27,-16.836,199340
0.79669,306.21,-18.575,197670
0.78908,305.04,-20.285,195990
0.78185,303.98,-21.964,194400
0.77444,302.68,-23.622,192750
0.7677,301.7,-25.237,191270
0.75998,300.15,-26.794,189540
0.75365,299.38,-28.284,188170
0.74593,297.39,-29.748,186390
0.74197,297.36,-31.321,185590
0.73072,294.25,-32.577,182960
0.7264,295.45,-34.136,182240
0.72616,291.37,-35.737,181750
0.93533,295.42,-47.785,225940
1.1485,289.67,-56.348,271460
1.1519,289.21,-55.61,272160
1.1426,289.44,-54.345,270140
1.1477,288.62,-53.595,271180
1.1556,287.57,-52.998,272820
1.1608,286.7,-52.366,273870
1.1651,285.89,-51.733,274750
1.1696,285.05,-51.123,275680
1.1741,284.21,-50.523,276590
1.1784,283.38,-49.923,277450
1.1824,282.57,-49.319,278280
1.1863,281.78,-48.71,279070
1.1901,281.01,-48.093,279820
1.1936,280.26,-47.468,280540
1.197,279.53,-46.836,281230
1.2002,278.84,-46.196,281880
1.2032,278.17,-45.55,282490
1.2061,277.53,-44.901,283070
1.2088,276.93,-44.25,283610
1.2113,276.36,-43.599,284120
1.2137,275.82,-42.953,284600
1.2159,275.31,-42.312,285050
1.2179,274.84,-41.681,285460
1.2198,274.4,-41.06,285840
1.2216,273.99,-40.453,286200
1.2232,273.61,-39.863,286530
1.2247,273.26,-39.29,286830
1.2261,272.94,-38.737,287110
1.2274,272.64,-38.206,287360
1.2285,272.38,-37.698,287590
1.2296,272.13,-37.214,287810
1.2306,271.91,-36.755,288000
1.2314,271.71,-36.322,288170
1.2322,271.53,-35.917,288330
1.2329,271.36,-35.537,288470
1.2336,271.22,-35.186,288600
1.2341,271.09,-34.868,288720
1.2346,270.97,-34.565,288820
1.2351,270.86,-34.257,288920
1.2357,270.74,-33.937,289020
1.2362,270.62,-33.604,289130
1.2367,270.51,-33.259,289230
1.2372,270.39,-32.901,289340
1.2378,270.27,-32.53,289440
1.2383,270.16,-32.146,289550
1.2388,270.05,-31.75,289650
1.2393,269.94,-31.342,289760
1.2398,269.83,-30.921,289860
1.2403,269.73,-30.49,289960
1.2408,269.63,-30.046,290050
1.2412,269.53,-29.592,290150
1.2417,269.44,-29.127,290240
1.2421,269.36,-28.653,290320
1.2426,269.28,-28.169,290410
1.2429,269.21,-27.676,290490
1.2433,269.14,-27.175,290560
1.2437,269.08,-26.667,290630
1.244,269.03,-26.152,290700
1.2443,268.99,-25.631,290760
1.2446,268.95,-25.106,290810
1.2448,268.93,-24.576,290860
1.245,268.91,-24.043,290900
1.2452,268.9,-23.508,290940
1.2454,268.9,-22.972,290970
1.2455,268.91,-22.435,291000
1.2456,268.93,-21.898,291020
1.2456,268.96,-21.363,291030
1.2457,268.99,-20.83,291030
1.2457,269.04,-20.3,291030
1.2456,269.09,-19.774,291030
1.2456,269.15,-19.252,291020
1.2455,269.22,-18.736,291000
1.2454,269.3,-18.225,290970
1.2452,269.38,-17.721,290950
1.245,269.47,-17.225,290910
1.2448,269.57,-16.736,290870
1.2446,269.67,-16.255,290830
1.2444,269.78,-15.783,290780
1.2441,269.9,-15.319,290730
1.2438,270.02,-14.865,290670
1.2435,270.14,-14.421,290610
1.2432,270.27,-13.986,290550
1.2429,270.4,-13.561,290480
1.2426,270.53,-13.146,290410
1.2422,270.67,-12.741,290340
1.2418,270.81,-12.346,290270
1.2414,270.95,-11.961,290190
1.2411,271.09,-11.587,290110
1.2407,271.24,-11.222,290030
1.2402,271.38,-10.867,289950
1.2398,271.53,-10.522,289870
1.2394,271.67,-10.187,289790
1.239,271.82,-9.8613,289700
1.2386,271.97,-9.545,289620
1.2381,272.11,-9.238,289530
1.2377,272.26,-8.9399,289450
1.2373,272.4,-8.6505,289360
1.2368,272.55,-8.3702,289270
1.2364,272.69,-8.0979,289190
1.236,272.84,-7.8323,289100
1.2356,272.98,-7.5796,289020
1.2351,273.12,-7.3314,288930
1.2347,273.27,-7.0658,288840
1.2342,273.43,-6.7808,288730
1.2336,273.61,-6.4834,288620
1.233,273.8,-6.1767,288500
1.2324,274,-5.8638,288380
1.2317,274.2,-5.5486,288250
1.2311,274.41,-5.2342,288120
1.2304,274.63,-4.9234,287980
1.2297,274.84,-4.619,287840
1.229,275.05,-4.3231,287700
1.2283,275.26,-4.0377,287560
1.2276,275.47,-3.7641,287430
1.227,275.67,-3.5036,287290
1.2263,275.86,-3.2569,287160
1.2257,276.05,-3.0246,287040
1.2251,276.23,-2.8068,286920
1.2245,276.39,-2.6036,286800
1.224,276.55,-2.4148,286690
1.2235,276.71,-2.24,286590
1.223,276.85,-2.0788,286490
1.2225,276.98,-1.9305,286400
1.2221,277.1,-1.7946,286310
1.2217,277.22,-1.6703,286230
1.2213,277.33,-1.5569,286160
1.221,277.42,-1.4537,286090
1.2206,277.52,-1.3601,286020
1.2203,277.6,-1.2751,285960
1.2201,277.68,-1.1983,285900
1.2198,277.75,-1.1289,285850
1.2196,277.82,-1.0663,285800
1.2193,277.88,-1.0099,285760
1.2191,277.93,-0.95917,285720
1.2189,277.99,-0.91358,285680
1.2188,278.03,-0.87267,285650
1.2186,278.08,-0.83598,285610
1.2185,278.12,-0.80311,285580
1.2183,278.16,-0.77369,285550
1.2182,278.19,-0.74737,285530
1.2181,278.23,-0.72385,285500
1.2179,278.26,-0.70284,285480
1.2178,278.29,-0.68409,285460
1.2177,278.31,-0.66735,285440
1.2176,278.34,-0.65243,285420
1.2176,278.36,-0.63913,285400
1.2175,278.39,-0.62728,285380
1.2174,278.41,-0.61672,285370
1.2173,278.43,-0.60733,285350
1.2172,278.45,-0.59899,285340
1.2172,278.47,-0.59158,285320
1.2171,278.48,-0.58501,285310
1.217,278.5,-0.5792,285300
1.217,278.52,-0.57408,285280
1.2169,278.53,-0.56959,285270
1.2169,278.55,-0.56567,285260
1.2168,278.57,-0.56229,285250
1.2168,278.58,-0.5594,285240
1.2167,278.6,-0.55699,285230
1.2166,278.61,-0.55503,285220
1.2166,278.63,-0.5535,285200
