Density,Momentumx,Momentumy,Energy
1.2426,287.25,6.1753,291480
1.2422,287.34,6.4335,291400
1.2419,287.44,6.6822,291330
1.2415,287.53,6.9187,291260
1.2411,287.62,7.1424,291190
1.2408,287.7,7.3511,291120
1.2405,287.78,7.5385,291060
1.2402,287.85,7.7129,291000
1.2399,287.93,7.8883,290940
1.2396,288.01,8.0655,290880
1.2393,288.09,8.2436,290810
1.239,288.17,8.4229,290750
1.2386,288.25,8.6034,290680
1.2383,288.34,8.7848,290610
1.2379,288.43,8.9672,290540
1.2375,288.52,9.1503,290460
1.2372,288.62,9.3342,290390
1.2368,288.71,9.5186,290310
1.2364,288.81,9.7036,290230
1.236,288.91,9.8888,290150
1.2356,289.01,10.074,290070
1.2351,289.12,10.26,289980
1.2347,289.22,10.445,289890
1.2343,289.33,10.631,289800
1.2338,289.44,10.816,289710
1.2333,289.56,11.001,289620
1.2329,289.67,11.185,289520
1.2324,289.79,11.368,289430
1.2319,289.91,11.55,289330
1.2314,290.03,11.732,289230
1.2309,290.15,11.912,289120
1.2304,290.27,12.091,289020
1.2299,290.4,12.269,288920
1.2293,290.53,12.445,288810
1.2288,290.65,12.62,288700
1.2283,290.78,12.792,288590
1.2277,290.91,12.963,288480
1.2272,291.04,13.132,288370
1.2266,291.18,13.298,288260
1.2261,291.31,13.462,288150
1.2255,291.44,13.624,288030
1.2249,291.57,13.783,287920
1.2244,291.71,13.94,287800
1.2238,291.84,14.094,287690
1.2232,291.98,14.245,287570
1.2226,292.11,14.393,287450
1.222,292.24,14.539,287340
1.2215,292.38,14.681,287220
1.2209,292.51,14.821,287100
1.2203,292.64,14.957,286990
1.2197,292.77,15.09,286870
1.2192,292.9,15.22,286760
1.2186,293.03,15.346,286640
1.218,293.16,15.47,286530
1.2175,293.29,15.59,286410
1.2169,293.41,15.707,286300
1.2164,293.54,15.82,286190
1.2158,293.66,15.93,286080
1.2153,293.78,16.037,285970
1.2148,293.9,16.141,285860
1.2142,294.02,16.241,285760
1.2137,294.13,16.338,285650
1.2132,294.24,16.432,285550
1.2127,294.36,16.522,285450
1.2122,294.46,16.61,285350
1.2117,294.57,16.694,285250
1.2113,294.67,16.775,285160
1.2108,294.77,16.853,285070
1.2104,294.87,16.928,284970
1.2099,294.97,17,284890
1.2095,295.06,17.069,284800
1.2091,295.15,17.135,284720
1.2087,295.24,17.198,284630
1.2083,295.33,17.263,284550
1.2078,295.42,17.333,284460
1.2073,295.53,17.41,284360
1.2068,295.65,17.491,284250
1.2062,295.78,17.578,284130
1.2055,295.92,17.67,284000
1.2048,296.06,17.766,283850
1.2041,296.22,17.868,283700
1.2033,296.39,17.974,283540
1.2024,296.57,18.085,283370
1.2015,296.77,18.199,283180
1.2005,296.97,18.318,282980
1.1995,297.19,18.439,282770
1.1984,297.42,18.563,282540
1.1972,297.66,18.689,282300
1.196,297.92,18.817,282050
1.1946,298.19,18.947,281780
1.1932,298.47,19.077,281490
1.1917,298.77,19.206,281190
1.1902,299.08,19.335,280870
1.1885,299.4,19.462,280540
1.1868,299.74,19.586,280180
1.1849,300.1,19.706,279810
1.183,300.47,19.822,279420
1.181,300.85,19.932,279000
1.1788,301.25,20.035,278570
1.1766,301.67,20.13,278110
1.1743,302.09,20.216,277640
1.1718,302.54,20.291,277140
1.1693,302.99,20.355,276610
1.1666,303.46,20.406,276070
1.1638,303.94,20.442,275500
1.1609,304.44,20.462,274900
1.1579,304.94,20.465,274280
1.1547,305.46,20.45,273640
1.1514,305.98,20.415,272970
1.148,306.51,20.358,272280
1.1445,307.05,20.28,271560
1.1409,307.6,20.178,270810
1.1371,308.15,20.052,270040
1.1333,308.7,19.9,269240
1.1293,309.26,19.722,268420
1.1252,309.82,19.517,267570
1.1209,310.37,19.284,266700
1.1166,310.92,19.023,265810
1.1121,311.47,18.732,264890
1.1076,312.01,18.413,263950
1.1029,312.54,18.065,262990
1.0981,313.06,17.687,262000
1.0933,313.57,17.28,261000
1.0883,314.06,16.845,259970
1.0833,314.55,16.381,258930
1.0782,315.01,15.89,257870
1.073,315.46,15.372,256790
1.0678,315.88,14.828,255700
1.0625,316.29,14.26,254590
1.0571,316.67,13.667,253470
1.0517,317.03,13.052,252340
1.0462,317.37,12.415,251200
1.0407,317.67,11.758,250060
1.0352,317.96,11.083,248900
1.0297,318.22,10.391,247740
1.0242,318.45,9.6844,246580
1.0186,318.65,8.9634,245420
1.0131,318.83,8.2274,244250
1.0075,318.98,7.475,243080
1.0019,319.1,6.706,241900
0.99633,319.2,5.9219,240720
0.99072,319.27,5.1238,239530
0.98512,319.31,4.3126,238350
0.97953,319.32,3.4891,237160
0.97397,319.31,2.6539,235990
0.96847,319.27,1.8072,234820
0.96303,319.21,0.94863,233660
0.95769,319.12,0.077419,232530
0.95247,319.02,-0.8081,231410
0.9474,318.89,-1.7107,230330
0.94253,318.75,-2.6356,229290
0.93792,318.59,-3.5946,228310
0.93375,318.44,-4.6174,227420
0.93054,318.32,-5.7729,226730
0.92948,318.27,-7.1951,226510
0.93277,318.35,-9.0815,227210
0.94317,318.55,-11.602,229430
0.96217,318.75,-14.679,233470
0.9874,318.68,-17.792,238820
1.0128,318.2,-20.226,244170
1.0334,317.47,-21.739,248520
1.0488,316.67,-22.582,251740
1.0607,315.89,-23.083,254210
1.0706,315.13,-23.425,256280
1.0795,314.39,-23.665,258130
1.0875,313.67,-23.814,259800
1.0948,312.97,-23.885,261300
1.1014,312.29,-23.894,262660
1.1073,311.65,-23.855,263900
1.1128,311.02,-23.778,265030
1.1179,310.43,-23.67,266070
1.1225,309.86,-23.538,267030
1.1268,309.31,-23.386,267920
1.1308,308.79,-23.218,268740
1.1345,308.29,-23.038,269500
1.138,307.81,-22.849,270210
1.1412,307.36,-22.652,270880
1.1442,306.93,-22.452,271490
1.147,306.52,-22.248,272070
1.1497,306.13,-22.043,272610
1.1521,305.75,-21.837,273110
1.1544,305.4,-21.633,273580
1.1566,305.07,-21.431,274020
1.1586,304.75,-21.232,274430
1.1604,304.45,-21.036,274810
1.1622,304.17,-20.846,275170
1.1638,303.9,-20.66,275510
1.1654,303.65,-20.479,275820
1.1668,303.41,-20.304,276110
1.1681,303.19,-20.136,276380
1.1694,302.98,-19.974,276640
1.1705,302.78,-19.819,276870
1.1716,302.59,-19.672,277090
1.1726,302.42,-19.531,277300
1.1735,302.26,-19.398,277490
1.1744,302.11,-19.272,277660
1.1752,301.97,-19.153,277820
1.1759,301.85,-19.043,277970
1.1766,301.73,-18.939,278110
1.1772,301.62,-18.844,278230
1.1777,301.52,-18.757,278340
1.1782,301.43,-18.675,278450
1.1787,301.34,-18.591,278550
1.1793,301.25,-18.505,278650
1.1798,301.15,-18.414,278760
1.1804,301.05,-18.321,278880
1.1809,300.95,-18.223,278990
1.1815,300.85,-18.122,279110
1.1821,300.74,-18.018,279230
1.1827,300.63,-17.91,279350
1.1833,300.52,-17.799,279480
1.1839,300.4,-17.684,279600
1.1846,300.29,-17.565,279730
1.1852,300.17,-17.443,279860
1.1858,300.05,-17.317,279990
1.1865,299.92,-17.188,280130
1.1872,299.8,-17.055,280260
1.1878,299.67,-16.918,280400
1.1885,299.55,-16.779,280530
1.1892,299.42,-16.636,280670
1.1899,299.29,-16.489,280810
1.1906,299.16,-16.339,280950
1.1912,299.03,-16.186,281090
1.1919,298.89,-16.03,281230
1.1926,298.76,-15.871,281370
1.1933,298.63,-15.708,281510
1.194,298.49,-15.543,281650
1.1947,298.36,-15.375,281790
1.1954,298.22,-15.204,281930
1.1961,298.09,-15.03,282070
1.1968,297.95,-14.854,282210
1.1974,297.82,-14.676,282350
1.1981,297.68,-14.495,282490
1.1988,297.55,-14.312,282620
1.1994,297.42,-14.127,282760
1.2001,297.28,-13.94,282890
1.2008,297.15,-13.751,283020
1.2014,297.02,-13.561,283150
1.202,296.89,-13.369,283280
1.2027,296.76,-13.176,283410
1.2033,296.64,-12.981,283540
1.2039,296.51,-12.786,283660
1.2045,296.39,-12.589,283780
1.2051,296.26,-12.392,283900
1.2057,296.14,-12.194,284020
1.2062,296.02,-11.995,284140
1.2068,295.9,-11.796,284250
1.2074,295.79,-11.597,284360
1.2079,295.68,-11.398,284470
1.2084,295.56,-11.199,284580
1.209,295.45,-11,284690
1.2095,295.34,-10.801,284790
1.21,295.24,-10.603,284890
1.2104,295.13,-10.405,284990
1.2109,295.03,-10.208,285080
1.2114,294.93,-10.012,285180
1.2118,294.84,-9.8166,285270
1.2123,294.74,-9.6223,285360
1.2127,294.65,-9.4291,285450
1.2131,294.56,-9.2372,285530
1.2135,294.47,-9.0464,285620
1.2139,294.38,-8.8573,285700
1.2143,294.29,-8.6696,285770
1.2147,294.21,-8.4823,285850
1.2151,294.13,-8.2999,285930
1.2154,294.05,-8.1172,286000
1.2158,293.97,-7.9176,286070
1.2162,293.88,-7.6981,286160
1.2167,293.78,-7.463,286240
1.2171,293.68,-7.2137,286330
1.2176,293.58,-6.952,286430
1.218,293.48,-6.6803,286520
1.2185,293.38,-6.4009,286610
1.2189,293.27,-6.1161,286700
1.2194,293.17,-5.8284,286790
1.2198,293.08,-5.5401,286880
1.2202,292.98,-5.2534,286960
1.2206,292.89,-4.9704,287040
1.221,292.81,-4.6932,287120
1.2213,292.73,-4.4233,287190
1.2216,292.65,-4.1624,287250
1.222,292.58,-3.9117,287320
1.2222,292.52,-3.6721,287370
1.2225,292.45,-3.4446,287430
1.2227,292.4,-3.2294,287470
1.223,292.35,-3.0271,287520
1.2232,292.3,-2.8377,287560
1.2233,292.26,-2.6611,287600
1.2235,292.22,-2.4971,287630
1.2237,292.18,-2.3454,287660
1.2238,292.15,-2.2055,287690
1.2239,292.12,-2.077,287710
1.224,292.09,-1.9592,287740
1.2241,292.07,-1.8516,287760
1.2242,292.05,-1.7535,287780
1.2243,292.02,-1.6642,287790
1.2244,292.01,-1.5833,287810
1.2245,291.99,-1.5099,287820
1.2245,291.97,-1.4436,287830
1.2246,291.96,-1.3838,287850
1.2246,291.95,-1.3299,287860
1.2247,291.93,-1.2814,287870
1.2247,291.92,-1.2378,287880
1.2248,291.91,-1.1986,287890
1.2248,291.9,-1.1635,287890
1.2248,291.89,-1.1321,287900
1.2249,291.89,-1.1039,287910
1.2249,291.88,-1.0788,287910
1.2249,291.87,-1.0563,287920
1.225,291.87,-1.0362,287920
1.225,291.86,-1.0182,287930
1.225,291.85,-1.0022,287930
1.225,291.85,-0.98799,287940
1.2251,291.84,-0.97531,287940
1.2251,291.84,-0.96404,287950
1.2251,291.83,-0.95403,287950
1.2251,291.83,-0.94518,287960
1.2251,291.82,-0.93737,287960
1.2252,291.82,-0.93052,287960
1.2252,291.81,-0.92454,287970
1.2252,291.81,-0.91937,287970
1.2252,291.81,-0.91496,287970
1.2252,291.8,-0.91127,287980
1.2252,291.8,-0.90827,287980
1.2253,291.8,-0.90593,287980
1.2253,291.79,-0.90427,287990
1.2253,291.79,-0.9032,287990
1.2253,291.78,-0.90307,287990
1.2475,285.97,2.5522E-05,292460
1.2475,285.97,0.022535,292460
1.2475,285.97,0.044889,292460
1.2475,285.97,0.067162,292460
1.2475,285.97,0.089445,292460
1.2475,285.97,0.11183,292460
1.2475,285.97,0.13441,292460
1.2475,285.97,0.1573,292460
1.2475,285.97,0.18058,292460
1.2475,285.97,0.20437,292460
1.2475,285.97,0.22879,292460
1.2475,285.97,0.25394,292460
1.2474,285.97,0.27995,292460
1.2474,285.97,0.30695,292460
1.2474,285.98,0.33509,292460
1.2474,285.98,0.36451,292450
1.2474,285.98,0.39536,292450
1.2474,285.98,0.42782,292450
1.2474,285.98,0.46206,292450
1.2474,285.99,0.49829,292450
1.2474,285.99,0.53672,292440
1.2474,285.99,0.57757,292440
1.2474,286,0.62109,292440
1.2473,286,0.66756,292440
1.2473,286.01,0.71726,292430
1.2473,286.01,0.77052,292430
1.2473,286.02,0.82769,292420
1.2473,286.03,0.88913,292420
1.2472,286.03,0.95526,292410
1.2472,286.04,1.0265,292410
1.2472,286.05,1.1033,292400
1.2471,286.06,1.1862,292390
1.2471,286.08,1.2757,292380
1.247,286.09,1.3724,292370
1.247,286.11,1.4767,292360
1.2469,286.13,1.5894,292340
1.2468,286.15,1.7109,292330
1.2467,286.17,1.8417,292310
1.2466,286.19,1.9826,292290
1.2465,286.22,2.1338,292270
1.2464,286.25,2.2959,292250
1.2463,286.29,2.4691,292220
1.2461,286.33,2.6537,292190
1.246,286.37,2.8498,292160
1.2458,286.42,3.0572,292120
1.2456,286.47,3.2758,292080
1.2454,286.53,3.505,292040
1.2451,286.59,3.7441,291990
1.2449,286.65,3.9923,291940
1.2446,286.73,4.2483,291890
1.2443,286.8,4.5107,291830
1.244,286.88,4.778,291770
1.2437,286.97,5.0484,291700
1.2434,287.06,5.3198,291630
1.243,287.15,5.5903,291560
1.2426,287.24,5.8576,291490
1.2423,287.34,6.1195,291410
1.2419,287.43,6.374,291340
1.2415,287.53,6.619,291260
1.2411,287.62,6.8518,291190
1.2408,287.71,7.0721,291120
1.2405,287.8,7.2773,291050
1.2401,287.88,7.4617,290980
1.2398,287.96,7.6333,290920
1.2395,288.03,7.8057,290860
1.2392,288.11,7.9799,290800
1.2389,288.2,8.1548,290730
1.2386,288.28,8.331,290670
1.2382,288.37,8.5083,290600
1.2379,288.45,8.6864,290530
1.2375,288.55,8.8655,290450
1.2371,288.64,9.0452,290380
1.2367,288.73,9.2257,290300
1.2363,288.83,9.4066,290220
1.2359,288.93,9.588,290140
1.2355,289.03,9.7697,290060
1.2351,289.14,9.9515,289970
1.2347,289.24,10.133,289890
1.2342,289.35,10.315,289800
1.2338,289.46,10.497,289710
1.2333,289.57,10.678,289620
1.2329,289.69,10.859,289520
1.2324,289.8,11.039,289430
1.2319,289.92,11.219,289330
1.2314,290.04,11.397,289230
1.2309,290.16,11.575,289130
1.2304,290.28,11.751,289020
1.2299,290.41,11.926,288920
1.2294,290.53,12.1,288810
1.2288,290.66,12.272,288710
1.2283,290.79,12.443,288600
1.2278,290.92,12.612,288490
1.2272,291.05,12.779,288380
1.2267,291.18,12.943,288270
1.2261,291.31,13.106,288160
1.2255,291.45,13.266,288040
1.225,291.58,13.424,287930
1.2244,291.71,13.58,287810
1.2238,291.85,13.733,287700
1.2233,291.98,13.883,287580
1.2227,292.11,14.031,287460
1.2221,292.25,14.176,287350
1.2215,292.38,14.318,287230
1.221,292.51,14.457,287110
1.2204,292.65,14.593,287000
1.2198,292.78,14.726,286880
1.2192,292.91,14.855,286770
1.2187,293.04,14.982,286650
1.2181,293.17,15.106,286540
1.2175,293.3,15.226,286420
1.217,293.42,15.343,286310
1.2164,293.55,15.457,286200
1.2159,293.67,15.568,286090
1.2153,293.79,15.675,285980
1.2148,293.91,15.779,285870
1.2143,294.03,15.88,285760
1.2137,294.15,15.978,285650
1.2132,294.26,16.073,285550
1.2127,294.38,16.164,285450
1.2122,294.48,16.252,285350
1.2117,294.59,16.338,285250
1.2113,294.7,16.42,285150
1.2108,294.8,16.499,285060
1.2103,294.9,16.575,284970
1.2099,295,16.648,284880
1.2095,295.09,16.718,284790
1.209,295.18,16.785,284700
1.2086,295.27,16.85,284620
1.2082,295.36,16.912,284540
1.2078,295.45,16.975,284450
1.2074,295.55,17.043,284360
1.2069,295.65,17.118,284260
1.2063,295.77,17.197,284150
1.2057,295.9,17.281,284030
1.2051,296.04,17.371,283900
1.2044,296.18,17.465,283760
1.2036,296.34,17.565,283610
1.2029,296.51,17.668,283450
1.202,296.69,17.776,283280
1.2011,296.88,17.887,283090
1.2001,297.08,18.003,282890
1.1991,297.3,18.121,282680
1.198,297.53,18.242,282460
1.1968,297.77,18.365,282220
1.1956,298.02,18.49,281970
1.1942,298.29,18.616,281700
1.1928,298.57,18.743,281420
1.1914,298.86,18.869,281120
1.1898,299.17,18.994,280800
1.1882,299.49,19.118,280470
1.1864,299.83,19.239,280120
1.1846,300.18,19.357,279750
1.1827,300.55,19.47,279360
1.1807,300.93,19.577,278950
1.1786,301.32,19.678,278520
1.1764,301.73,19.771,278070
1.1741,302.16,19.855,277590
1.1716,302.6,19.928,277100
1.1691,303.05,19.991,276580
1.1664,303.51,20.04,276040
1.1637,303.99,20.076,275470
1.1608,304.48,20.096,274880
1.1578,304.98,20.099,274270
1.1547,305.49,20.085,273630
1.1514,306.01,20.051,272970
1.1481,306.53,19.997,272280
1.1446,307.07,19.921,271570
1.141,307.61,19.822,270830
1.1373,308.16,19.699,270060
1.1334,308.7,19.552,269280
1.1295,309.26,19.378,268460
1.1254,309.81,19.179,267620
1.1212,310.36,18.952,266760
1.1169,310.9,18.697,265870
1.1125,311.45,18.414,264960
1.108,311.98,18.102,264030
1.1033,312.51,17.762,263070
1.0986,313.03,17.394,262100
1.0938,313.54,16.997,261100
1.0889,314.03,16.572,260080
1.0839,314.51,16.119,259050
1.0788,314.97,15.639,257990
1.0737,315.42,15.133,256930
1.0685,315.84,14.601,255840
1.0632,316.25,14.044,254740
1.0579,316.63,13.464,253630
1.0525,316.99,12.862,252510
1.0471,317.32,12.239,251380
1.0416,317.64,11.596,250240
1.0362,317.92,10.935,249100
1.0307,318.18,10.257,247950
1.0252,318.41,9.5642,246790
1.0197,318.62,8.8574,245640
1.0142,318.8,8.1357,244480
1.0086,318.95,7.3978,243310
1.0031,319.08,6.6433,242140
0.99753,319.18,5.8737,240970
0.99195,319.26,5.0901,239790
0.98639,319.3,4.2933,238620
0.98084,319.32,3.4841,237440
0.97532,319.32,2.6628,236270
0.96986,319.29,1.8296,235110
0.96447,319.23,0.98407,233970
0.95918,319.15,0.12511,232840
0.95402,319.05,-0.74927,231740
0.94902,318.93,-1.6425,230680
0.94424,318.8,-2.5614,229660
0.93976,318.66,-3.5207,228700
0.93583,318.52,-4.5558,227860
0.93303,318.42,-5.7424,227270
0.93267,318.39,-7.217,227190
0.9369,318.48,-9.162,228100
0.94818,318.67,-11.702,230500
0.96739,318.82,-14.704,234580
0.99174,318.67,-17.632,239740
1.0156,318.16,-19.871,244770
1.035,317.44,-21.27,248840
1.0496,316.66,-22.077,251910
1.0611,315.9,-22.576,254300
1.0709,315.15,-22.923,256340
1.0796,314.42,-23.167,258160
1.0875,313.71,-23.321,259800
1.0947,313.02,-23.399,261280
1.1012,312.35,-23.415,262620
1.1071,311.71,-23.384,263850
1.1125,311.1,-23.315,264970
1.1175,310.51,-23.215,266000
1.1221,309.94,-23.091,266950
1.1264,309.4,-22.946,267830
1.1304,308.88,-22.786,268650
1.1341,308.39,-22.614,269410
1.1375,307.92,-22.432,270110
1.1407,307.47,-22.243,270770
1.1437,307.04,-22.049,271380
1.1465,306.63,-21.852,271960
1.1491,306.24,-21.654,272490
1.1515,305.87,-21.455,272990
1.1538,305.52,-21.257,273460
1.156,305.19,-21.061,273900
1.158,304.88,-20.867,274310
1.1598,304.58,-20.677,274690
1.1616,304.3,-20.492,275050
1.1632,304.03,-20.311,275380
1.1648,303.78,-20.135,275690
1.1662,303.54,-19.965,275980
1.1675,303.32,-19.801,276260
1.1688,303.11,-19.644,276510
1.1699,302.91,-19.493,276750
1.171,302.73,-19.348,276970
1.172,302.56,-19.211,277170
1.1729,302.4,-19.081,277360
1.1738,302.25,-18.958,277530
1.1746,302.11,-18.843,277690
1.1753,301.99,-18.735,277840
1.1759,301.87,-18.634,277980
1.1765,301.76,-18.541,278100
1.1771,301.67,-18.457,278210
1.1776,301.57,-18.377,278320
1.1781,301.48,-18.295,278420
1.1786,301.39,-18.21,278520
1.1792,301.29,-18.122,278630
1.1797,301.19,-18.03,278750
1.1803,301.09,-17.936,278860
1.1809,300.99,-17.837,278980
1.1815,300.88,-17.735,279100
1.1821,300.77,-17.63,279220
1.1827,300.66,-17.521,279350
1.1833,300.55,-17.409,279470
1.1839,300.43,-17.293,279600
1.1846,300.31,-17.173,279730
1.1852,300.19,-17.05,279860
1.1859,300.07,-16.924,280000
1.1865,299.94,-16.794,280130
1.1872,299.82,-16.661,280270
1.1879,299.69,-16.524,280410
1.1886,299.56,-16.385,280540
1.1892,299.43,-16.241,280680
1.1899,299.3,-16.095,280820
1.1906,299.17,-15.945,280960
1.1913,299.04,-15.793,281100
1.192,298.9,-15.637,281240
1.1927,298.77,-15.478,281390
1.1934,298.63,-15.316,281530
1.1941,298.5,-15.152,281670
1.1948,298.36,-14.985,281810
1.1955,298.23,-14.815,281950
1.1961,298.09,-14.643,282090
1.1968,297.96,-14.468,282230
1.1975,297.82,-14.291,282360
1.1982,297.69,-14.112,282500
1.1988,297.56,-13.931,282630
1.1995,297.42,-13.748,282770
1.2002,297.29,-13.563,282900
1.2008,297.16,-13.376,283030
1.2014,297.03,-13.188,283160
1.2021,296.9,-12.999,283290
1.2027,296.77,-12.808,283420
1.2033,296.64,-12.617,283540
1.2039,296.52,-12.424,283670
1.2045,296.4,-12.231,283790
1.2051,296.27,-12.037,283910
1.2057,296.15,-11.842,284030
1.2063,296.03,-11.647,284140
1.2068,295.92,-11.451,284250
1.2074,295.8,-11.256,284370
1.2079,295.69,-11.061,284470
1.2084,295.58,-10.865,284580
1.209,295.47,-10.67,284690
1.2095,295.36,-10.476,284790
1.21,295.25,-10.281,284890
1.2104,295.15,-10.088,284990
1.2109,295.05,-9.8952,285080
1.2114,294.95,-9.7034,285170
1.2118,294.85,-9.5124,285270
1.2123,294.76,-9.3226,285350
1.2127,294.67,-9.1339,285440
1.2131,294.58,-8.9463,285530
1.2135,294.49,-8.7604,285610
1.2139,294.4,-8.5758,285690
1.2143,294.32,-8.3914,285770
1.2147,294.23,-8.212,285840
1.215,294.15,-8.0322,285920
1.2154,294.07,-7.8357,285990
1.2158,293.97,-7.6196,286080
1.2163,293.88,-7.388,286170
1.2167,293.77,-7.1424,286260
1.2172,293.67,-6.8846,286350
1.2177,293.57,-6.6167,286450
1.2181,293.46,-6.3412,286540
1.2186,293.35,-6.0604,286640
1.2191,293.25,-5.7765,286730
1.2195,293.15,-5.4919,286820
1.2199,293.05,-5.2088,286910
1.2203,292.96,-4.9293,286990
1.2207,292.87,-4.6553,287070
1.2211,292.79,-4.3885,287140
1.2214,292.71,-4.1305,287210
1.2217,292.64,-3.8825,287270
1.222,292.57,-3.6454,287330
1.2223,292.5,-3.4201,287390
1.2226,292.44,-3.2071,287440
1.2228,292.39,-3.0067,287490
1.223,292.34,-2.819,287530
1.2232,292.29,-2.6439,287570
1.2234,292.25,-2.4814,287600
1.2235,292.21,-2.3309,287640
1.2237,292.18,-2.1922,287660
1.2238,292.15,-2.0647,287690
1.2239,292.12,-1.9478,287720
1.224,292.09,-1.841,287740
1.2241,292.07,-1.7436,287760
1.2242,292.05,-1.655,287780
1.2243,292.03,-1.5747,287790
1.2244,292.01,-1.5018,287810
1.2245,291.99,-1.436,287820
1.2245,291.98,-1.3766,287840
1.2246,291.96,-1.323,287850
1.2246,291.95,-1.2748,287860
1.2247,291.94,-1.2315,287870
1.2247,291.93,-1.1926,287880
1.2248,291.92,-1.1578,287890
1.2248,291.91,-1.1265,287890
1.2248,291.9,-1.0985,287900
1.2249,291.89,-1.0735,287910
1.2249,291.88,-1.0512,287910
1.2249,291.87,-1.0312,287920
1.225,291.87,-1.0134,287920
1.225,291.86,-0.99749,287930
1.225,291.86,-0.98333,287940
1.225,291.85,-0.97072,287940
1.2251,291.84,-0.95952,287940
1.2251,291.84,-0.94958,287950
1.2251,291.83,-0.94078,287950
1.2251,291.83,-0.93302,287960
1.2251,291.82,-0.9262,287960
1.2252,291.82,-0.92026,287960
1.2252,291.82,-0.91512,287970
1.2252,291.81,-0.91074,287970
1.2252,291.81,-0.90707,287970
1.2252,291.8,-0.90409,287980
1.2253,291.8,-0.90177,287980
1.2253,291.79,-0.90012,287990
1.2253,291.79,-0.89905,287990
1.2253,291.79,-0.89892,287990
1.2474,285.98,2.5413E-05,292450
1.2474,285.98,0.022442,292450
1.2474,285.98,0.044705,292450
1.2474,285.98,0.066887,292450
1.2474,285.98,0.089078,292450
1.2474,285.98,0.11137,292450
1.2474,285.98,0.13386,292450
1.2474,285.98,0.15665,292450
1.2474,285.98,0.17984,292450
1.2474,285.98,0.20353,292450
1.2474,285.98,0.22784,292450
1.2474,285.99,0.25288,292450
1.2474,285.99,0.27878,292450
1.2474,285.99,0.30567,292450
1.2474,285.99,0.33369,292450
1.2474,285.99,0.36297,292440
1.2474,285.99,0.39369,292440
1.2474,286,0.426,292440
1.2474,286,0.46009,292440
1.2473,286,0.49615,292440
1.2473,286.01,0.5344,292430
1.2473,286.01,0.57506,292430
1.2473,286.01,0.61837,292430
1.2473,286.02,0.66461,292420
1.2473,286.02,0.71407,292420
1.2472,286.03,0.76706,292420
1.2472,286.04,0.82393,292410
1.2472,286.04,0.88505,292400
1.2472,286.05,0.95082,292400
1.2471,286.06,1.0217,292390
1.2471,286.07,1.0981,292380
1.247,286.09,1.1805,292370
1.247,286.1,1.2694,292360
1.2469,286.12,1.3655,292350
1.2469,286.13,1.4692,292340
1.2468,286.15,1.5811,292320
1.2467,286.17,1.7017,292310
1.2466,286.2,1.8317,292290
1.2465,286.23,1.9714,292270
1.2464,286.26,2.1215,292250
1.2463,286.29,2.2823,292220
1.2461,286.33,2.4541,292190
1.246,286.37,2.6371,292160
1.2458,286.41,2.8314,292130
1.2456,286.46,3.037,292090
1.2454,286.52,3.2534,292050
1.2452,286.58,3.4802,292000
1.2449,286.64,3.7168,291950
1.2447,286.71,3.9622,291900
1.2444,286.79,4.2153,291840
1.2441,286.87,4.4746,291780
1.2438,286.95,4.7386,291720
1.2434,287.04,5.0055,291650
1.2431,287.13,5.2734,291580
1.2427,287.23,5.5401,291500
1.2423,287.33,5.8036,291430
1.2419,287.42,6.0618,291350
1.2416,287.52,6.3125,291270
1.2412,287.62,6.5536,291200
1.2408,287.72,6.7828,291120
1.2404,287.81,6.9995,291050
1.2401,287.9,7.2015,290980
1.2398,287.98,7.3827,290910
1.2395,288.06,7.5514,290850
1.2392,288.14,7.7208,290790
1.2388,288.22,7.892,290720
1.2385,288.3,8.0639,290660
1.2382,288.39,8.2369,290590
1.2378,288.48,8.411,290520
1.2374,288.57,8.5859,290440
1.2371,288.66,8.7616,290370
1.2367,288.75,8.938,290290
1.2363,288.85,9.115,290210
1.2359,288.95,9.2925,290130
1.2355,289.05,9.4703,290050
1.2351,289.15,9.6484,289970
1.2347,289.26,9.8266,289880
1.2342,289.36,10.005,289800
1.2338,289.47,10.183,289710
1.2333,289.59,10.361,289610
1.2329,289.7,10.538,289520
1.2324,289.81,10.715,289430
1.2319,289.93,10.892,289330
1.2314,290.05,11.068,289230
1.2309,290.17,11.242,289130
1.2304,290.29,11.416,289030
1.2299,290.41,11.589,288930
1.2294,290.54,11.76,288820
1.2289,290.67,11.93,288720
1.2283,290.79,12.098,288610
1.2278,290.92,12.265,288500
1.2273,291.05,12.43,288390
1.2267,291.18,12.593,288280
1.2262,291.31,12.754,288170
1.2256,291.45,12.913,288050
1.225,291.58,13.069,287940
1.2245,291.71,13.224,287820
1.2239,291.85,13.376,287710
1.2233,291.98,13.525,287590
1.2227,292.11,13.672,287480
1.2222,292.25,13.816,287360
1.2216,292.38,13.957,287240
1.221,292.52,14.096,287130
1.2204,292.65,14.232,287010
1.2199,292.78,14.364,286900
1.2193,292.91,14.494,286780
1.2187,293.04,14.621,286660
1.2182,293.17,14.744,286550
1.2176,293.3,14.865,286430
1.217,293.43,14.982,286320
1.2165,293.56,15.096,286210
1.2159,293.68,15.207,286100
1.2154,293.8,15.315,285980
1.2148,293.92,15.42,285880
1.2143,294.04,15.522,285770
1.2138,294.16,15.62,285660
1.2132,294.28,15.716,285560
1.2127,294.39,15.808,285450
1.2122,294.5,15.897,285350
1.2117,294.61,15.983,285250
1.2112,294.72,16.066,285150
1.2108,294.82,16.146,285060
