Density,Momentum_x,Momentum_y,Energy
1.2259,285.75,-23.27,287770
1.2266,285.61,-22.72,287920
1.2273,285.47,-22.162,288060
1.2279,285.35,-21.596,288190
1.2285,285.23,-21.023,288310
1.2291,285.13,-20.446,288430
1.2297,285.03,-19.865,288540
1.2302,284.94,-19.282,288640
1.2306,284.86,-18.699,288730
1.231,284.8,-18.117,288810
1.2314,284.74,-17.537,288890
1.2317,284.69,-16.961,288950
1.232,284.65,-16.391,289010
1.2322,284.63,-15.826,289060
1.2324,284.61,-15.27,289090
1.2326,284.6,-14.721,289130
1.2327,284.6,-14.183,289150
1.2328,284.6,-13.654,289170
1.2328,284.62,-13.137,289180
1.2328,284.64,-12.631,289180
1.2328,284.67,-12.137,289180
1.2328,284.7,-11.656,289170
1.2327,284.74,-11.187,289150
1.2326,284.78,-10.732,289140
1.2325,284.83,-10.29,289110
1.2324,284.88,-9.8583,289090
1.2322,284.94,-9.4501,289050
1.232,285,-9.0369,289020
1.2318,285.07,-8.5745,288980
1.2316,285.16,-8.0707,288920
1.2312,285.26,-7.5382,288860
1.2309,285.38,-6.9892,288790
1.2305,285.5,-6.4362,288700
1.23,285.63,-5.8903,288610
1.2295,285.77,-5.3614,288520
1.229,285.91,-4.8575,288420
1.2285,286.05,-4.3843,288320
1.228,286.18,-3.9462,288220
1.2276,286.31,-3.5452,288120
1.2271,286.44,-3.1823,288030
1.2267,286.55,-2.8568,287940
1.2263,286.66,-2.5676,287860
1.2259,286.75,-2.3123,287780
1.2256,286.84,-2.0886,287710
1.2252,286.92,-1.8936,287650
1.225,286.99,-1.7246,287590
1.2247,287.05,-1.5787,287540
1.2245,287.11,-1.4533,287500
1.2243,287.16,-1.3459,287460
1.2241,287.21,-1.2542,287420
1.2239,287.25,-1.1761,287390
1.2238,287.28,-1.1097,287350
1.2236,287.32,-1.0535,287330
1.2235,287.34,-1.0059,287300
1.2234,287.37,-0.96569,287280
1.2233,287.4,-0.93178,287260
1.2232,287.42,-0.90321,287240
1.2231,287.44,-0.87917,287220
1.2231,287.46,-0.85897,287210
1.223,287.47,-0.84203,287190
1.2229,287.49,-0.82787,287180
1.2228,287.51,-0.81608,287170
1.2228,287.52,-0.80636,287150
1.2227,287.54,-0.79845,287140
1.2227,287.55,-0.79215,287130
1.2226,287.56,-0.78733,287120
1.2226,287.58,-0.78392,287110
1.2225,287.59,-0.78178,287090
1.2224,287.61,-0.78155,287080
1.2491,285.51,4.1443E-05,292790
1.2491,285.51,0.027978,292790
1.2491,285.51,0.055713,292790
1.2491,285.51,0.083488,292790
1.2491,285.51,0.11157,292790
1.2491,285.5,0.14024,292790
1.2491,285.5,0.1698,292800
1.2492,285.49,0.20057,292800
1.2492,285.49,0.2329,292800
1.2492,285.48,0.26716,292810
1.2492,285.48,0.30377,292810
1.2493,285.47,0.3432,292820
1.2493,285.46,0.38596,292830
1.2493,285.44,0.43265,292840
1.2494,285.43,0.48392,292850
1.2495,285.41,0.54056,292860
1.2495,285.39,0.60344,292880
1.2496,285.36,0.67359,292890
1.2497,285.33,0.75218,292910
1.2498,285.3,0.84057,292940
1.25,285.26,0.94032,292970
1.2501,285.21,1.0532,293000
1.2503,285.16,1.1812,293040
1.2506,285.1,1.3266,293080
1.2508,285.03,1.4918,293130
1.2511,284.95,1.6794,293190
1.2514,284.85,1.8922,293250
1.2517,284.75,2.1328,293320
1.2521,284.64,2.4038,293400
1.2525,284.52,2.7076,293480
1.253,284.39,3.0457,293570
1.2535,284.25,3.4192,293670
1.254,284.1,3.8277,293770
1.2545,283.95,4.2697,293870
1.255,283.79,4.7417,293970
1.2555,283.64,5.2386,294070
1.2559,283.49,5.7532,294160
1.2564,283.35,6.2767,294250
1.2568,283.22,6.7985,294330
1.2571,283.11,7.3059,294400
1.2574,283.01,7.7915,294460
1.2577,282.92,8.2301,294510
1.2579,282.85,8.6296,294550
1.258,282.79,9.0344,294580
1.2582,282.73,9.4522,294620
1.2583,282.67,9.8839,294650
1.2585,282.62,10.329,294670
1.2586,282.57,10.788,294690
1.2586,282.53,11.261,294710
1.2587,282.5,11.746,294720
1.2587,282.47,12.244,294720
1.2587,282.45,12.755,294720
1.2586,282.44,13.277,294710
1.2586,282.44,13.809,294690
1.2584,282.45,14.352,294660
1.2583,282.47,14.904,294630
1.2581,282.5,15.463,294590
1.2578,282.54,16.03,294540
1.2575,282.6,16.602,294480
1.2572,282.66,17.177,294410
1.2568,282.74,17.756,294340
1.2564,282.83,18.335,294250
1.2559,282.93,18.915,294160
1.2554,283.04,19.492,294050
1.2548,283.17,20.065,293940
1.2542,283.3,20.633,293820
1.2536,283.45,21.194,293690
1.2529,283.6,21.747,293550
1.2522,283.77,22.29,293400
1.2514,283.94,22.822,293250
1.2506,284.13,23.342,293090
1.2498,284.31,23.848,292930
1.249,284.51,24.339,292760
1.2481,284.71,24.815,292590
1.2472,284.91,25.275,292420
1.2464,285.12,25.718,292240
1.2455,285.33,26.144,292060
1.2446,285.53,26.552,291880
1.2437,285.74,26.941,291700
1.2428,285.95,27.313,291530
1.242,286.15,27.666,291350
1.2411,286.35,28.001,291180
1.2402,286.55,28.318,291010
1.2394,286.74,28.617,290840
1.2386,286.93,28.899,290680
1.2378,287.11,29.16,290520
1.237,287.3,29.424,290360
1.2361,287.51,29.721,290180
1.235,287.76,30.051,289960
1.2338,288.05,30.414,289710
1.2324,288.37,30.807,289430
1.2308,288.73,31.228,289110
1.229,289.14,31.676,288750
1.227,289.6,32.146,288340
1.2248,290.1,32.633,287890
1.2223,290.66,33.134,287390
1.2195,291.27,33.642,286830
1.2165,291.94,34.151,286210
1.2132,292.67,34.652,285540
1.2095,293.46,35.138,284790
1.2055,294.32,35.599,283980
1.2011,295.23,36.026,283090
1.1964,296.2,36.407,282130
1.1912,297.23,36.733,281090
1.1857,298.31,36.993,279970
1.1798,299.43,37.176,278770
1.1735,300.61,37.271,277480
1.1668,301.81,37.269,276120
1.1597,303.05,37.162,274670
1.1522,304.3,36.941,273140
1.1444,305.56,36.599,271520
1.1361,306.82,36.132,269830
1.1276,308.07,35.535,268070
1.1186,309.3,34.805,266230
1.1094,310.5,33.943,264320
1.0999,311.65,32.948,262350
1.09,312.75,31.822,260320
1.08,313.78,30.57,258230
1.0697,314.74,29.196,256090
1.0592,315.62,27.705,253910
1.0485,316.41,26.106,251680
1.0377,317.1,24.407,249420
1.0268,317.7,22.616,247130
1.0158,318.19,20.744,244820
1.0048,318.57,18.801,242500
0.9937,318.84,16.798,240160
0.98265,319,14.747,237830
0.97163,319.06,12.659,235490
0.96064,319,10.545,233150
0.94966,318.84,8.3994,230820
0.9387,318.58,6.2206,228480
0.92774,318.2,4.0151,226130
0.91684,317.74,1.7951,223800
0.90597,317.16,-0.43385,221460
0.89524,316.51,-2.655,219150
0.88452,315.72,-4.868,216830
0.87404,314.93,-7.0478,214570
0.86351,313.93,-9.2248,212280
0.85377,313.09,-11.37,210170
0.84436,311.89,-13.613,208110
0.83671,311.19,-15.681,206460
0.82587,309.53,-17.78,204050
0.80957,308.31,-18.278,200550
0.78471,305.22,-19.804,195110
0.79119,305.54,-20.946,196490
0.90264,308.24,-34.046,220060
1.0625,307.36,-45.974,254110
1.1223,304.25,-47.158,266760
1.1295,303.13,-45.174,268200
1.1324,302.25,-43.794,268740
1.1412,301.06,-42.97,270560
1.1504,299.86,-42.142,272460
1.1576,298.8,-41.263,273930
1.1636,297.84,-40.407,275160
1.1693,296.93,-39.582,276310
1.1744,296.08,-38.776,277360
1.179,295.29,-37.986,278300
1.1832,294.57,-37.216,279150
1.187,293.9,-36.468,279920
1.1904,293.28,-35.746,280610
1.1934,292.72,-35.05,281240
1.1962,292.21,-34.384,281800
1.1986,291.74,-33.75,282300
1.2009,291.32,-33.151,282750
1.2028,290.94,-32.587,283150
1.2046,290.61,-32.062,283500
1.2061,290.31,-31.575,283820
1.2075,290.04,-31.127,284090
1.2087,289.8,-30.72,284340
1.2098,289.6,-30.35,284550
1.2107,289.42,-30.027,284730
1.2115,289.27,-29.739,284890
1.2122,289.12,-29.449,285040
1.213,288.97,-29.144,285200
1.2138,288.81,-28.821,285360
1.2146,288.64,-28.481,285530
1.2154,288.48,-28.124,285700
1.2163,288.31,-27.748,285870
1.2171,288.14,-27.356,286050
1.218,287.96,-26.947,286220
1.2189,287.79,-26.521,286400
1.2197,287.62,-26.078,286570
1.2206,287.45,-25.62,286750
1.2215,287.28,-25.146,286920
1.2223,287.11,-24.659,287090
1.2231,286.95,-24.157,287250
1.2239,286.79,-23.643,287410
1.2247,286.64,-23.118,287570
1.2254,286.5,-22.582,287720
1.2261,286.36,-22.037,287860
1.2268,286.23,-21.484,288000
1.2275,286.11,-20.925,288130
1.2281,285.99,-20.36,288250
1.2286,285.89,-19.792,288370
1.2291,285.79,-19.221,288470
1.2296,285.71,-18.65,288570
1.2301,285.63,-18.079,288660
1.2305,285.57,-17.51,288740
1.2308,285.51,-16.944,288810
1.2311,285.46,-16.383,288870
1.2314,285.42,-15.827,288930
1.2316,285.4,-15.279,288970
1.2318,285.38,-14.738,289010
1.232,285.36,-14.206,289040
1.2321,285.36,-13.684,289070
1.2322,285.36,-13.172,289080
1.2322,285.38,-12.672,289100
1.2322,285.39,-12.182,289100
1.2322,285.42,-11.705,289100
1.2322,285.45,-11.24,289090
1.2321,285.48,-10.787,289080
1.2321,285.52,-10.348,289060
1.232,285.57,-9.9184,289040
1.2318,285.61,-9.5117,289020
1.2317,285.66,-9.0998,288990
1.2315,285.73,-8.6382,288950
1.2313,285.8,-8.135,288910
1.231,285.89,-7.6024,288850
1.2307,285.99,-7.0528,288790
1.2303,286.11,-6.4984,288710
1.2299,286.23,-5.9506,288630
1.2295,286.35,-5.4193,288540
1.229,286.48,-4.9124,288450
1.2286,286.61,-4.436,288360
1.2281,286.73,-3.9945,288260
1.2276,286.85,-3.5901,288170
1.2272,286.97,-3.2237,288090
1.2268,287.08,-2.895,288000
1.2264,287.18,-2.6027,287930
1.2261,287.27,-2.3445,287850
1.2257,287.35,-2.1182,287790
1.2254,287.42,-1.9209,287730
1.2252,287.49,-1.7497,287680
1.2249,287.55,-1.602,287630
1.2247,287.61,-1.475,287580
1.2245,287.65,-1.3661,287540
1.2243,287.7,-1.2732,287510
1.2242,287.73,-1.194,287480
1.224,287.77,-1.1267,287450
1.2239,287.8,-1.0697,287420
1.2238,287.83,-1.0214,287400
1.2237,287.85,-0.98068,287370
1.2236,287.88,-0.94629,287360
1.2235,287.9,-0.91731,287340
1.2234,287.92,-0.89292,287320
1.2234,287.93,-0.87243,287300
1.2233,287.95,-0.85525,287290
1.2232,287.97,-0.84088,287280
1.2232,287.98,-0.82893,287260
1.2231,288,-0.81907,287250
1.223,288.01,-0.81104,287240
1.223,288.02,-0.80465,287230
1.2229,288.04,-0.79975,287220
1.2229,288.05,-0.79629,287210
1.2228,288.06,-0.79411,287200
1.2228,288.08,-0.79385,287190
1.2491,285.52,4.2266E-05,292780
1.2491,285.52,0.028477,292780
1.2491,285.52,0.056707,292780
1.2491,285.52,0.084976,292780
1.2491,285.52,0.11356,292780
1.2491,285.52,0.14274,292790
1.2491,285.51,0.17282,292790
1.2491,285.51,0.20414,292790
1.2491,285.5,0.23703,292790
1.2491,285.5,0.2719,292800
1.2492,285.49,0.30915,292800
1.2492,285.48,0.34926,292810
1.2492,285.47,0.39277,292820
1.2493,285.46,0.44026,292830
1.2493,285.44,0.49241,292840
1.2494,285.43,0.55002,292850
1.2495,285.4,0.61396,292860
1.2496,285.38,0.68528,292880
1.2497,285.35,0.76516,292900
1.2498,285.32,0.85499,292920
1.2499,285.28,0.95634,292950
1.2501,285.24,1.071,292980
1.2502,285.18,1.201,293020
1.2504,285.13,1.3486,293060
1.2507,285.06,1.5162,293110
1.251,284.98,1.7065,293160
1.2513,284.89,1.9221,293220
1.2516,284.8,2.1658,293290
1.2519,284.69,2.4402,293360
1.2523,284.58,2.7475,293440
1.2528,284.45,3.0893,293530
1.2532,284.32,3.4663,293620
1.2537,284.18,3.8784,293710
1.2541,284.04,4.3236,293800
1.2546,283.89,4.7986,293900
1.2551,283.75,5.2979,293990
1.2555,283.62,5.8144,294080
1.2559,283.49,6.339,294160
1.2563,283.37,6.8612,294230
1.2566,283.27,7.3683,294290
1.2568,283.18,7.8531,294340
1.257,283.11,8.2903,294380
1.2572,283.05,8.6881,294420
1.2573,282.99,9.0908,294450
1.2575,282.94,9.506,294470
1.2576,282.89,9.9346,294500
1.2577,282.85,10.376,294510
1.2577,282.81,10.831,294530
1.2578,282.78,11.298,294530
1.2578,282.76,11.778,294540
1.2578,282.74,12.27,294530
1.2577,282.74,12.773,294520
1.2576,282.74,13.287,294510
1.2575,282.75,13.811,294480
1.2574,282.77,14.344,294450
1.2572,282.8,14.886,294410
1.2569,282.84,15.435,294360
1.2567,282.89,15.989,294310
1.2563,282.95,16.548,294240
1.256,283.03,17.111,294170
1.2555,283.11,17.675,294080
1.2551,283.21,18.24,293990
1.2546,283.32,18.804,293890
1.254,283.44,19.366,293780
1.2535,283.57,19.923,293660
1.2528,283.71,20.475,293540
1.2522,283.86,21.019,293400
1.2515,284.03,21.556,293260
1.2507,284.2,22.082,293120
1.25,284.37,22.597,292960
1.2492,284.56,23.1,292800
1.2483,284.75,23.589,292640
1.2475,284.95,24.065,292470
1.2466,285.15,24.525,292290
1.2458,285.35,24.969,292120
1.2449,285.56,25.397,291940
1.244,285.77,25.807,291760
1.2431,285.97,26.201,291580
1.2422,286.18,26.577,291410
1.2413,286.39,26.935,291230
1.2405,286.59,27.276,291050
1.2396,286.79,27.599,290880
1.2388,286.98,27.904,290710
1.238,287.18,28.193,290550
1.2372,287.36,28.464,290390
1.2364,287.54,28.716,290230
1.2356,287.72,28.971,290070
1.2347,287.94,29.257,289890
1.2336,288.18,29.576,289670
1.2324,288.46,29.925,289430
1.231,288.78,30.304,289150
1.2295,289.14,30.711,288830
1.2277,289.54,31.142,288480
1.2257,289.98,31.595,288080
1.2235,290.48,32.066,287640
1.2211,291.02,32.55,287140
1.2184,291.62,33.041,286590
1.2154,292.28,33.532,285990
1.2121,292.99,34.018,285320
1.2085,293.77,34.489,284590
1.2045,294.6,34.936,283790
1.2003,295.49,35.351,282920
1.1956,296.44,35.723,281980
1.1906,297.44,36.042,280960
1.1852,298.5,36.298,279860
1.1794,299.6,36.48,278680
1.1732,300.75,36.578,277420
1.1666,301.93,36.583,276080
1.1597,303.14,36.485,274650
1.1523,304.37,36.278,273150
1.1446,305.61,35.953,271570
1.1365,306.85,35.507,269900
1.128,308.08,34.934,268170
1.1192,309.29,34.232,266360
1.1101,310.47,33.4,264480
1.1007,311.61,32.438,262540
1.0911,312.7,31.347,260530
1.0811,313.72,30.133,258470
1.071,314.68,28.798,256360
1.0606,315.55,27.348,254200
1.0501,316.35,25.791,252010
1.0394,317.04,24.135,249770
1.0286,317.64,22.388,247510
1.0177,318.14,20.559,245230
1.0068,318.54,18.66,242930
0.99586,318.82,16.702,240620
0.98492,319,14.694,238310
0.974,319.07,12.649,235990
0.96312,319.04,10.578,233680
0.95224,318.9,8.4736,231370
0.94138,318.66,6.3357,229050
0.93052,318.31,4.1704,226730
0.91972,317.88,1.9898,224410
0.90894,317.32,-0.20082,222100
0.89829,316.7,-2.3844,219810
0.88766,315.95,-4.5621,217510
0.87727,315.19,-6.7084,215270
0.86686,314.23,-8.858,213010
0.85726,313.42,-10.978,210930
0.84797,312.26,-13.191,208890
0.84019,311.57,-15.214,207210
0.82877,309.92,-17.169,204680
0.81179,308.64,-17.643,201040
0.78829,305.81,-19.051,195910
0.79956,306.29,-21.161,198290
0.91629,309.22,-34.608,223030
1.067,307.98,-45.499,255130
1.1203,305.07,-46.373,266370
1.1272,303.95,-44.456,267760
1.131,303.02,-43.142,268500
1.14,301.82,-42.339,270360
1.1492,300.63,-41.528,272240
1.1563,299.58,-40.668,273710
1.1624,298.62,-39.829,274950
1.1681,297.72,-39.02,276100
1.1732,296.88,-38.228,277150
1.1778,296.1,-37.454,278090
1.182,295.38,-36.7,278940
1.1857,294.72,-35.968,279710
1.1891,294.11,-35.26,280400
1.1922,293.55,-34.58,281020
1.1949,293.04,-33.93,281570
1.1974,292.58,-33.311,282070
1.1996,292.17,-32.726,282520
1.2015,291.79,-32.177,282920
1.2033,291.46,-31.664,283270
1.2048,291.16,-31.189,283590
1.2062,290.9,-30.753,283870
1.2074,290.66,-30.357,284110
1.2084,290.46,-29.997,284320
1.2094,290.28,-29.682,284500
1.2101,290.13,-29.401,284660
1.2109,289.98,-29.119,284810
1.2117,289.83,-28.822,284970
1.2125,289.67,-28.508,285140
1.2133,289.5,-28.177,285300
1.2141,289.34,-27.829,285470
1.215,289.17,-27.464,285650
1.2159,289,-27.082,285820
1.2167,288.82,-26.683,286000
1.2176,288.65,-26.268,286170
1.2185,288.48,-25.838,286350
1.2193,288.3,-25.391,286530
1.2202,288.13,-24.93,286700
1.221,287.96,-24.455,286870
1.2219,287.8,-23.967,287040
1.2227,287.64,-23.466,287200
1.2235,287.48,-22.953,287360
1.2242,287.33,-22.431,287520
1.225,287.19,-21.899,287660
1.2257,287.05,-21.359,287810
1.2263,286.93,-20.812,287940
1.227,286.8,-20.261,288070
1.2276,286.69,-19.705,288190
1.2281,286.59,-19.146,288300
1.2286,286.5,-18.586,288400
1.2291,286.41,-18.027,288500
1.2295,286.34,-17.468,288580
1.2299,286.27,-16.913,288660
1.2302,286.22,-16.361,288730
1.2305,286.17,-15.815,288790
1.2308,286.13,-15.275,288840
1.231,286.1,-14.742,288890
1.2312,286.08,-14.218,288930
1.2314,286.07,-13.702,288960
1.2315,286.06,-13.197,288980
1.2316,286.06,-12.701,289000
1.2316,286.07,-12.217,289010
1.2317,286.09,-11.744,289020
1.2317,286.11,-11.283,289020
1.2316,286.13,-10.833,289010
1.2316,286.16,-10.397,289000
1.2315,286.2,-9.9696,288990
1.2314,286.23,-9.5647,288970
1.2313,286.28,-9.1544,288950
1.2312,286.33,-8.6943,288920
1.231,286.4,-8.1921,288880
1.2307,286.47,-7.66,288830
1.2305,286.56,-7.1102,288770
1.2301,286.66,-6.5551,288710
1.2298,286.77,-6.0059,288640
1.2294,286.89,-5.4726,288560
1.229,287,-4.9633,288470
1.2285,287.12,-4.4842,288390
1.2281,287.24,-4.0396,288300
1.2277,287.35,-3.6322,288220
1.2273,287.46,-3.2628,288130
1.2269,287.56,-2.9311,288060
1.2265,287.65,-2.6359,287980
1.2262,287.74,-2.3751,287920
1.2259,287.81,-2.1463,287850
1.2256,287.88,-1.9468,287800
1.2254,287.95,-1.7737,287750
1.2251,288,-1.6242,287700
1.2249,288.06,-1.4956,287660
1.2247,288.1,-1.3854,287620
1.2246,288.14,-1.2913,287590
1.2244,288.18,-1.2111,287560
1.2243,288.21,-1.143,287530
1.2242,288.24,-1.0852,287500
1.2241,288.27,-1.0364,287480
1.2239,288.29,-0.99505,287460
1.2239,288.31,-0.9602,287440
1.2238,288.33,-0.93083,287420
1.2237,288.35,-0.90612,287410
1.2236,288.37,-0.88535,287390
1.2236,288.38,-0.86793,287380
1.2235,288.4,-0.85337,287370
1.2234,288.41,-0.84126,287350
1.2234,288.43,-0.83126,287340
1.2233,288.44,-0.82312,287330
1.2233,288.45,-0.81664,287320
1.2232,288.47,-0.81168,287310
1.2232,288.48,-0.80817,287300
1.2231,288.49,-0.80594,287290
1.2231,288.51,-0.80565,287280
1.249,285.54,4.3071E-05,292770
1.249,285.54,0.028964,292770
1.249,285.53,0.057675,292770
1.249,285.53,0.086426,292770
1.249,285.53,0.1155,292770
1.249,285.53,0.14517,292780
1.249,285.53,0.17577,292780
1.2491,285.52,0.20761,292780
1.2491,285.52,0.24106,292790
1.2491,285.51,0.27651,292790
1.2491,285.5,0.31439,292790
1.2492,285.49,0.35517,292800
1.2492,285.48,0.39939,292810
1.2492,285.47,0.44766,292820
1.2493,285.46,0.50067,292830
1.2493,285.44,0.55921,292840
1.2494,285.42,0.62418,292850
1.2495,285.4,0.69664,292870
1.2496,285.37,0.77778,292890
1.2497,285.34,0.869,292910
1.2498,285.3,0.97189,292940
1.25,285.26,1.0883,292970
1.2501,285.21,1.2202,293000
1.2503,285.16,1.3698,293040
1.2506,285.09,1.5398,293080
1.2508,285.02,1.7326,293140
1.2511,284.94,1.951,293190
1.2514,284.84,2.1977,293260
1.2518,284.74,2.4752,293330
1.2521,284.63,2.7857,293400
1.2525,284.52,3.1308,293480
1.253,284.39,3.5112,293560
1.2534,284.26,3.9264,293650
1.2538,284.13,4.3746,293740
1.2543,284,4.852,293830
1.2547,283.87,5.3534,293910
1.2551,283.74,5.8712,293990
1.2554,283.63,6.3964,294060
1.2557,283.52,6.9185,294120
1.256,283.43,7.4248,294180
1.2562,283.35,7.9081,294220
1.2564,283.29,8.3436,294260
1.2565,283.24,8.7394,294280
1.2567,283.19,9.1396,294310
1.2568,283.15,9.5519,294330
1.2568,283.11,9.9769,294340
1.2569,283.08,10.415,294350
1.2569,283.05,10.864,294360
1.2569,283.03,11.327,294360
1.2569,283.02,11.8,294360
1.2569,283.01,12.285,294350
1.2568,283.02,12.781,294330
1.2567,283.03,13.287,294310
1.2565,283.05,13.802,294280
1.2563,283.08,14.326,294240
1.2561,283.12,14.857,294190
1.2558,283.17,15.394,294140
1.2555,283.23,15.937,294070
1.2551,283.3,16.484,294000
1.2547,283.39,17.033,293920
1.2543,283.48,17.584,293830
1.2538,283.59,18.134,293740
1.2533,283.7,18.683,293630
1.2527,283.83,19.229,293520
1.2521,283.97,19.771,293390
1.2515,284.12,20.307,293260
1.2508,284.27,20.835,293130
1.2501,284.44,21.355,292980
1.2493,284.61,21.865,292830
1.2485,284.79,22.364,292670
1.2477,284.98,22.85,292510
1.2469,285.18,23.324,292350
1.246,285.37,23.783,292180
1.2452,285.58,24.228,292000
1.2443,285.78,24.657,291830
1.2434,285.99,25.07,291650
1.2425,286.19,25.466,291470
1.2417,286.4,25.846,291290
1.2408,286.61,26.209,291110
1.2399,286.81,26.554,290940
1.239,287.01,26.883,290760
1.2382,287.21,27.194,290590
1.2374,287.41,27.489,290430
1.2365,287.59,27.767,290260
1.2358,287.78,28.029,290100
1.235,287.96,28.271,289950
1.2342,288.14,28.517,289790
1.2333,288.34,28.794,289610
1.2323,288.59,29.1,289400
1.231,288.86,29.437,289150
1.2297,289.18,29.803,288880
1.2281,289.53,30.195,288570
1.2264,289.92,30.611,288220
1.2245,290.36,31.048,287820
1.2223,290.84,31.503,287390
1.2199,291.38,31.969,286900
1.2172,291.97,32.444,286360
1.2143,292.61,32.919,285770
1.2111,293.31,33.389,285110
1.2075,294.06,33.845,284400
1.2037,294.87,34.28,283610
1.1994,295.74,34.683,282760
1.1949,296.67,35.046,281830
1.19,297.65,35.358,280830
1.1847,298.69,35.61,279750
1.179,299.77,35.79,278590
1.1729,300.89,35.891,277360
1.1664,302.05,35.901,276040
1.1596,303.23,35.813,274640
1.1524,304.44,35.618,273160
1.1448,305.66,35.31,271600
1.1368,306.88,34.883,269970
1.1285,308.09,34.334,268260
1.1198,309.28,33.658,266480
1.1109,310.44,32.856,264630
1.1016,311.57,31.926,262710
1.0921,312.65,30.87,260740
1.0823,313.66,29.692,258710
1.0722,314.62,28.396,256620
1.062,315.49,26.986,254500
1.0516,316.28,25.471,252330
1.0411,316.98,23.857,250120
1.0304,317.59,22.153,247890
1.0196,318.1,20.369,245630
1.0088,318.5,18.513,243350
0.99799,318.8,16.598,241070
0.98716,319,14.634,238780
0.97635,319.08,12.632,236490
0.96557,319.07,10.602,234200
0.9548,318.95,8.5397,231910
0.94404,318.74,6.4426,229620
0.93328,318.42,4.3174,227320
0.92257,318.01,2.1763,225020
0.91189,317.48,0.023984,222730
0.90133,316.89,-2.1221,220460
0.89079,316.17,-4.2645,218190
0.88049,315.44,-6.3775,215970
0.8702,314.52,-8.4999,213730
0.86073,313.74,-10.594,211690
0.85155,312.63,-12.772,209670
0.84356,311.93,-14.746,207950
0.83154,310.29,-16.548,205290
0.81397,308.96,-17.04,201520
0.79235,306.45,-18.349,196810
0.80907,307.14,-21.548,200350
0.9297,310.14,-35.173,225950
1.0709,308.58,-44.954,256000
1.1182,305.85,-45.544,265980
1.125,304.72,-43.717,267330
1.1296,303.74,-42.475,268240
1.1388,302.53,-41.695,270150
1.1479,301.35,-40.902,272020
1.1551,300.31,-40.061,273480
1.1612,299.35,-39.241,274740
1.1668,298.46,-38.447,275890
1.172,297.62,-37.672,276930
1.1766,296.85,-36.914,277870
1.1807,296.13,-36.175,278720
1.1845,295.48,-35.459,279480
1.1878,294.87,-34.767,280170
1.1909,294.32,-34.103,280790
1.1936,293.82,-33.468,281340
1.1961,293.36,-32.864,281840
1.1983,292.95,-32.293,282290
1.2002,292.58,-31.758,282680
1.202,292.25,-31.258,283040
1.2035,291.95,-30.796,283350
1.2049,291.69,-30.37,283630
1.2061,291.45,-29.984,283870
1.2071,291.25,-29.634,284080
1.208,291.07,-29.327,284270
1.2088,290.92,-29.054,284430
1.2096,290.77,-28.78,284580
1.2103,290.62,-28.49,284730
1.2111,290.46,-28.185,284900
1.212,290.3,-27.863,285070
1.2128,290.13,-27.524,285240
1.2137,289.96,-27.168,285410
1.2145,289.79,-26.797,285590
1.2154,289.62,-26.409,285760
1.2163,289.44,-26.005,285940
1.2172,289.27,-25.586,286120
1.2181,289.09,-25.151,286300
1.2189,288.92,-24.702,286470
1.2198,288.75,-24.239,286650
1.2206,288.58,-23.763,286820
1.2214,288.42,-23.275,286980
1.2223,288.26,-22.776,287150
1.223,288.1,-22.266,287300
1.2238,287.95,-21.747,287460
1.2245,287.81,-21.22,287600
1.2252,287.68,-20.687,287740
1.2258,287.55,-20.147,287870
1.2265,287.44,-19.604,288000
1.227,287.33,-19.057,288110
1.2276,287.22,-18.509,288220
1.2281,287.13,-17.961,288320
1.2285,287.05,-17.414,288410
1.2289,286.98,-16.869,288500
1.2293,286.91,-16.327,288570
1.2297,286.86,-15.79,288640
1.23,286.81,-15.259,288700
1.2302,286.77,-14.734,288750
1.2304,286.74,-14.217,288800
1.2306,286.72,-13.709,288840
1.2308,286.7,-13.209,288870
1.2309,286.69,-12.72,288890
1.231,286.69,-12.241,288910
1.231,286.7,-11.772,288920
1.2311,286.71,-11.315,288930
1.2311,286.73,-10.869,288930
1.2311,286.75,-10.437,288930
1.231,286.77,-10.012,288920
1.231,286.8,-9.6091,288910
1.2309,286.84,-9.2008,288890
1.2308,286.88,-8.7425,288870
1.2306,286.94,-8.2418,288840
1.2304,287.01,-7.7107,288800
1.2302,287.08,-7.1615,288750
1.2299,287.17,-6.6061,288690
1.2296,287.27,-6.0561,288630
1.2292,287.37,-5.5214,288560
1.2289,287.48,-5.0101,288480
1.2285,287.59,-4.5288,288400
1.2281,287.69,-4.0817,288320
1.2277,287.8,-3.6715,288250
1.2273,287.9,-3.2994,288170
1.227,287.99,-2.965,288100
1.2266,288.08,-2.6672,288030
1.2263,288.16,-2.404,287970
1.226,288.23,-2.173,287910
1.2257,288.3,-1.9714,287850
1.2255,288.36,-1.7965,287810
1.2253,288.41,-1.6453,287760
1.2251,288.46,-1.5153,287720
1.2249,288.5,-1.4039,287690
1.2248,288.54,-1.3086,287650
1.2246,288.58,-1.2275,287630
1.2245,288.61,-1.1586,287600
1.2244,288.64,-1.1001,287580
1.2243,288.66,-1.0506,287550
1.2242,288.68,-1.0088,287530
1.2241,288.71,-0.97352,287520
1.224,288.72,-0.94378,287500
1.2239,288.74,-0.91876,287480
1.2239,288.76,-0.89773,287470
1.2238,288.77,-0.88009,287460
1.2237,288.79,-0.86535,287450
1.2237,288.8,-0.85308,287430
1.2236,288.81,-0.84296,287420
1.2236,288.83,-0.83471,287410
1.2235,288.84,-0.82815,287400
