Density,Momentum_x,Momentum_y,Energy
1.1756,271.68,-57.726,276150
1.1821,270.02,-57.19,277470
1.1889,268.29,-56.579,278830
1.1958,266.52,-55.883,280240
1.2025,264.77,-55.083,281570
1.2087,263.06,-54.172,282830
1.2147,261.42,-53.158,284030
1.2202,259.86,-52.05,285140
1.2254,258.4,-50.863,286170
1.23,257.05,-49.613,287100
1.2343,255.83,-48.321,287950
1.2381,254.73,-47.01,288700
1.2414,253.76,-45.7,289370
1.2443,252.91,-44.412,289960
1.2469,252.18,-43.165,290460
1.249,251.57,-41.977,290890
1.2509,251.05,-40.861,291260
1.2524,250.62,-39.829,291570
1.2537,250.27,-38.881,291820
1.2548,249.99,-38.045,292040
1.2557,249.77,-37.296,292210
1.2564,249.56,-36.541,292370
1.2572,249.37,-35.743,292520
1.258,249.19,-34.899,292680
1.2587,249.03,-34.011,292820
1.2594,248.89,-33.081,292950
1.26,248.78,-32.111,293070
1.2605,248.7,-31.106,293180
1.261,248.65,-30.07,293270
1.2613,248.65,-29.007,293330
1.2616,248.68,-27.925,293380
1.2617,248.75,-26.828,293410
1.2617,248.86,-25.724,293410
1.2616,249.02,-24.619,293400
1.2614,249.22,-23.519,293350
1.2611,249.46,-22.432,293290
1.2606,249.73,-21.362,293200
1.2601,250.05,-20.315,293090
1.2594,250.39,-19.295,292960
1.2587,250.77,-18.307,292820
1.2579,251.17,-17.353,292660
1.257,251.59,-16.436,292480
1.256,252.02,-15.557,292290
1.255,252.48,-14.718,292090
1.2539,252.94,-13.918,291880
1.2528,253.41,-13.158,291660
1.2517,253.88,-12.436,291430
1.2506,254.36,-11.753,291210
1.2494,254.84,-11.107,290980
1.2482,255.31,-10.496,290740
1.2471,255.78,-9.9195,290510
1.2459,256.24,-9.3757,290280
1.2447,256.69,-8.8628,290040
1.2436,257.14,-8.3794,289810
1.2424,257.58,-7.9238,289590
1.2413,258,-7.4943,289360
1.2402,258.42,-7.0895,289140
1.2391,258.82,-6.7079,288920
1.238,259.22,-6.348,288710
1.237,259.6,-6.0085,288500
1.236,259.97,-5.6885,288300
1.235,260.33,-5.3842,288100
1.234,260.68,-5.1041,287900
1.233,261.03,-4.8264,287710
1.2319,261.41,-4.5232,287500
1.2307,261.84,-4.2025,287260
1.2294,262.28,-3.8731,287000
1.2281,262.75,-3.5434,286730
1.2267,263.21,-3.2207,286460
1.2254,263.67,-2.9109,286190
1.224,264.12,-2.6185,285920
1.2228,264.55,-2.3466,285670
1.2215,264.96,-2.0969,285420
1.2204,265.34,-1.8702,285190
1.2193,265.68,-1.6664,284980
1.2183,266,-1.4848,284780
1.2174,266.29,-1.3242,284600
1.2166,266.55,-1.1832,284440
1.2159,266.78,-1.0601,284290
1.2152,266.98,-0.9531,284160
1.2147,267.16,-0.86063,284050
1.2142,267.32,-0.781,283940
1.2137,267.47,-0.71268,283850
1.2133,267.59,-0.65423,283770
1.2129,267.7,-0.60438,283700
1.2126,267.8,-0.56197,283630
1.2123,267.89,-0.52597,283580
1.2121,267.97,-0.49547,283530
1.2118,268.04,-0.46968,283480
1.2116,268.1,-0.4479,283440
1.2114,268.15,-0.42953,283400
1.2113,268.2,-0.41406,283370
1.2111,268.25,-0.40104,283330
1.211,268.29,-0.39011,283310
1.2108,268.33,-0.38093,283280
1.2107,268.37,-0.37325,283260
1.2106,268.4,-0.36683,283230
1.2105,268.44,-0.36151,283210
1.2104,268.47,-0.35713,283190
1.2103,268.5,-0.35358,283170
1.2102,268.53,-0.35076,283150
1.2101,268.56,-0.34863,283130
1.21,268.58,-0.34713,283110
1.2099,268.61,-0.34619,283090
1.2098,268.64,-0.34606,283080
1.2498,285.3,1.5321E-05,292940
1.2498,285.3,0.011704,292940
1.2498,285.3,0.02331,292940
1.2499,285.3,0.034936,292940
1.2499,285.29,0.046698,292940
1.2499,285.29,0.058714,292950
1.2499,285.28,0.071109,292950
1.2499,285.27,0.084022,292960
1.25,285.27,0.097599,292960
1.25,285.25,0.112,292970
1.2501,285.24,0.12741,292980
1.2501,285.23,0.14402,292990
1.2502,285.21,0.16207,293000
1.2502,285.19,0.1818,293020
1.2503,285.16,0.20352,293040
1.2504,285.13,0.22756,293060
1.2506,285.09,0.25432,293080
1.2507,285.05,0.28425,293120
1.2509,285,0.31791,293150
1.2511,284.94,0.3559,293190
1.2513,284.87,0.39897,293240
1.2516,284.79,0.44795,293300
1.252,284.7,0.50383,293370
1.2524,284.59,0.56771,293440
1.2528,284.46,0.64085,293530
1.2533,284.31,0.72465,293640
1.2539,284.14,0.82062,293750
1.2546,283.95,0.93041,293890
1.2553,283.73,1.0557,294040
1.2562,283.48,1.1982,294210
1.2571,283.2,1.3596,294400
1.2581,282.9,1.5412,294610
1.2593,282.56,1.7441,294830
1.2605,282.2,1.9688,295080
1.2618,281.81,2.2151,295330
1.2631,281.4,2.4818,295600
1.2645,280.98,2.7664,295880
1.2659,280.55,3.0654,296160
1.2673,280.12,3.3732,296440
1.2686,279.7,3.6829,296710
1.2699,279.3,3.9891,296960
1.271,278.93,4.2743,297190
1.2721,278.6,4.5419,297410
1.2731,278.26,4.8203,297610
1.2742,277.91,5.1161,297820
1.2753,277.55,5.4311,298050
1.2764,277.17,5.7667,298270
1.2776,276.78,6.1243,298510
1.2788,276.38,6.5056,298750
1.28,275.97,6.9123,298990
1.2813,275.54,7.3461,299240
1.2826,275.1,7.8087,299500
1.2839,274.65,8.3022,299760
1.2852,274.18,8.8286,300020
1.2865,273.71,9.3897,300290
1.2879,273.23,9.9876,300560
1.2892,272.74,10.624,300830
1.2906,272.24,11.302,301100
1.2919,271.74,12.022,301370
1.2933,271.24,12.786,301630
1.2946,270.74,13.595,301890
1.2958,270.24,14.451,302140
1.2971,269.75,15.354,302390
1.2982,269.27,16.305,302620
1.2993,268.8,17.302,302840
1.3004,268.36,18.344,303050
1.3013,267.94,19.43,303230
1.3021,267.54,20.556,303400
1.3029,267.18,21.718,303550
1.3035,266.85,22.913,303670
1.304,266.57,24.133,303760
1.3043,266.32,25.374,303830
1.3045,266.12,26.628,303870
1.3046,265.97,27.887,303890
1.3045,265.86,29.143,303870
1.3043,265.81,30.39,303830
1.3039,265.79,31.62,303760
1.3035,265.82,32.824,303670
1.3029,265.89,33.998,303550
1.3022,266,35.134,303410
1.3014,266.15,36.228,303260
1.3006,266.32,37.277,303090
1.2996,266.52,38.276,302900
1.2987,266.73,39.225,302710
1.2977,266.97,40.121,302510
1.2966,267.21,40.952,302300
1.2955,267.48,41.795,302080
1.2942,267.81,42.74,301820
1.2926,268.22,43.787,301500
1.2906,268.72,44.93,301110
1.2883,269.33,46.158,300650
1.2856,270.05,47.456,300110
1.2825,270.89,48.807,299480
1.2788,271.87,50.189,298750
1.2746,272.99,51.578,297910
1.2699,274.26,52.947,296960
1.2646,275.68,54.268,295900
1.2587,277.24,55.514,294710
1.2522,278.94,56.655,293410
1.2451,280.77,57.667,291990
1.2374,282.7,58.526,290440
1.2292,284.74,59.212,288780
1.2204,286.85,59.708,287010
1.2111,289.02,60,285130
1.2014,291.23,60.077,283150
1.1911,293.46,59.932,281060
1.1804,295.69,59.561,278880
1.1692,297.9,58.961,276610
1.1577,300.07,58.133,274250
1.1458,302.19,57.078,271820
1.1336,304.23,55.8,269300
1.121,306.18,54.305,266720
1.1081,308.03,52.601,264070
1.095,309.76,50.694,261350
1.0816,311.35,48.597,258580
1.0681,312.8,46.318,255760
1.0543,314.1,43.87,252880
1.0403,315.23,41.266,249970
1.0263,316.19,38.519,247020
1.0121,316.97,35.644,244030
0.99779,317.56,32.656,241030
0.98347,317.98,29.571,238000
0.96912,318.2,26.405,234960
0.95477,318.23,23.173,231910
0.94047,318.08,19.891,228860
0.92625,317.74,16.576,225810
0.91214,317.23,13.243,222790
0.89816,316.54,9.9106,219780
0.8843,315.69,6.5906,216790
0.87048,314.67,3.2727,213800
0.85671,313.5,-0.049426,210810
0.84299,312.15,-3.3604,207820
0.8294,310.67,-6.6489,204850
0.8159,309.01,-9.895,201890
0.80264,307.28,-13.099,198980
0.78943,305.33,-16.232,196070
0.77675,303.44,-19.323,193270
0.76386,301.17,-22.295,190400
0.75186,299.29,-25.252,187770
0.73858,296.46,-27.97,184760
0.72831,295.08,-30.813,182550
0.7154,291.15,-33.166,179500
0.70767,291.5,-36.088,178010
0.68132,283.62,-37.525,171780
0.68582,288.85,-41.488,173380
0.74215,282.25,-46.423,184170
1.0117,285.6,-53.823,241520
1.1707,276.58,-60.417,275450
1.1618,276.7,-59.343,273510
1.1561,276.34,-58.223,272210
1.1662,274.57,-57.727,274300
1.1754,272.77,-57.261,276190
1.1819,271.16,-56.682,277500
1.1886,269.48,-56.034,278840
1.1955,267.77,-55.31,280230
1.202,266.08,-54.488,281540
1.2081,264.44,-53.566,282780
1.2139,262.86,-52.55,283940
1.2194,261.36,-51.448,285030
1.2244,259.97,-50.274,286030
1.2289,258.68,-49.047,286950
1.233,257.51,-47.785,287770
1.2367,256.46,-46.509,288510
1.24,255.54,-45.239,289160
1.2428,254.73,-43.994,289720
1.2453,254.03,-42.792,290220
1.2474,253.44,-41.648,290640
1.2492,252.94,-40.574,291000
1.2507,252.53,-39.583,291300
1.252,252.19,-38.674,291550
1.2531,251.92,-37.871,291760
1.2539,251.7,-37.153,291940
1.2547,251.49,-36.429,292090
1.2555,251.3,-35.663,292250
1.2563,251.12,-34.854,292400
1.257,250.96,-34.001,292550
1.2577,250.81,-33.107,292690
1.2583,250.69,-32.175,292810
1.2589,250.6,-31.208,292920
1.2593,250.54,-30.209,293020
1.2597,250.51,-29.183,293090
1.26,250.52,-28.136,293150
1.2602,250.56,-27.073,293190
1.2603,250.65,-26.001,293210
1.2603,250.77,-24.924,293200
1.2601,250.94,-23.85,293180
1.2599,251.14,-22.785,293130
1.2595,251.38,-21.733,293060
1.2591,251.66,-20.701,292960
1.2585,251.97,-19.693,292850
1.2579,252.3,-18.712,292720
1.2571,252.67,-17.763,292580
1.2563,253.05,-16.848,292410
1.2554,253.45,-15.968,292240
1.2545,253.87,-15.125,292050
1.2535,254.3,-14.319,291860
1.2525,254.74,-13.552,291650
1.2514,255.19,-12.822,291440
1.2503,255.64,-12.129,291230
1.2492,256.09,-11.472,291010
1.2481,256.53,-10.85,290780
1.247,256.98,-10.261,290560
1.2458,257.42,-9.7054,290340
1.2447,257.85,-9.1803,290110
1.2436,258.28,-8.6846,289890
1.2425,258.7,-8.2168,289670
1.2414,259.11,-7.7753,289450
1.2403,259.51,-7.3586,289240
1.2393,259.91,-6.9654,289030
1.2382,260.29,-6.5942,288820
1.2372,260.66,-6.2438,288620
1.2362,261.02,-5.9132,288420
1.2352,261.37,-5.5986,288220
1.2343,261.71,-5.3087,288030
1.2333,262.04,-5.0212,287840
1.2323,262.42,-4.7072,287630
1.2311,262.83,-4.3747,287390
1.2298,263.27,-4.033,287140
1.2285,263.72,-3.6907,286880
1.2271,264.17,-3.3555,286610
1.2258,264.63,-3.0336,286340
1.2245,265.07,-2.7295,286080
1.2232,265.49,-2.4465,285820
1.222,265.88,-2.1866,285580
1.2209,266.25,-1.9505,285350
1.2198,266.6,-1.7382,285140
1.2188,266.91,-1.549,284950
1.2179,267.19,-1.3817,284770
1.2171,267.44,-1.2346,284610
1.2164,267.67,-1.1063,284460
1.2158,267.87,-0.99472,284340
1.2152,268.05,-0.89827,284220
1.2147,268.21,-0.81521,284120
1.2142,268.35,-0.74393,284030
1.2138,268.47,-0.68295,283950
1.2135,268.58,-0.63094,283870
1.2132,268.68,-0.58669,283810
1.2129,268.76,-0.54912,283750
1.2126,268.84,-0.51729,283700
1.2124,268.91,-0.49037,283660
1.2122,268.97,-0.46764,283610
1.212,269.03,-0.44847,283580
1.2118,269.08,-0.43232,283540
1.2117,269.12,-0.41874,283510
1.2115,269.16,-0.40732,283480
1.2114,269.2,-0.39774,283460
1.2113,269.24,-0.38972,283430
1.2112,269.27,-0.38302,283410
1.2111,269.31,-0.37747,283390
1.211,269.34,-0.37289,283370
1.2109,269.37,-0.36918,283350
1.2108,269.39,-0.36624,283330
1.2107,269.42,-0.364,283310
1.2106,269.45,-0.36242,283290
1.2105,269.48,-0.36144,283270
1.2104,269.51,-0.3613,283260
1.2498,285.3,1.6171E-05,292940
1.2498,285.3,0.012237,292940
1.2498,285.3,0.024371,292940
1.2498,285.3,0.036526,292940
1.2499,285.3,0.048823,292940
1.2499,285.29,0.061386,292950
1.2499,285.29,0.074345,292950
1.2499,285.28,0.087845,292950
1.25,285.27,0.10204,292960
1.25,285.26,0.1171,292970
1.25,285.25,0.13321,292980
1.2501,285.23,0.15057,292990
1.2502,285.21,0.16944,293000
1.2502,285.19,0.19007,293020
1.2503,285.17,0.21277,293030
1.2504,285.13,0.23789,293060
1.2506,285.1,0.26586,293080
1.2507,285.06,0.29715,293110
1.2509,285.01,0.33232,293150
1.2511,284.95,0.37203,293190
1.2513,284.88,0.41703,293240
1.2516,284.8,0.46822,293290
1.2519,284.7,0.5266,293360
1.2523,284.59,0.59333,293440
1.2528,284.47,0.66973,293530
1.2533,284.32,0.75725,293630
1.2539,284.15,0.85747,293750
1.2545,283.96,0.97209,293880
1.2553,283.74,1.1029,294030
1.2561,283.5,1.2516,294200
1.257,283.22,1.4199,294380
1.2581,282.92,1.6093,294590
1.2592,282.59,1.8208,294810
1.2604,282.23,2.0549,295050
1.2616,281.85,2.3114,295310
1.263,281.45,2.589,295570
1.2643,281.03,2.8851,295850
1.2657,280.6,3.1958,296120
1.2671,280.18,3.5156,296400
1.2684,279.77,3.837,296660
1.2696,279.37,4.1546,296910
1.2708,279.01,4.4502,297140
1.2718,278.68,4.7273,297350
1.2728,278.36,5.0155,297540
1.2739,278.02,5.3213,297760
1.2749,277.66,5.6468,297970
1.2761,277.29,5.9933,298200
1.2772,276.92,6.3622,298420
1.2784,276.53,6.7551,298660
1.2796,276.12,7.1737,298900
1.2808,275.71,7.6196,299140
1.282,275.28,8.0946,299390
1.2833,274.85,8.6006,299640
1.2845,274.4,9.1393,299890
1.2858,273.95,9.7128,300150
1.2871,273.48,10.323,300400
1.2884,273.02,10.971,300660
1.2897,272.54,11.659,300920
1.2909,272.07,12.389,301170
1.2922,271.59,13.162,301420
1.2934,271.12,13.979,301660
1.2946,270.66,14.841,301900
1.2957,270.2,15.747,302130
1.2968,269.76,16.698,302340
1.2978,269.33,17.693,302540
1.2987,268.92,18.729,302730
1.2996,268.54,19.806,302890
1.3003,268.19,20.918,303040
1.3009,267.86,22.064,303160
1.3014,267.58,23.236,303260
1.3018,267.33,24.431,303340
1.3021,267.13,25.641,303390
1.3022,266.96,26.86,303410
1.3022,266.85,28.081,303410
1.302,266.77,29.296,303380
1.3017,266.74,30.499,303320
1.3013,266.75,31.683,303240
1.3008,266.81,32.84,303140
1.3002,266.9,33.966,303010
1.2995,267.02,35.055,302870
1.2987,267.18,36.102,302710
1.2978,267.36,37.105,302540
1.2969,267.56,38.059,302350
1.2959,267.78,38.965,302160
1.2949,268.01,39.821,301960
1.2939,268.26,40.614,301750
1.2928,268.53,41.419,301540
1.2915,268.85,42.322,301280
1.2899,269.25,43.322,300960
1.288,269.74,44.414,300580
1.2857,270.33,45.588,300130
1.2831,271.02,46.831,299600
1.28,271.83,48.127,298990
1.2765,272.78,49.455,298280
1.2724,273.86,50.794,297470
1.2678,275.08,52.118,296550
1.2627,276.44,53.4,295510
1.2569,277.95,54.613,294360
1.2506,279.59,55.731,293090
1.2437,281.35,56.728,291710
1.2362,283.22,57.581,290200
1.2282,285.19,58.27,288580
1.2196,287.24,58.776,286850
1.2105,289.36,59.086,285000
1.2009,291.51,59.188,283060
1.1908,293.69,59.073,281010
1.1803,295.87,58.737,278860
1.1693,298.04,58.176,276630
1.1579,300.18,57.39,274300
1.1462,302.26,56.38,271900
1.1341,304.27,55.15,269420
1.1217,306.2,53.705,266860
1.109,308.03,52.051,264240
1.096,309.74,50.196,261550
1.0828,311.32,48.15,258810
1.0693,312.77,45.923,256010
1.0556,314.06,43.527,253170
1.0418,315.19,40.975,250280
1.0279,316.16,38.279,247350
1.0138,316.94,35.455,244400
0.99962,317.55,32.517,241410
0.9854,317.98,29.481,238410
0.97116,318.22,26.362,235390
0.95692,318.27,23.176,232360
0.94272,318.14,19.939,229340
0.92859,317.83,16.667,226310
0.91458,317.35,13.376,223310
0.90069,316.69,10.084,220320
0.88691,315.88,6.8021,217350
0.87319,314.89,3.5214,214380
0.85951,313.75,0.23507,211420
0.84588,312.44,-3.0419,208450
0.83237,311,-6.2981,205500
0.81895,309.39,-9.514,202560
0.80577,307.7,-12.689,199670
0.79265,305.79,-15.796,196780
0.78005,303.95,-18.861,194010
0.76722,301.71,-21.812,191150
0.75532,299.89,-24.741,188530
0.74208,297.09,-27.445,185540
0.73189,295.78,-30.246,183350
0.71901,291.87,-32.627,180310
0.71155,292.29,-35.48,178880
0.68544,284.54,-37.046,172710
0.68924,289.6,-40.863,174140
0.74081,283.03,-45.577,183960
1.0065,286.57,-53.481,240480
1.17,277.61,-60.13,275380
1.1619,277.68,-59.012,273580
1.1559,277.34,-57.852,272240
1.1659,275.6,-57.306,274300
1.1752,273.84,-56.793,276200
1.1817,272.27,-56.173,277510
1.1883,270.64,-55.491,278840
1.195,268.98,-54.74,280200
1.2014,267.35,-53.9,281490
1.2075,265.77,-52.968,282700
1.2131,264.26,-51.949,283850
1.2184,262.82,-50.854,284910
1.2233,261.49,-49.696,285890
1.2278,260.26,-48.491,286780
1.2318,259.14,-47.258,287580
1.2354,258.14,-46.016,288300
1.2385,257.25,-44.784,288940
1.2413,256.48,-43.579,289490
1.2437,255.81,-42.419,289970
1.2458,255.24,-41.317,290390
1.2476,254.76,-40.284,290740
1.2491,254.36,-39.331,291040
1.2503,254.03,-38.457,291290
1.2514,253.76,-37.687,291490
1.2522,253.55,-36.997,291670
1.253,253.35,-36.301,291820
1.2538,253.15,-35.566,291980
1.2546,252.97,-34.789,292130
1.2553,252.8,-33.969,292280
1.256,252.65,-33.11,292420
1.2566,252.53,-32.213,292550
1.2572,252.42,-31.282,292660
1.2577,252.35,-30.319,292770
1.2582,252.3,-29.328,292850
1.2585,252.29,-28.316,292920
1.2588,252.31,-27.285,292970
1.2589,252.37,-26.243,293000
1.2589,252.47,-25.195,293000
1.2589,252.61,-24.147,292990
1.2587,252.78,-23.104,292960
1.2584,252.98,-22.072,292900
1.258,253.23,-21.056,292820
1.2575,253.5,-20.061,292730
1.257,253.8,-19.09,292620
1.2563,254.13,-18.147,292490
1.2556,254.48,-17.235,292340
1.2548,254.85,-16.356,292180
1.2539,255.23,-15.511,292010
1.253,255.63,-14.702,291830
1.252,256.04,-13.929,291640
1.251,256.46,-13.192,291440
1.25,256.88,-12.49,291230
1.249,257.3,-11.824,291020
1.2479,257.73,-11.192,290810
1.2468,258.15,-10.593,290600
1.2458,258.57,-10.026,290380
1.2447,258.99,-9.4901,290170
1.2436,259.39,-8.983,289960
1.2425,259.8,-8.5038,289740
1.2415,260.19,-8.0509,289530
1.2404,260.58,-7.6231,289320
1.2394,260.96,-7.2188,289120
1.2384,261.32,-6.8369,288920
1.2374,261.68,-6.4759,288720
1.2364,262.03,-6.1352,288520
1.2355,262.37,-5.8105,288330
1.2345,262.7,-5.5113,288150
1.2336,263.03,-5.2143,287960
1.2326,263.39,-4.8896,287760
1.2314,263.79,-4.5457,287520
1.2301,264.22,-4.1919,287270
1.2288,264.66,-3.8373,287020
1.2275,265.1,-3.4898,286750
1.2262,265.55,-3.1558,286490
1.2249,265.98,-2.8402,286230
1.2236,266.39,-2.5463,285970
1.2224,266.78,-2.2762,285740
1.2213,267.14,-2.0308,285510
1.2203,267.48,-1.8101,285300
1.2193,267.78,-1.6133,285110
1.2184,268.06,-1.4392,284930
1.2176,268.31,-1.2862,284770
1.2169,268.53,-1.1525,284630
1.2163,268.73,-1.0364,284500
1.2157,268.91,-0.936,284390
1.2152,269.06,-0.8495,284280
1.2147,269.2,-0.77527,284190
1.2143,269.32,-0.71176,284110
1.214,269.43,-0.65759,284040
1.2137,269.52,-0.61149,283980
1.2134,269.61,-0.57235,283920
1.2131,269.68,-0.53919,283870
1.2129,269.75,-0.51115,283830
1.2127,269.81,-0.48746,283780
1.2125,269.87,-0.46749,283750
1.2124,269.92,-0.45066,283710
1.2122,269.96,-0.43651,283680
1.2121,270,-0.42461,283650
1.2119,270.04,-0.41463,283630
1.2118,270.08,-0.40627,283600
1.2117,270.11,-0.39929,283580
1.2116,270.14,-0.3935,283560
1.2115,270.17,-0.38873,283540
1.2114,270.2,-0.38486,283520
1.2113,270.23,-0.38178,283500
1.2112,270.26,-0.37944,283480
1.2111,270.29,-0.37779,283460
1.211,270.31,-0.37676,283450
1.2109,270.34,-0.37662,283430
1.2498,285.31,1.703E-05,292930
1.2498,285.31,0.012776,292930
1.2498,285.31,0.025444,292940
1.2498,285.3,0.038134,292940
1.2498,285.3,0.050973,292940
1.2499,285.29,0.064088,292940
1.2499,285.29,0.077617,292950
1.2499,285.28,0.09171,292950
1.2499,285.27,0.10653,292960
1.25,285.26,0.12225,292970
1.25,285.25,0.13906,292980
1.2501,285.23,0.15719,292990
1.2501,285.22,0.17689,293000
1.2502,285.2,0.19842,293010
1.2503,285.17,0.22211,293030
1.2504,285.14,0.24834,293050
1.2505,285.1,0.27753,293080
1.2507,285.06,0.31019,293110
1.2509,285.01,0.34689,293140
1.2511,284.95,0.38833,293180
1.2513,284.89,0.43529,293230
1.2516,284.81,0.48869,293290
1.2519,284.71,0.5496,293350
1.2523,284.6,0.61921,293430
1.2527,284.48,0.69889,293520
1.2532,284.33,0.79015,293620
1.2538,284.17,0.89464,293740
1.2545,283.97,1.0141,293870
1.2552,283.76,1.1504,294020
1.256,283.52,1.3054,294180
1.257,283.25,1.4807,294370
1.258,282.95,1.6779,294570
1.2591,282.62,1.898,294790
1.2603,282.26,2.1415,295030
1.2615,281.89,2.4082,295280
1.2628,281.49,2.6966,295540
1.2642,281.08,3.0041,295810
1.2655,280.66,3.3265,296090
1.2669,280.24,3.658,296350
1.2682,279.84,3.9911,296610
1.2694,279.45,4.3199,296860
1.2705,279.1,4.6256,297080
1.2715,278.78,4.912,297290
1.2725,278.46,5.2096,297480
1.2735,278.12,5.5253,297680
1.2746,277.78,5.861,297900
1.2756,277.42,6.2179,298110
1.2768,277.05,6.5977,298340
1.2779,276.67,7.0017,298560
1.279,276.28,7.4315,298790
1.2802,275.88,7.8889,299030
1.2814,275.47,8.3755,299270
1.2826,275.05,8.8931,299510
1.2838,274.62,9.4433,299750
1.2851,274.19,10.028,300000
1.2863,273.75,10.649,300240
1.2875,273.3,11.308,300490
1.2887,272.85,12.005,300730
1.2899,272.4,12.744,300970
1.2911,271.96,13.524,301200
1.2922,271.52,14.346,301430
1.2933,271.08,15.211,301650
1.2944,270.66,16.119,301860
1.2954,270.25,17.068,302050
1.2963,269.86,18.059,302240
1.2971,269.49,19.088,302400
1.2979,269.14,20.153,302550
1.2985,268.83,21.25,302670
1.299,268.55,22.376,302780
1.2994,268.3,23.526,302860
1.2997,268.09,24.693,302920
1.2999,267.92,25.872,302950
1.2999,267.79,27.057,302960
1.2998,267.7,28.24,302940
1.2996,267.66,29.416,302890
1.2992,267.65,30.576,302820
1.2988,267.69,31.715,302730
1.2982,267.76,32.828,302620
1.2976,267.87,33.908,302490
1.2968,268.01,34.952,302340
1.296,268.17,35.955,302180
1.2951,268.36,36.914,302000
1.2942,268.56,37.827,301810
1.2932,268.79,38.692,301620
1.2922,269.02,39.51,301420
1.2912,269.27,40.268,301220
1.2901,269.53,41.037,301000
1.2888,269.85,41.9,300750
1.2873,270.24,42.855,300440
1.2854,270.72,43.9,300070
1.2832,271.29,45.024,299630
1.2806,271.96,46.215,299110
1.2776,272.75,47.458,298510
1.2742,273.66,48.735,297820
1.2702,274.7,50.025,297030
1.2658,275.87,51.305,296140
1.2608,277.19,52.548,295130
1.2552,278.64,53.73,294010
1.249,280.22,54.824,292780
1.2423,281.92,55.805,291430
1.235,283.73,56.65,289960
1.2272,285.64,57.34,288370
1.2188,287.63,57.855,286680
1.2099,289.69,58.18,284870
1.2004,291.79,58.304,282960
1.1905,293.92,58.218,280950
1.1802,296.06,57.915,278840
1.1694,298.18,57.392,276640
1.1582,300.28,56.647,274350
1.1466,302.33,55.681,271980
1.1347,304.31,54.498,269530
1.1224,306.22,53.1,267000
1.1098,308.02,51.496,264410
1.097,309.72,49.692,261760
1.0839,311.29,47.697,259040
1.0705,312.73,45.522,256270
1.057,314.02,43.178,253450
1.0433,315.15,40.678,250590
1.0295,316.12,38.033,247690
1.0155,316.92,35.26,244760
1.0014,317.54,32.371,241800
0.98734,317.98,29.384,238820
0.9732,318.24,26.313,235820
0.95907,318.31,23.173,232820
0.94497,318.21,19.982,229820
0.93094,317.92,16.754,226820
0.91702,317.47,13.505,223830
0.90323,316.84,10.253,220870
0.88955,316.05,7.0101,217920
0.87591,315.1,3.7668,214970
0.86232,314,0.5167,212030
0.84877,312.73,-2.7258,209080
0.83536,311.33,-5.9493,206150
0.82201,309.75,-9.1347,203230
0.80892,308.11,-12.281,200370
0.79588,306.24,-15.361,197490
0.78336,304.45,-18.399,194740
0.77061,302.25,-21.329,191900
0.75878,300.49,-24.228,189310
0.74558,297.71,-26.918,186320
0.73548,296.46,-29.678,184150
0.72266,292.6,-32.085,181130
0.71543,293.06,-34.879,179750
0.68965,285.48,-36.554,173670
0.69269,290.33,-40.237,174910
0.73981,283.79,-44.738,183830
1.0018,287.48,-53.133,239520
1.1693,278.63,-59.824,275280
1.1618,278.64,-58.669,273630
1.1557,278.32,-57.472,272260
1.1656,276.62,-56.879,274290
1.1749,274.89,-56.321,276200
1.1814,273.35,-55.664,277510
1.1879,271.77,-54.949,278820
1.1945,270.17,-54.173,280160
1.2008,268.59,-53.317,281430
1.2067,267.07,-52.376,282620
1.2123,265.62,-51.357,283740
1.2175,264.24,-50.27,284790
1.2223,262.96,-49.127,285740
1.2266,261.78,-47.944,286610
1.2305,260.71,-46.739,287400
1.234,259.75,-45.53,288100
1.2371,258.9,-44.334,288710
1.2398,258.16,-43.169,289260
1.2422,257.52,-42.048,289730
1.2442,256.97,-40.985,290130
1.2459,256.51,-39.99,290480
1.2474,256.12,-39.073,290770
1.2486,255.8,-38.233,291020
1.2497,255.54,-37.492,291220
1.2505,255.32,-36.828,291390
1.2513,255.13,-36.16,291550
1.2521,254.93,-35.453,291710
1.2529,254.75,-34.706,291860
1.2536,254.58,-33.918,292010
1.2543,254.43,-33.091,292150
1.255,254.29,-32.228,292280
1.2556,254.18,-31.33,292400
1.2561,254.09,-30.401,292510
1.2566,254.03,-29.444,292610
1.257,254,-28.465,292680
1.2573,254,-27.466,292740
1.2575,254.04,-26.455,292780
1.2576,254.11,-25.435,292800
1.2576,254.22,-24.412,292800
1.2575,254.36,-23.392,292780
1.2573,254.54,-22.38,292740
1.257,254.75,-21.381,292680
1.2566,254.99,-20.4,292600
1.2561,255.26,-19.44,292500
1.2555,255.55,-18.505,292380
1.2548,255.87,-17.598,292250
1.2541,256.21,-16.721,292110
1.2533,256.56,-15.877,291950
1.2525,256.93,-15.066,291780
1.2516,257.31,-14.289,291610
1.2506,257.7,-13.546,291420
1.2497,258.09,-12.838,291230
1.2487,258.49,-12.164,291030
1.2477,258.89,-11.523,290830
1.2466,259.29,-10.915,290630
1.2456,259.69,-10.338,290420
1.2446,260.09,-9.7918,290220
1.2435,260.48,-9.2742,290010
1.2425,260.86,-8.7844,289800
1.2415,261.24,-8.3209,289600
1.2405,261.61,-7.8825,289400
1.2395,261.98,-7.4679,289200
1.2385,262.33,-7.0757,289000
1.2375,262.68,-6.7046,288810
1.2366,263.02,-6.3541,288620
1.2356,263.35,-6.0199,288440
