VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -1.656096778,      0.7233519587,      0.8676855273,       3.845935749
          0,           0,           1,      -2.498348713,     -0.0948303957,     0.01500790728,       3.008367034
          0,           0,           2,      -2.692514816,     -0.3487306663,     -0.3166107593,       2.815079687
          0,           0,           3,      -2.765719063,     -0.4818494223,     -0.4113195632,       2.735749071
          0,           0,           4,      -2.798536547,     -0.5864768962,     -0.5377524181,       2.695798613
          0,           0,           5,        -2.8163533,      -0.575227727,     -0.6240026809,       2.676021324
          0,           0,           6,       -2.78443302,     -0.5029135558,     -0.7071072865,        2.71008792
          0,           0,           7,      -2.752272296,     -0.4416502497,     -0.7455707956,        2.74355604
          0,           0,           8,      -2.804389063,     -0.5499154617,     -0.8095613938,       2.690029334
          0,           0,           9,      -2.887058859,      -0.583908903,     -0.8903989866,       2.608219995
          0,           0,          10,      -2.956907249,     -0.6619772321,      -0.962000776,       2.539725048
          0,           0,          11,      -2.987278261,     -0.6999752241,       -0.99850753,       2.510139593
          0,           0,          12,       -3.00935662,     -0.6633346331,      -1.014515476,        2.48718364
          0,           0,          13,      -3.082523744,     -0.6917418603,      -1.059568265,       2.413039832
          0,           0,          14,      -3.217085864,      -0.825942226,      -1.138937843,       2.278914743
          0,           0,          15,      -3.350962412,     -0.9795580788,      -1.211318329,        2.14691776
          0,           0,          16,      -3.407467846,       -1.05245094,      -1.261174012,       2.091759547
          0,           0,          17,      -3.431686415,      -1.068408981,      -1.303959471,       2.067190761
          0,           0,          18,      -3.490406034,      -1.107202207,      -1.350238443,       2.008407839
          0,           0,          19,       -3.57031293,      -1.187875836,       -1.40494544,       1.929329385
          0,           0,          20,      -3.621905795,       -1.25766354,      -1.464557946,       1.877520233
          0,           0,          21,      -3.652149885,      -1.290658323,      -1.521090118,       1.846065041
          0,           0,          22,      -3.700858528,      -1.322807252,      -1.573600194,       1.796639035
          0,           0,          23,      -3.778645388,      -1.377851489,      -1.627318711,       1.718809317
          0,           0,          24,      -3.870101977,      -1.450232933,      -1.686201256,       1.627750392
          0,           0,          25,       -3.94495073,      -1.522923058,      -1.748846257,       1.553117429
          0,           0,          26,      -3.993285133,       -1.58811088,       -1.81259862,       1.504292935
          0,           0,          27,       -4.04107681,      -1.653963902,      -1.875197984,       1.455633034
          0,           0,          28,      -4.111534057,      -1.729062728,       -1.93409114,       1.384362953
          0,           0,          29,      -4.196890307,      -1.800704813,      -1.988080128,       1.298330907
          0,           0,          30,      -4.265615283,      -1.846960309,      -2.039184876,       1.228866466
          0,           0,          31,      -4.307945432,      -1.875246657,       -2.09374463,       1.185579638
          0,           0,          32,      -4.349632926,      -1.909691798,      -2.158464714,       1.142654561
          0,           0,          33,      -4.403287959,      -1.953270821,      -2.232763648,       1.087343328
          0,           0,          34,       -4.45713737,      -1.990734395,      -2.304748311,       1.031462475
          0,           0,          35,      -4.499283821,      -2.014117072,      -2.361552923,      0.9873173584
          0,           0,          36,      -4.537938968,      -2.033884809,      -2.406203906,      0.9466865327
          0,           0,          37,      -4.585480755,      -2.060364188,      -2.452500283,      0.8965808681
          0,           0,          38,      -4.639608299,      -2.092084354,      -2.507069998,      0.8390053813
          0,           0,          39,      -4.686936161,      -2.121338458,      -2.562301677,      0.7879743251
          0,           0,          40,      -4.723814849,      -2.145553497,      -2.606486344,      0.7476583144
          0,           0,          41,      -4.763803748,      -2.169484874,      -2.640171058,      0.7033239669
          0,           0,          42,      -4.818389023,      -2.196753488,      -2.675467868,      0.6414890796
          0,           0,          43,      -4.880521188,      -2.224339848,      -2.721767609,      0.5688369242
          0,           0,          44,      -4.927105446,      -2.246511806,      -2.778802308,       0.513072181
          0,           0,          45,       -4.94815943,      -2.262157062,       -2.83965976,      0.4889008238
          0,           0,          46,      -4.964052383,      -2.276158783,       -2.89846508,      0.4710769276
          0,           0,          47,      -4.996077114,      -2.293057505,      -2.954844701,      0.4314610809
          0,           0,          48,      -5.046831653,      -2.312762816,      -3.011569838,      0.3639777305
          0,           0,          49,      -5.101763912,      -2.331898705,      -3.068307691,      0.2849455002
          0,           0,          50,      -5.142039711,      -2.347732357,      -3.120443486,       0.224065059
          0,           0,          51,      -5.165718023,      -2.360534546,      -3.165289958,      0.1902151331
          0,           0,          52,      -5.186420749,      -2.372296243,      -3.205442807,      0.1610430262
          0,           0,          53,       -5.21226351,      -2.384149419,      -3.244913138,      0.1204974425
          0,           0,          54,      -5.239449296,      -2.395808437,      -3.284346998,     0.07488241698
          0,           0,          55,      -5.260587419,      -2.406662513,      -3.321326838,      0.0410840468
          0,           0,          56,      -5.274602291,      -2.416718928,      -3.354294805,     0.02373549248
          0,           0,          57,       -5.28703798,      -2.426544285,      -3.384575585,     0.00991235443
          0,           0,          58,      -5.302704936,      -2.436609907,      -3.414574892,    -0.01240776575
          0,           0,          59,       -5.32177311,      -2.446967327,      -3.445098165,    -0.04437843304
          0,           0,          60,      -5.341469806,      -2.457418841,      -3.474943553,     -0.0795540754
          0,           0,          61,      -5.359345281,      -2.467788157,      -3.502819676,     -0.1108590031
          0,           0,          62,      -5.374881412,      -2.478027639,      -3.528669778,     -0.1357638892
          0,           0,          63,      -5.388855253,      -2.488168638,       -3.55304571,     -0.1559575057
          0,           0,          64,      -5.402058274,      -2.498244907,      -3.576082486,     -0.1736674878
          0,           0,          65,      -5.414860829,      -2.508274477,      -3.597482955,     -0.1899469816
          0,           0,          66,      -5.427449783,      -2.518274553,      -3.617172304,     -0.2053040797
          0,           0,          67,      -5.439994323,      -2.528259535,      -3.635577886,     -0.2202439611
          0,           0,          68,      -5.452574997,      -2.538226437,       -3.65324572,     -0.2350151413
          0,           0,          69,      -5.465136678,      -2.548153554,      -3.670390134,     -0.2494203086
          0,           0,          70,      -5.477582032,      -2.558014763,      -3.686872563,     -0.2631334576
          0,           0,          71,       -5.48987926,       -2.56779194,      -3.702505192,     -0.2760818756
          0,           0,          72,      -5.502050869,      -2.577474239,      -3.717275325,     -0.2883995745
          0,           0,          73,       -5.51409285,      -2.587050275,      -3.731303026,     -0.3001309785
